Family;Subfamily;Genus;Species;Subspecies;Locality;altitud;UTM;Day;Month;Year;Individuals;Sex;dataFrom;comments;region
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Navarredonda de Gredos;1550;30TUK1970;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Navarredonda de Gredos;1550;30TUK1970;26;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Pto. De Villatoro;1399;30TUK1489;24;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus rubicundus;NA;Navalguijo (La Nava);2150;30TTK8156;24;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus rubicundus;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus rubicundus;NA;Navarredonda de Gredos;1550;30TUK1970;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;La Solana de Avila;1170;30TTK7866;25;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Navacepedilla de Corneja;1250;30TUK1485;24;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Navalguijo;1210;30TTK8659;24;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Navalguijo;1210;30TTK8659;24;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Piornal;1040;30TTK5744;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Pto. De Villatoro;1399;30TUK1489;24;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus sexcinctus;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Navalguijo;1210;30TTK8659;24;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus smaragdulus;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Candeleda (Monasterio de Chilla);700;30TUK0551;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Candeleda (Monasterio de Chilla);700;30TUK0551;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Guijo de Santa Bárbara;920;30TTK7448;18;8;1988;8;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Jerte;600;30TTK6656;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Jerte;600;30TTK6656;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;La Aldehuela;110;30TTK9576;25;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;La Aldehuela;110;30TTK9576;25;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;La Solana de Avila;1170;30TTK7866;25;8;1988;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;San Lorenzo de Tormes;1080;30TTK8279;25;8;1988;6;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus tridivisus;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum atrovirens;NA;Navamediana;1190;30TTK9565;26;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Navalguijo;1210;30TTK8659;24;8;1988;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Navalsauz;1370;30TUK2676;25;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum costulatum;NA;San Lorenzo de Tormes;1080;30TTK8279;25;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum interruptum;NA;Navalsauz;1370;30TUK2676;26;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum interruptum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum leucozonium;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;San Lorenzo de Tormes;1080;30TTK8279;25;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum malachurum;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum morio;NA;Navalguijo (La Nava);2150;30TTK8156;24;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum morio;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum morio;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum nigripes;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum nitidiusculum;NA;Navarredonda de Gredos;1550;30TUK1970;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum nitidiusculum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum pauperatum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;7;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum smeathmanellum;NA;Navalacruz;1170;30TUK3678;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum smeathmanellum;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum villosulum;NA;Madrigal de la Vera;300;30TTK9846;20;8;1988;10;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Lasioglossum;Lasioglossum villosulum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides fallax;NA;Jerte;600;30TTK6656;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Jerte;600;30TTK6656;18;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Navalguijo;1210;30TTK8659;24;8;1988;4;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Nomioides;Nomioides minutissimus;NA;Navalguijo;1210;30TTK8659;24;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;Jerte;600;30TTK6656;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;Madrigal de la Vera;300;30TTK9846;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis diversipes;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;Guisando;860;30TUK1854;24;7;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Nomiinae;Pseudapis;Pseudapis unidentata;NA;Navalguijo (La Nava);2150;30TTK8156;24;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes alternatus;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes monilicornis;NA;Jerte;600;30TTK6656;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecopes albilabris;NA;Navamediana (La Hoya);1700;30TTK9963;26;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Sphecodes;Sphecodes monilicornis;NA;San Lorenzo de Tormes;1080;30TTK8279;25;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Jerte;600;30TTK6656;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium manicatum;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Candeleda (Monasterio de Chilla);700;30TUK0551;20;8;1988;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Candeleda (Monasterio de Chilla);700;30TUK0551;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Garganta la Olla;550;30TTK6343;19;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Jerte;600;30TTK6656;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Pasarón de la Vera;620;30TTK5937;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;4;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades crenulatus;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades crenulatus;NA;Piedrahita;1350;30TUK0382;12;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades crenulatus;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades crenulatus;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades crenulatus;NA;Villanueva de la Vera;430;30TTK9044;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades rubicola;NA;Madrigal de la Vera;300;30TTK9846;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades rubicola;NA;Madrigal de la Vera;300;30TTK9846;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades rubicola;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades rubicola;NA;"Villanueva de la Vera (Urb. ""La Solana"")";400;30TTK9044;20;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Cabezas Altas;1300;30TTK8465;25;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Cabezas Altas;1300;30TTK8465;25;8;1988;4;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Navalacruz;1170;30TUK3678;26;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Pto. De Tornavacas;1275;30TTK7159;18;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Retuerta;1060;30TTK8167;18;8;1988;4;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Retuerta;1060;30TTK8167;18;8;1988;6;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Heriades;Heriades truncorum;NA;Tormellas;1120;30TTK8764;25;8;1988;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachile pilidens;NA;Navalguijo (La Nava);2150;30TTK8156;24;8;1988;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachile pilidens;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Cuacos de Yuste (Monasterio);780;30TTK6744;19;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Garganta la Olla;550;30TTK6343;19;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;La Aldehuela;110;30TTK9576;10;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Pasarón de la Vera;620;30TTK5937;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Poyales del Hoyo;530;30TUK1549;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;San Lorenzo de Tormes;1080;30TTK8279;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Santiago del Collado;1160;30TUK0078;18;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Pseudoanthidium;Pseudoanthidium lituratum;NA;La Solana de Avila;1170;30TTK7866;25;8;1988;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Reanthidium;Reanthidium nigricolle;NA;Guijo de Santa Bárbara;920;30TTK7448;19;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Stelis;Stelis signata;NA;"Villanueva de la Vera (Urb. ""La Solana"")";400;30TTK9044;20;8;1988;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Santa Maria de los Caballeros;1050;30TTK9274;NA;NA;NA;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus gibbus;NA;Navamediana (La Hoya);1700;30TTK9963;NA;NA;NA;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Pasarón de la Vera;620;30TTK5937;NA;NA;NA;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium florentinum;NA;Pasarón de la Vera;620;30TTK5937;NA;NA;NA;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Guijo de Santa Bárbara;920;30TTK7448;NA;NA;NA;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Guijo de Santa Bárbara;920;30TTK7448;NA;NA;NA;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Anthidium;Anthidium oblongatum;NA;Navalguijo (La Nava);2150;30TTK8156;NA;NA;NA;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Guijo de Santa Bárbara;920;30TTK7448;NA;NA;NA;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Megachilidae;Megachilinae;Megachile;Megachiles rotundata;NA;Guijo de Santa Bárbara;920;30TTK7448;NA;NA;NA;1;female;Gayubo et al 1990;NA;Sierra de Gredos
