Family;Subfamily;Genus;Species;Subspecies;Locality;altitud;UTM;Day;Month;Year;Individuals;Sex;dataFrom;comments;region
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Barco de Avila;1040;30TTK8670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Nomadinae;Ammobates;Ammobates punctatus;NA;Pasarón de la Vera;620;30TTK5937;18;8;1986;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Villafranca de la Sierra;1300;30TUK1185;25;6;1986;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus subauratus;NA;Villafranca de la Sierra;1300;30TUK1185;25;6;1986;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena aeneiventris;NA;Piedrahita;1350;30TUK0382;25;6;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena aeneiventris;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena aeneiventris;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena flavipes;NA;Burgohondo;840;30TUK4875;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena flavipes;NA;Navalosa;1300;30TUK3674;23;7;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena flavipes;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;4;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena morio;lugubris;Burgohondo;840;30TUK4875;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena nitida;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena nitida;NA;Piedrahita;1350;30TUK0382;13;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Andreninae;Andrena;Andrena variabilis;NA;Piedrahita;1350;30TUK0382;2;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus calcaratus;NA;La Herguijuela;1580;30TUK0874;18;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus calcaratus;NA;Piedrahita;1350;30TUK0382;13;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus calcaratus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus cephalotes;NA;La Herguijuela;1580;30TUK0874;18;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus cephalotes;NA;La Herguijuela;1580;30TUK0874;18;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus perezi;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus perezi;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus perezi;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Andrenidae;Parnurginae;Panurgus;Panurgus perezi;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Amegilla;Amegilla albigena;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Amegilla;Amegilla albigena;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Amegilla;Amegilla magnilabris;NA;Villatoro;1400;30TUK2192;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina chalybea;NA;Bohoyo;1200;30TTK9265;4;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina chalybea;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina chalybea;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;El Hornillo;800;30TUK2157;24;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Navalosa;1300;30TUK3674;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Pradosegar;1200;30TUK2694;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Villafranca de la Sierra;1300;30TUK1185;25;6;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Villafranca de la Sierra;1300;30TUK1185;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cucurbitina;NA;Villatoro;1400;30TUK2192;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cyanea;NA;Bohoyo;1200;30TTK9265;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cyanea;NA;Bohoyo;1200;30TTK9265;10;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cyanea;NA;El Hornillo;800;30TUK2157;24;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cyanea;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina cyanea;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina dentiventris;NA;El Hornillo;800;30TUK2157;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina dentiventris;NA;Gavilanes;680;30TUK4362;22;7;1987;4;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina dentiventris;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina dentiventris;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina dentiventris;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Ceratina;Ceratina nigrolabiata;NA;Gavilanes;680;30TUK4362;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Melectinae;Epeolus;Epeolus variegatus;NA;La Aldehuela;110;30TTK9576;19;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Melectinae;Epeolus;Epeolus variegatus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;Piedrahita;1350;30TUK0382;4;8;1987;4;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;Piedrahita;1350;30TUK0382;4;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Heliophila;Heliophila bimaculata;NA;Venta del Obispo;1300;30TUK2873;23;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia fulvescens;NA;Burgohondo;840;30TUK4875;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia fulvescens;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia iberica;NA;Barco de Avila;1040;30TTK8670;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia iberica;NA;Barco de Avila;1040;30TTK8670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia iberica;NA;Blacha;1160;30TUK3292;20;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia iberica;NA;La Aldehuela;110;30TTK9576;19;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia iberica;NA;La Aldehuela;110;30TTK9576;19;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Anthophorinae;Tetralonia;Tetralonia ruficornis;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Melectinae;Thyreus;Thyreus ramosus;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Melectinae;Thyreus;Thyreus ramosus;NA;Gavilanes;680;30TUK4362;22;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Melectinae;Thyreus;Thyreus ramosus;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Anthophoridae;Xylocopinae;Xylocopa;Xylocopa uclesiensis;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;La Herguijuela;1580;30TUK0874;18;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;Pto. De la Peña Negra;1909;30TUK0577;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;Pto. De Menga;1566;30TUK2982;21;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes albescens;NA;Villatoro;1400;30TUK2192;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Cepeda de la Mora;510;30TUK2680;25;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Hoyocasero;1280;30TUK3274;20;8;1987;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Hoyos del Espino;1300;30TUK1569;18;8;1987;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;La Herguijuela;1580;30TUK0874;18;8;1987;6;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;La Lastra del Cano;1430;30TTK9670;19;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Narros del Puerto;1200;30TUK3190;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Navamediana;1190;30TTK9565;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Piedrahita;1350;30TUK0382;4;8;1987;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Pto. De la Peña Negra;1909;30TUK0577;4;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Pto. De Mijares;1570;30TUK4666;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes fodiens;hispanicus;Villatoro;1400;30TUK2192;21;7;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Burgohondo;840;30TUK4875;23;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Burgohondo;840;30TUK4875;23;7;1987;4;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Gavilanes;680;30TUK4362;22;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Gavilanes;680;30TUK4362;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;La Aldehuela;110;30TTK9576;19;8;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;5;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Navalosa;1300;30TUK3674;23;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Navalsauz;1370;30TUK2676;20;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Navalsauz;1370;30TUK2676;20;8;1987;6;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Piedrahita;1350;30TUK0382;12;8;1987;6;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Piedrahita;1350;30TUK0382;23;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Pradosegar;1200;30TUK2694;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes hylaeiformis;NA;Pradosegar;1200;30TUK2694;20;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes marginatus;NA;Navamediana;1190;30TTK9565;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes succinctus;NA;La Herguijuela;1580;30TUK0874;18;8;1987;4;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Colletes;Colletes succinctus;NA;Pradosegar;1200;30TUK2694;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus absolutus;NA;Pto. De la Peña Negra;1909;30TUK0577;4;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus angustatus;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus angustatus;NA;Pto. De Pedro Bernardo;1250;30TUK3756;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus annularis;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus clypearis;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus communis;NA;Hoyocasero;1280;30TUK3274;20;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus difformis;hispanicus;Villafranca de la Sierra;1300;30TUK1185;25;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus euryscapus;NA;El Hornillo;800;30TUK2157;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus euryscapus;NA;Gavilanes;680;30TUK4362;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus euryscapus;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus euryscapus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus gibbus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus gibbus;NA;Villatoro;1400;30TUK2192;11;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus hyalinatus;aragonensis;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Burgohondo;840;30TUK4875;23;7;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Burgohondo;840;30TUK4875;23;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Hoyocasero;1280;30TUK3274;20;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Piedrahita;1350;30TUK0382;25;6;1987;1;male;Gayubo et al 1990;year 19867;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Piedrahita;1350;30TUK0382;25;6;1987;1;female;Gayubo et al 1990;year 19867;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;Piedrahita;1350;30TUK0382;12;3;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus imparilis;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus pictipes;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus pictipes;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus sinuatus;NA;Piedrahita;1350;30TUK0382;12;8;1987;3;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;Gavilanes;680;30TUK4362;22;7;1987;2;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;La Aldehuela;110;30TTK9576;19;8;1987;3;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;La Lastra del Cano;1430;30TTK9670;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;Piedrahita;1350;30TUK0382;25;6;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;Piedrahita;1350;30TUK0382;12;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Colletidae;Colletinae;Hylaeus;Hylaeus variegatus;NA;San Esteban del Valle;890;30TUK3160;22;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus maculatus;NA;Hoyos del Espino;1300;30TUK1569;18;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus maculatus;NA;Navacepedilla de Corneja;1250;30TUK1485;21;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Arenas de San Pedro;530;30TUK2253;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;El Hornillo;800;30TUK2157;24;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Hoyocasero;1280;30TUK3274;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;La Aldehuela;110;30TTK9576;19;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;La Herguijuela;1580;30TUK0874;18;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Mengamuñoz;1350;30TUK3085;20;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Mombeltrán;630;30TUK2858;24;7;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;Pto. Del Pico;1352;30TUK2966;23;7;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus quadricinctus;NA;San Miguel de Corneja;1050;30TUK0684;25;6;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus rubicundus;NA;Piedrahita;1350;30TUK0382;4;8;1987;1;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Bohoyo;1200;30TTK9265;19;8;1987;2;male;Gayubo et al 1990;NA;Sierra de Gredos
Halictidae;Halictinae;Halictus;Halictus scabiosae;NA;Cabezas Altas;1300;30TTK8465;25;8;1987;1;female;Gayubo et al 1990;NA;Sierra de Gredos
