"Andrena",NA,"pilipes",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_21"
"Micrandrena",NA,"sp.",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_22"
"Melitturga",NA,"caudata",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_23"
"Panurgus",NA,"cephalotes",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_24"
"Panurgus",NA,"dargius",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_25"
"Bombus ",NA,"terrestris","terrestris","Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_26"
"Bombus ",NA,"hortorum",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_27"
"Ceratina",NA,"chalcites",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_28"
"Ceratina ",NA,"cucurbitina",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_29"
"Ceratina",NA,"cyanea",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_30"
"Xylocopa",NA,"iris",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_31"
"Xylocopa",NA,"valga",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_32"
"Xylocopa",NA,"vilolacea",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_33"
"Eucera",NA,"nigrilabris",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_34"
"Eucera",NA,"nigrescens",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_35"
"Amegilla",NA,"albigena",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_36"
"Rhodanthidium",NA,"septendentatum",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_37"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_38"
"Stelis",NA,"murina",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_39"
"Coelioxys",NA,"afra",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_40"
"Chelostoma",NA,"edentulum",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_41"
"Thyreus",NA,"ramosus",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_42"
"Melecta",NA,"luctuosa",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_43"
"Megascolia",NA,"maculata","flavifrons","Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_44"
"Scolia",NA,"hirta",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_45"
"Polistes",NA,"dominula",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_46"
