"Hoplitis",NA,"adunca",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_1"
"Osmia",NA,"bicornis",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_2"
"Osmia",NA,"caerulescens ",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_3"
"Osmia ",NA,"latreillei ","iberoafricana ","Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_4"
"Osmia ",NA,"leaiana ",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_5"
"Osmia ",NA,"submicans ","canaria ","Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_6"
"Anthophora",NA,"plumipes",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_7"
"Apis",NA,"mellifera",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_8"
"Andrena",NA,"agilissima",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_9"
"Andrena",NA,"ferrugineicrus",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_10"
"Andrena",NA,"suerinensis",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_11"
"Andrena",NA,"cyanomicans",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_12"
"Andrena",NA,"haemorrhoa",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_13"
"Andrena",NA,"ovatula",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_14"
"Andrena",NA,"abrupta",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_15"
"Andrena",NA,"congruens",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_16"
"Andrena",NA,"asperrima",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_17"
"Andrena ",NA,"flavipes",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"&lt;1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_18"
"Andrena ",NA,"bimaculata",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,"<1km",2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_19"
"Andrena",NA,"binominata",NA,"Spain","Malaga","Algarrobo",36.759,-4.04,NA,2018,4,NA,NA,NA,"O. Aguado","O. Aguado",NA,NA,NA,NA,NA,NA,NA,"O. Aguado, J.I. Hormaza, M.L. Alcaraz, V. Ferrero",NA,NA,"29_Hormaza_etal_20"
