HABITAT/FIELD PLOT CODE;IDENTIFIER NAME;DATE;SPECIES NAME;ABUNDANCE
Ed04v_Bd2_185;F. Javier Ortiz Sánchez;2010-06-02;Panurgus perezi;3
Ed04v_Bd3_186;F. Javier Ortiz Sánchez;2010-06-16;Lasioglossum leucozonium;1
Ed04v_Bd3_186;F. Javier Ortiz Sánchez;2010-06-16;Panurgus cephalotes;1
Ed05e_Bd1_187;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp.;1
Ed05e_Bd1_187;F. Javier Ortiz Sánchez;2010-05-17;Anthophora atroalba;1
Ed05e_Bd1_187;G. González Bornay;2010-05-17;Apis mellifera;3
Ed05e_Bd2_188;G. González Bornay;2010-05-31;Apis mellifera;5
Ed05e_Bd3_189;;2010-06-15;;0
Ed05f_Bd1_190;;2010-05-17;;0
Ed05f_Bd2_191;F. Javier Ortiz Sánchez;2010-05-31;Tetralonia fulvescens;1
Ed05f_Bd3_192;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;2
Ed05f_Bd3_192;F. Javier Ortiz Sánchez;2010-06-15;Panurgus cephalotes;1
Ed05f_Bd3_192;F. Javier Ortiz Sánchez;2010-06-15;Panurgus perezi;3
Ed05g_Bd1_193;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp.;1
Ed05g_Bd1_193;G. González Bornay;2010-05-17;Apis mellifera;1
Ed05g_Bd2_194;F. Javier Ortiz Sánchez;2010-05-31;Xylocopa violacea;1
Ed05g_Bd3_195;;2010-06-15;;0
Ed05h_Bd1_196;;2010-05-17;;0
Ed05h_Bd2_197;;2010-05-31;;0
Ed05h_Bd3_198;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;3
Ed05h_Bd3_198;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;4
Ed05h_Bd3_198;F. Javier Ortiz Sánchez;2010-06-15;Panurgus cephalotes;2
Ed05h_Bd3_198;F. Javier Ortiz Sánchez;2010-06-15;Panurgus perezi;1
Ed05i_Bd1_199;G. González Bornay;2010-05-17;Apis mellifera;5
Ed05i_Bd1_199;F. Javier Ortiz Sánchez;2010-05-17;Panurgus calcaratus;1
Ed05i_Bd2_200;;2010-05-31;;0
Ed05i_Bd3_201;G. González Bornay;2010-06-15;Apis mellifera;1
Ed05i_Bd3_201;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;1
Ed05i_Bd3_201;F. Javier Ortiz Sánchez;2010-06-15;Panurgus cephalotes;1
Ed05j_Bd1_202;;2010-05-17;;0
Ed05j_Bd2_203;F. Javier Ortiz Sánchez;2010-05-31;Andrena (micro) sp.;1
Ed05j_Bd2_203;F. Javier Ortiz Sánchez;2010-05-31;Andrena sp. ;1
Ed05j_Bd2_203;G. González Bornay;2010-05-31;Apis mellifera;1
Ed05j_Bd3_204;;2010-06-15;;0
Ed05k_Bd1_205;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp. ;1
Ed05k_Bd1_205;G. González Bornay;2010-05-17;Apis mellifera;3
Ed05k_Bd2_206;G. González Bornay;2010-05-31;Apis mellifera;2
Ed05k_Bd3_207;;2010-06-15;;0
Ed05l_Bd1_208;G. González Bornay;2010-05-17;Apis mellifera;1
Ed05l_Bd1_208;F. Javier Ortiz Sánchez;2010-05-17;Ceratina cucurbitina;2
Ed05l_Bd2_209;;2010-05-31;;0
Ed05l_Bd3_210;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;1
Ed05l_Bd3_210;G. González Bornay;2010-06-15;Apis mellifera;1
Ed05l_Bd3_210;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum malachurum;2
Ed05l_Bd3_210;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum (evy.) sp.;1
Ed05l_Bd3_210;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;1
Ed05lb_Bd1_211;G. González Bornay;2010-05-17;Apis mellifera;8
Ed05lb_Bd2_212;F. Javier Ortiz Sánchez;2010-05-31;Andrena (micro) sp.;1
Ed05lb_Bd2_212;G. González Bornay;2010-05-31;Apis mellifera;1
Ed05lb_Bd3_213;F. Javier Ortiz Sánchez;2010-06-15;Andrena (micro) sp.;3
Ed05lc_Bd1_214;G. González Bornay;2010-05-17;Apis mellifera;1
Ed05lc_Bd2_215;G. González Bornay;2010-05-31;Apis mellifera;4
Ed05lc_Bd3_216;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;11
Ed05lc_Bd3_216;G. González Bornay;2010-06-15;Apis mellifera;5
Ed05lf_Bd1_217;G. González Bornay;2010-05-17;Apis mellifera;6
Ed05lf_Bd2_218;F. Javier Ortiz Sánchez;2010-05-31;Anthophora atroalba;1
Ed05lf_Bd2_218;G. González Bornay;2010-05-31;Apis mellifera;8
Ed05lf_Bd2_218;F. Javier Ortiz Sánchez;2010-05-31;Eeucera codinai;1
Ed05lf_Bd3_219;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum (evyl.) sp.;1
Ed05lf_Bd3_219;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;1
Ed05lf_Bd3_219;F. Javier Ortiz Sánchez;2010-06-15;Panurgus perezi;1
Ed05m_Bd1_220;G. González Bornay;2010-05-17;Apis mellifera;8
Ed05m_Bd2_221;G. González Bornay;2010-05-31;Apis mellifera;5
Ed05m_Bd3_222;G. González Bornay;2010-06-15;Apis mellifera;2
Ed05m_Bd3_222;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;1
Ed05m_Bd3_222;F. Javier Ortiz Sánchez;2010-06-15;Panurgus perezi;1
Ed05n_Bd1_223;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp1.;2
Ed05n_Bd1_223;G. González Bornay;2010-05-17;Apis mellifera;2
Ed05n_Bd2_224;F. Javier Ortiz Sánchez;2010-05-31;Andrena sp.;1
Ed05n_Bd2_224;G. González Bornay;2010-05-31;Apis mellifera;4
Ed05n_Bd3_225;;2010-06-15;;0
Ed05o_Bd1_226;G. González Bornay;2010-05-17;Apis mellifera;6
Ed05o_Bd2_227;F. Javier Ortiz Sánchez;2010-05-31;Andrena sp. ;1
Ed05o_Bd2_227;G. González Bornay;2010-05-31;Apis mellifera;1
Ed05o_Bd3_228;F. Javier Ortiz Sánchez;2010-06-15;Panurgus calcaratus;2
Ed05o_Bd3_228;F. Javier Ortiz Sánchez;2010-06-15;Panurgus cephalotes;1
Ed05o_Bd3_228;F. Javier Ortiz Sánchez;2010-06-15;Panurgus perezi;2
Ed05p_Bd1_229;G. González Bornay;2010-05-17;Apis mellifera;6
Ed05p_Bd2_230;G. González Bornay;2010-05-31;Apis mellifera;8
Ed05p_Bd3_231;F. Javier Ortiz Sánchez;2010-06-15;Andrena (micro) sp.;1
Ed05p_Bd3_231;F. Javier Ortiz Sánchez;2010-06-15;Andrena sp.;6
Ed05p_Bd3_231;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum (lasiog.) sp.;1
Ed05q_Bd1_232;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp.;1
Ed05q_Bd2_233;F. Javier Ortiz Sánchez;2010-05-31;Bombus  (megabombus ) sp.;1
Ed05q_Bd3_234;;2010-06-15;;0
Ed05s_Bd1_235;F. Javier Ortiz Sánchez;2010-05-17;Andrena sp.;1
Ed05s_Bd2_236;;2010-05-31;;0
Ed05s_Bd3_237;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum (evy.) sp.;1
Ed05t_Bd1_238;G. González Bornay;2010-05-17;Apis mellifera;4
Ed05t_Bd2_239;G. González Bornay;2010-05-31;Apis mellifera;1
Ed05t_Bd2_239;F. Javier Ortiz Sánchez;2010-05-17;Eeucera sp.;2
Ed05t_Bd3_240;F. Javier Ortiz Sánchez;2010-06-15;Eeucera cineraria;1
Ed05t_Bd3_240;F. Javier Ortiz Sánchez;2010-06-15;Panurgus cephalotes;1
Ed05u_Bd1_241;;2010-05-17;;0
Ed05u_Bd2_242;;2010-05-31;;0
Ed05u_Bd3_243;;2010-06-15;;0
Ed05v_Bd1_244;;2010-05-17;;0
Ed05v_Bd2_245;G. González Bornay;2010-05-31;Apis mellifera;2
Ed05v_Bd3_246;F. Javier Ortiz Sánchez;2010-06-15;Andrena (micro) sp.;1
Ed05v_Bd3_246;F. Javier Ortiz Sánchez;2010-06-15;Lasioglossum malachurum;2
Ed06b_Bd1_247;G. González Bornay;2010-05-20;Apis mellifera;9
Ed06b_Bd2_248;G. González Bornay;2010-06-01;Apis mellifera;7
Ed06b_Bd3_249;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum (lasiog.) sp.;1
Ed06b_Bd3_249;F. Javier Ortiz Sánchez;2010-06-18;Panurgus canescens;13
Ed06f_Bd1_250;G. González Bornay;2010-05-20;Apis mellifera;14
Ed06f_Bd2_251;G. González Bornay;2010-06-01;Apis mellifera;8
Ed06f_Bd2_251;F. Javier Ortiz Sánchez;2010-06-01;Eeucera elongatula;1
Ed06f_Bd3_252;G. González Bornay;2010-06-18;Apis mellifera;1
Ed06f_Bd3_252;F. Javier Ortiz Sánchez;2010-06-18;Panurgus canescens;4
Ed06g_Bd1_253;F. Javier Ortiz Sánchez;2010-05-20;Andrena sp.;1
Ed06g_Bd1_253;G. González Bornay;2010-05-20;Apis mellifera;6
Ed06g_Bd2_254;G. González Bornay;2010-06-01;Apis mellifera;2
Ed06g_Bd3_255;F. Javier Ortiz Sánchez;2010-06-18;Panurgus canescens;1
Ed06h_Bd1_256;F. Javier Ortiz Sánchez;2010-05-20;Andrena sp. ;2
Ed06h_Bd1_256;F. Javier Ortiz Sánchez;2010-05-20;Lasioglossum malachurum;1
Ed06h_Bd2_257;G. González Bornay;2010-06-01;Apis mellifera;2
Ed06h_Bd3_258;F. Javier Ortiz Sánchez;2010-06-18;Andrena sp.;1
Ed06h_Bd3_258;F. Javier Ortiz Sánchez;2010-06-18;Heliophila  bimaculata;1
Ed06h_Bd3_258;F. Javier Ortiz Sánchez;2010-06-18;Nomada linsenmaieri;1
Ed06h_Bd3_258;F. Javier Ortiz Sánchez;2010-06-18;Panurgus canescens;5
Ed06i_Bd1_259;G. González Bornay;2010-05-20;Apis mellifera;13
Ed06i_Bd1_259;F. Javier Ortiz Sánchez;2010-05-20;Hoplitis adunca contraria;1
Ed06i_Bd2_260;G. González Bornay;2010-06-01;Apis mellifera;2
Ed06i_Bd2_260;F. Javier Ortiz Sánchez;2010-06-01;Panurgus calcaratus;1
Ed06i_Bd3_261;G. González Bornay;2010-06-18;Apis mellifera;2
Ed06i_Bd3_261;F. Javier Ortiz Sánchez;2010-06-18;Hoplitis crenulata;3
Ed06j_Bd1_262;G. González Bornay;2010-05-20;Apis mellifera;10
Ed06j_Bd2_263;F. Javier Ortiz Sánchez;2010-06-01;Andrena sp2.;1
Ed06j_Bd2_263;F. Javier Ortiz Sánchez;2010-06-01;Andrena sp.;1
Ed06j_Bd2_263;G. González Bornay;2010-06-01;Apis mellifera;10
Ed06j_Bd3_264;F. Javier Ortiz Sánchez;2010-06-18;Andrena sp.;1
Ed06j_Bd3_264;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum (lasiog.) sp.;1
Ed06k_Bd1_265;G. González Bornay;2010-05-20;Apis mellifera;1
Ed06k_Bd2_266;G. González Bornay;2010-06-01;Apis mellifera;2
Ed06k_Bd3_267;F. Javier Ortiz Sánchez;2010-06-18;Andrena sp.;1
Ed06k_Bd3_267;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum (lasiog.) sp.;2
Ed06lb_Bd1_268;G. González Bornay;2010-05-20;Apis mellifera;10
Ed06lb_Bd2_269;G. González Bornay;2010-06-01;Apis mellifera;4
Ed06lb_Bd3_270;G. González Bornay;2010-06-18;Apis mellifera;3
Ed06lb_Bd3_270;F. Javier Ortiz Sánchez;2010-06-18;Eeucera barbiventris;1
Ed06lb_Bd3_270;F. Javier Ortiz Sánchez;2010-06-18;Stelis annulata;1
Ed06lc_Bd1_271;F. Javier Ortiz Sánchez;2010-05-20;Eeucera nigrilabris;1
Ed06lc_Bd2_272;G. González Bornay;2010-06-01;Apis mellifera;6
Ed06lc_Bd2_272;F. Javier Ortiz Sánchez;2010-06-01;Eeucera chrysopyga;1
Ed06lc_Bd3_273;G. González Bornay;2010-06-18;Apis mellifera;12
Ed06lc_Bd3_273;F. Javier Ortiz Sánchez;2010-06-18;Eeucera cf. hispaliensis;1
Ed06lc_Bd3_273;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum pauxillum;1
Ed06lc_Bd3_273;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum leucozonium;1
Ed06lc_Bd3_273;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum malachurum;2
Ed06ld_Bd1_274;G. González Bornay;2010-05-20;Apis mellifera;4
Ed06ld_Bd2_275;G. González Bornay;2010-06-01;Apis mellifera;4
Ed06ld_Bd2_275;F. Javier Ortiz Sánchez;2010-06-01;Panurgus calcaratus;1
Ed06ld_Bd3_276;G. González Bornay;2010-06-18;Apis mellifera;1
Ed06ld_Bd3_276;F. Javier Ortiz Sánchez;2010-06-18;Lasioglossum (lasiog.) sp.;1
Ed06ld_Bd3_276;F. Javier Ortiz Sánchez;2010-06-18;Panurgus canescens;8
Ed07b_Bd1_277;F. Javier Ortiz Sánchez;2010-05-18;Andrena (micro) sp.;1
Ed07b_Bd2_278;G. González Bornay;2010-05-31;Apis mellifera;1
Ed07b_Bd3_279;;2010-06-16;;0
Ed07c_Bd1_280;;2010-05-18;;0
Ed07c_Bd2_281;;2010-05-31;;0
Ed07c_Bd3_282;;2010-06-16;;0
Ed07d_Bd1_283;;2010-05-18;;0
Ed07d_Bd2_284;F. Javier Ortiz Sánchez;2010-05-31;Panurgus calcaratus;1
Ed07d_Bd3_285;F. Javier Ortiz Sánchez;2010-06-16;Lasioglossum (evy.) sp.;1
Ed07e_Bd1_286;;2010-05-18;;0
Ed07e_Bd2_287;G. González Bornay;2010-05-31;Apis mellifera;5
Ed07e_Bd3_288;G. González Bornay;2010-06-16;Apis mellifera;1
Ed07f_Bd1_289;G. González Bornay;2010-05-18;Apis mellifera;1
Ed07f_Bd2_290;F. Javier Ortiz Sánchez;2010-05-31;Panurgus calcaratus;1
Ed07f_Bd3_291;;2010-06-16;;0
Ed07h_Bd1_292;G. González Bornay;2010-05-18;Apis mellifera;1
Ed07h_Bd2_293;F. Javier Ortiz Sánchez;2010-05-31;Panurgus calcaratus;3
Ed07h_Bd3_294;F. Javier Ortiz Sánchez;2010-06-16;Andrena sp.;1
Ed07h_Bd3_294;G. González Bornay;2010-06-16;Apis mellifera;2
Ed07i_Bd1_295;;2010-05-18;;0
Ed07i_Bd2_296;;2010-05-31;;0
Ed07i_Bd3_297;F. Javier Ortiz Sánchez;2010-06-16;Andrena sp.;2
Ed07i_Bd3_297;G. González Bornay;2010-06-16;Apis mellifera;2
Ed07j_Bd1_298;G. González Bornay;2010-05-18;Apis mellifera;1
Ed07j_Bd1_298;F. Javier Ortiz Sánchez;2010-05-18;Panurgus calcaratus;1
Ed07j_Bd2_299;;2010-05-31;;0
Ed07j_Bd3_300;G. González Bornay;2010-06-16;Apis mellifera;1
Ed07k_Bd1_301;F. Javier Ortiz Sánchez;2010-05-18;Andrena sp.;1
Ed07k_Bd2_302;G. González Bornay;2010-05-31;Apis mellifera;4
Ed07k_Bd3_303;G. González Bornay;2010-06-16;Apis mellifera;2
Ed07k_Bd3_303;F. Javier Ortiz Sánchez;2010-06-16;Lasioglossum (lasiog.) sp.;1
Ed07la_Bd1_304;F. Javier Ortiz Sánchez;2010-05-18;Lasioglossum bimaculatum;1
Ed07la_Bd1_304;F. Javier Ortiz Sánchez;2010-05-18;Osmia cornuta;1
Ed07la_Bd2_305;G. González Bornay;2010-05-31;Apis mellifera;2
Ed07la_Bd3_306;F. Javier Ortiz Sánchez;2010-06-16;Andrena sp.;5
Ed07la_Bd3_306;G. González Bornay;2010-06-16;Apis mellifera;9
Ed07la_Bd3_306;F. Javier Ortiz Sánchez;2010-06-16;Lasioglossum malachurum;1
Ed07lb_Bd1_307;;2010-05-18;;0
Ed07lb_Bd2_308;;2010-05-31;;0
Ed07lb_Bd3_309;F. Javier Ortiz Sánchez;2010-06-16;Panurgus calcaratus;1
Ed07lc_Bd1_310;G. González Bornay;2010-05-18;Apis mellifera;7
Ed07lc_Bd2_311;;2010-05-31;;0
Ed07lc_Bd3_312;;2010-06-16;;0
Ed07m_Bd1_313;;2010-05-18;;0
Ed07m_Bd2_314;G. González Bornay;2010-05-31;Apis mellifera;1
Ed07m_Bd2_314;F. Javier Ortiz Sánchez;2010-05-31;Lasioglossum (lasiog.) sp.;1
Ed07m_Bd3_315;;2010-06-16;;0
Ed08b_Bd1_316;G. González Bornay;2010-05-19;Apis mellifera;3
Ed08b_Bd2_317;G. González Bornay;2010-05-31;Apis mellifera;3
Ed08b_Bd3_318;G. González Bornay;2010-06-17;Apis mellifera;4
Ed08b_Bd3_318;F. Javier Ortiz Sánchez;2010-06-17;Heriades crenulatus;1
Ed08c_Bd1_319;G. González Bornay;2010-05-19;Apis mellifera;4
Ed08c_Bd2_320;G. González Bornay;2010-05-31;Apis mellifera;4
Ed08c_Bd3_321;F. Javier Ortiz Sánchez;2010-06-17;Panurgus canescens;2
Ed08d_Bd1_322;G. González Bornay;2010-05-19;Apis mellifera;7
Ed08d_Bd2_323;G. González Bornay;2010-05-31;Apis mellifera;2
Ed08d_Bd2_323;F. Javier Ortiz Sánchez;2010-05-31;Panurgus perezi;1
Ed08d_Bd3_324;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;2
Ed08d_Bd3_324;F. Javier Ortiz Sánchez;2010-06-17;Anthidium  punctatum;1
Ed08d_Bd3_324;G. González Bornay;2010-06-17;Apis mellifera;4
Ed08d_Bd3_324;F. Javier Ortiz Sánchez;2010-06-17;Halictus crenicornis;1
Ed08e_Bd1_325;G. González Bornay;2010-05-19;Apis mellifera;5
Ed08e_Bd2_326;G. González Bornay;2010-05-31;Apis mellifera;4
Ed08e_Bd3_327;;2010-06-17;;0
Ed08f_Bd1_328;G. González Bornay;2010-05-19;Apis mellifera;3
Ed08f_Bd2_329;;2010-05-31;;0
Ed08f_Bd3_330;F. Javier Ortiz Sánchez;2010-06-17;Andrena (micro) sp.;1
Ed08f_Bd3_330;F. Javier Ortiz Sánchez;2010-06-17;Hylaeus variegatus;1
Ed08f_Bd3_330;F. Javier Ortiz Sánchez;2010-06-17;Sphecodes reticulatus;1
Ed08h_Bd1_331;G. González Bornay;2010-05-19;Apis mellifera;5
Ed08h_Bd1_331;F. Javier Ortiz Sánchez;2010-05-19;Dasypoda crassicornis;1
Ed08h_Bd2_332;G. González Bornay;2010-05-31;Apis mellifera;3
Ed08h_Bd3_333;;2010-06-17;;0
Ed08i_Bd1_334;F. Javier Ortiz Sánchez;2010-05-19;Andrena sp.;1
Ed08i_Bd1_334;G. González Bornay;2010-05-19;Apis mellifera;4
Ed08i_Bd2_335;G. González Bornay;2010-05-31;Apis mellifera;3
Ed08i_Bd3_336;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum malachurum;1
Ed08i_Bd3_336;F. Javier Ortiz Sánchez;2010-06-17;Nomada discedens;1
Ed08j_Bd1_337;F. Javier Ortiz Sánchez;2010-05-19;Anthophora atroalba;1
Ed08j_Bd1_337;G. González Bornay;2010-05-19;Apis mellifera;2
Ed08j_Bd2_338;G. González Bornay;2010-05-31;Apis mellifera;7
Ed08j_Bd2_338;F. Javier Ortiz Sánchez;2010-05-31;Lasioglossum (lasiog.) sp.;1
Ed08j_Bd3_339;G. González Bornay;2010-06-17;Apis mellifera;5
Ed08la_Bd1_340;F. Javier Ortiz Sánchez;2010-05-19;Anthophora atroalba;1
Ed08la_Bd1_340;F. Javier Ortiz Sánchez;2010-05-19;Lasioglossum bimaculatum;1
Ed08la_Bd1_340;G. González Bornay;2010-05-19;Apis mellifera;3
Ed08la_Bd2_341;G. González Bornay;2010-05-31;Apis mellifera;3
Ed08la_Bd3_342;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;1
Ed08la_Bd3_342;G. González Bornay;2010-06-17;Apis mellifera;1
Ed08lc_Bd1_343;;2010-05-19;;0
Ed08lc_Bd2_344;G. González Bornay;2010-05-31;Apis mellifera;3
Ed08lc_Bd2_344;F. Javier Ortiz Sánchez;2010-05-31;Ceratina cucurbitina;1
Ed08lc_Bd3_345;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;2
Ed08lc_Bd3_345;F. Javier Ortiz Sánchez;2010-06-17;Andrena thoracica;1
Ed08lc_Bd3_345;G. González Bornay;2010-06-17;Apis mellifera;5
Ed08lc_Bd3_345;F. Javier Ortiz Sánchez;2010-06-17;Halictus quadricinctus;1
Ed08lc_Bd3_345;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum (lasiog.) sp.;1
Ed08lc_Bd3_345;F. Javier Ortiz Sánchez;2010-06-17;Panurgus cephalotes;1
Ed08lf_Bd1_346;G. González Bornay;2010-05-19;Apis mellifera;5
Ed08lf_Bd2_347;G. González Bornay;2010-05-31;Apis mellifera;5
Ed08lf_Bd3_348;;2010-06-17;;0
Ed09e_Bd1_349;;2010-05-19;;0
Ed09e_Bd2_350;;2010-06-03;;0
Ed09e_Bd3_351;;2010-06-17;;0
Ed09h_Bd1_352;G. González Bornay;2010-05-19;Apis mellifera;3
Ed09h_Bd2_353;F. Javier Ortiz Sánchez;2010-06-03;Anthophora balneorum;1
Ed09h_Bd2_353;G. González Bornay;2010-06-03;Apis mellifera;4
Ed09h_Bd2_353;F. Javier Ortiz Sánchez;2010-06-03;Ceratina cucurbitina;1
Ed09h_Bd2_353;F. Javier Ortiz Sánchez;2010-06-03;Lasioglossum (lasiog.) sp.;3
Ed09h_Bd2_353;F. Javier Ortiz Sánchez;2010-06-03;Panurgus calcaratus;2
Ed09h_Bd3_354;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;2
Ed09h_Bd3_354;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum (evy.) sp.;2
Ed09h_Bd3_354;F. Javier Ortiz Sánchez;2010-06-17;Panurgus calcaratus;1
Ed09i_Bd1_355;G. González Bornay;2010-05-19;Apis mellifera;2
Ed09i_Bd2_356;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;2
Ed09i_Bd2_356;G. González Bornay;2010-06-03;Apis mellifera;3
Ed09i_Bd2_356;F. Javier Ortiz Sánchez;2010-06-03;Lasioglossum malachurum;1
Ed09i_Bd3_357;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;1
Ed09i_Bd3_357;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum malachurum;2
Ed09i_Bd3_357;F. Javier Ortiz Sánchez;2010-06-17;Nomada sp.;1
Ed09j_Bd1_358;G. González Bornay;2010-05-19;Apis mellifera;6
Ed09j_Bd2_359;G. González Bornay;2010-06-03;Apis mellifera;7
Ed09j_Bd2_359;F. Javier Ortiz Sánchez;2010-06-03;Lasioglossum (lasiog.) sp.;1
Ed09j_Bd2_359;F. Javier Ortiz Sánchez;2010-06-03;Panurgus calcaratus;3
Ed09j_Bd2_359;F. Javier Ortiz Sánchez;2010-06-03;Panurgus perezi;2
Ed09j_Bd3_360;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum (lasiog.) sp.;1
Ed09k_Bd1_361;G. González Bornay;2010-05-19;Apis mellifera;1
Ed09k_Bd2_362;;2010-06-03;;0
Ed09k_Bd3_363;;2010-06-17;;0
Ed09l_Bd1_364;;2010-05-19;;0
Ed09l_Bd2_365;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;9
Ed09l_Bd2_365;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;1
Ed09l_Bd2_365;G. González Bornay;2010-06-03;Apis mellifera;8
Ed09l_Bd3_366;G. González Bornay;2010-06-17;Apis mellifera;4
Ed09lb_Bd1_367;G. González Bornay;2010-05-19;Apis mellifera;2
Ed09lb_Bd2_368;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;1
Ed09lb_Bd2_368;G. González Bornay;2010-06-03;Apis mellifera;2
Ed09lb_Bd2_368;F. Javier Ortiz Sánchez;2010-06-03;Ceratina cucurbitina;1
Ed09lb_Bd3_369;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;5
Ed09lb_Bd3_369;G. González Bornay;2010-06-17;Apis mellifera;2
Ed09lb_Bd3_369;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum leucozonium;1
Ed09lb_Bd3_369;F. Javier Ortiz Sánchez;2010-06-17;Lasioglossum malachurum;1
Ed09lc_Bd1_370;G. González Bornay;2010-05-19;Apis mellifera;1
Ed09lc_Bd2_371;F. Javier Ortiz Sánchez;2010-06-03;Panurgus calcaratus;1
Ed09lc_Bd2_371;F. Javier Ortiz Sánchez;2010-06-03;Panurgus perezi;1
Ed09lc_Bd3_371;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;1
Ed09lc_Bd3_372;G. González Bornay;2010-06-17;Apis mellifera;3
Ed09ld_Bd1_373;;2010-05-19;;0
Ed09ld_Bd2_374;;2010-06-03;;0
Ed09ld_Bd3_375;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;1
Ed09m_Bd1_376;G. González Bornay;2010-05-19;Apis mellifera;1
Ed09m_Bd2_377;F. Javier Ortiz Sánchez;2010-06-03;Andrena (micro) sp.;1
Ed09m_Bd2_377;G. González Bornay;2010-06-03;Apis mellifera;1
Ed09m_Bd2_377;F. Javier Ortiz Sánchez;2010-06-03;Panurgus calcaratus;2
Ed09m_Bd2_377;F. Javier Ortiz Sánchez;2010-06-03;Panurgus cephalotes;1
Ed09m_Bd2_377;F. Javier Ortiz Sánchez;2010-06-03;Panurgus perezi;2
Ed09m_Bd3_378;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;1
Ed09n_Bd1_379;;2010-05-19;;0
Ed09n_Bd2_380;G. González Bornay;2010-06-03;Apis mellifera;2
Ed09n_Bd3_381;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;4
Ed09n_Bd3_381;G. González Bornay;2010-06-17;Apis mellifera;8
Ed09o_Bd1_382;;2010-05-19;;0
Ed09o_Bd2_383;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;1
Ed09o_Bd2_383;F. Javier Ortiz Sánchez;2010-06-03;Lasioglossum (lasiog.) sp.;1
Ed09o_Bd3_384;;2010-06-17;;0
Ed09p_Bd1_385;;2010-05-19;;0
Ed09p_Bd2_386;F. Javier Ortiz Sánchez;2010-06-03;Andrena sp.;1
Ed09p_Bd2_386;G. González Bornay;2010-06-03;Apis mellifera;2
Ed09p_Bd2_386;F. Javier Ortiz Sánchez;2010-06-03;Lasioglossum costulatum;1
Ed09p_Bd3_387;F. Javier Ortiz Sánchez;2010-06-17;Andrena sp.;2
Ed10d_Bd1_388;G. González Bornay;2010-05-17;Apis mellifera;2
Ed10d_Bd2_389;F. Javier Ortiz Sánchez;2010-05-28;Andrena sp. ;1
Ed10d_Bd2_389;G. González Bornay;2010-05-28;Apis mellifera;2
Ed10d_Bd3_390;F. Javier Ortiz Sánchez;2010-06-15;Colletes sp.;1
Ed10d_Bd3_390;F. Javier Ortiz Sánchez;2010-06-15;Panurgus canescens;2
Ed10e_Bd1_391;G. González Bornay;2010-05-17;Apis mellifera;1
Ed10e_Bd2_392;G. González Bornay;2010-05-28;Apis mellifera;3
Ed10e_Bd3_393;;2010-06-15;;0
Ed10f_Bd1_394;G. González Bornay;2010-05-17;Apis mellifera;9
Ed10f_Bd2_395;F. Javier Ortiz Sánchez;2010-05-28;Andrena sp.;1
