Catalogue;N_EJS;FAMILIA;SUBFAMILIA;GENERO;SUBGEN;ESPECIE;AUT_TAXON;LOCALIDAD_ORIG;LOCALIDAD_ACTUAL;MUNICIPIO;PROVINCIA;AUTONOMIA;PAIS;Fecha colecta en etiqueta;fecha standard;COLECTOR;ALTITUD;UTM;SEXO;PROCEDENCIA;DETERM;ANHO_DETERM
MNCN_Ent 291058;1;Halictidae;Halictinae;Lasioglossum;Hemihalictus;villosulum;(Kirby, 1802);Soto de Agues (Asturias);Soto de Agues;Sobrescobio;Asturias;Asturias;España;21-VII-2017;21/07/2017;F. Fresno;415 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 291064;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;pallens;(Brullé, 1832);Pola de lena (Asturias);Pola de lena;Lena;Asturias;Asturias;España;4-V-2007;04/05/2007;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 291065;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;mediterraneum;(Blüthgen, 1926);Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;13.VIII.2006;13/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 295050;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295055;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295056;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Puerto de Pinos, S. Emiliano (LE);Puerto de Pinos, S. Emiliano;San Emiliano;León;Castilla y León;España;29-VII-2018;29/07/2018;F. Fresno;1700 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295057;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Puerto de Pinos, S. Emiliano (LE);Puerto de Pinos, S. Emiliano;San Emiliano;León;Castilla y León;España;29-VII-2018;29/07/2018;F. Fresno;1700 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295059;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Valle La Peral (Lena) (Asturias);Valle La Peral;Lena;Asturias;Asturias;España;12-VIII-2018;12/08/2018;F. Fresno;900 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295060;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;imparilis;Förster, 1871;Mijas Costa (Málaga) Arroyo de los Pilones;Mijas Costa;Mijas;Málaga;Andalucía;España;18-VI-2018;18/06/2018;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295063;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Sierra de Alceo (León);Cubillas de Arbás;Villamanín;León;Castilla y León;España;3-VIII-2016;03/08/2016;E.F. Vidal & A.R. Fandiño;;;hembra;;P. Álvarez;2022
MNCN_Ent 295064;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Sierra de Alceo (León);Cubillas de Arbás;Villamanín;León;Castilla y León;España;3-VIII-2016;03/08/2016;E.F. Vidal & A.R. Fandiño;;;hembra;;P. Álvarez;2022
MNCN_Ent 295070;1;Halictidae;Halictinae;Sphecodes;;gibbus;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 295071;1;Halictidae;Halictinae;Sphecodes;;gibbus;(Linnaeus, 1758);Vega del Rey (Lena) (Asturias);Vega del Rey;Lena;Asturias;Asturias;España;1-VIII-2019;01/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 295072;1;Halictidae;Halictinae;Sphecodes;;puncticeps;Thomson, 1870;Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;14-VIII-2019;14/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295073;1;Halictidae;Halictinae;Sphecodes;;gibbus;(Linnaeus, 1758);Carrandi (Colunga) (Asturias);Carrandi;Colunga;Asturias;Asturias;España;17-VIII-2019;17/08/2019;F. Fresno;150 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295082;1;Apidae;Xylocopinae;Ceratina;Dalyatina;parvula;Smith, 1854;Mijas Costa (Málaga) Arroyo de los Pilones;Mijas Costa;Mijas;Málaga;Andalucía;España;17-VI-2018;17/06/2018;F. Fresno;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 295083;1;Apidae;Xylocopinae;Ceratina;Euceratina;dallatorreana;Friese, 1896;Mijas Costa (Málaga) Río Fuengirola;Mijas Costa;Mijas;Málaga;Andalucía;España;22-VI-2018;22/06/2018;F. Fresno;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 295084;1;Apidae;Xylocopinae;Ceratina;Euceratina;dentiventris;Gerstäcker, 1869;Mijas Costa (Málaga) Río Fuengirola;Mijas Costa;Mijas;Málaga;Andalucía;España;22-VI-2018;22/06/2018;F. Fresno;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 295088;1;Megachilidae;Megachilinae;Osmia;Hoplosmia;spinulosa;(Kirby, 1802);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;5-VIII-2019;05/08/2019;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 295089;1;Megachilidae;Megachilinae;Osmia;Helicosmia;caerulescens;(Linnaeus, 1758);Columbiello (Lena) (Asturias);Columbiello;Lena;Asturias;Asturias;España;5-VIII-2019;05/08/2019;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295090;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 295091;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295092;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295093;1;Andrenidae;Panurginae;Panurgus;Panurgus;calcaratus;(Scopoli, 1763);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295114;1;Andrenidae;Panurginae;Panurgus;Panurgus;dentipes;Latreille, 1811;Calomadre (Teruel);Calomadre;Calomadre;Teruel;Aragón;España;6-VII-2019;06/07/2019;M. Toribio;;;hembra;;P. Álvarez;2022
MNCN_Ent 295115;1;Andrenidae;Panurginae;Panurgus;Panurgus;dentipes;Latreille, 1811;Calomadre (Teruel);Calomadre;Calomadre;Teruel;Aragón;España;6-VII-2019;06/07/2019;M. Toribio;;;hembra;;P. Álvarez;2022
MNCN_Ent 295116;1;Andrenidae;Panurginae;Panurgus;Panurgus;dentipes;Latreille, 1811;Calomadre (Teruel);Calomadre;Calomadre;Teruel;Aragón;España;6-VII-2019;06/07/2019;M. Toribio;;;hembra;;P. Álvarez;2022
MNCN_Ent 295118;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Valle La Peral (Lena) (Asturias);Valle La Peral;Lena;Asturias;Asturias;España;11-VIII-2018;11/08/2018;F. Fresno;900 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295119;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Valle La Peral (Lena) (Asturias);Valle La Peral;Lena;Asturias;Asturias;España;11-VIII-2018;11/08/2018;F. Fresno;900 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295120;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Valle La Peral (Lena) (Asturias);Valle La Peral;Lena;Asturias;Asturias;España;11-VIII-2018;11/08/2018;F. Fresno;900 m.;;hembra;;P. Álvarez;2022
MNCN_Ent 295133;1;Halictidae;Halictinae;Seladonia;Pachyceble;tumulorum;(Linnaeus, 1758);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295134;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;algericolellum;(Strand, 1909);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295137;1;Halictidae;Halictinae;Lasioglossum;Sphecodogastra;pauxillum;(Schenck, 1853);Bao (Ibias) (Asturias);Bao;Ibias;Asturias;Asturias;España;22-VIII-2018;22/08/2018;G. Pueyo y T. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 295140;1;Halictidae;Halictinae;Lasioglossum;Dialictus;morio;(Fabricius, 1793);Armada (Lena) (Asturias);Armada;Lena;Asturias;Asturias;España;12-VIII-2018;12/08/2018;F. Fresno;;;macho;;P. Álvarez;2022
MNCN_Ent 295141;1;Apidae;Apinae;Eucera;Hetereucera;elongatula;Vachal, 1907;Mijas Costa (Málaga) Arroyo de los Pilones;Mijas Costa;Mijas;Málaga;Andalucía;España;17-VI-2018;17/06/2018;F. Fresno;;;hembra;;P. Álvarez;2022
MNCN_Ent 302328;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);El Ventorrillo, Madrid;Navacerrada;Cercedilla;Madrid;Madrid;España;18-25/VIII-89;18-25/08/1989;Nieves & Rey;1480 m.;;hembra;;P. Álvarez;2023
MNCN_Ent 302329;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);El Ventorrillo, Madrid;Navacerrada;Cercedilla;Madrid;Madrid;España;22-30/VI-1989;22-30/06/1989;Nieves & Rey;1480 m.;;macho;;P. Álvarez;2023
MNCN_Ent 316356;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);El Ventorrillo;Navacerrada;Cercedilla;Madrid;Madrid;España;(1-9)-VIII-88;1-9/08/1988;Nieves & Rey;1480 m.;;macho;;P. Álvarez;2023
MNCN_Ent 316410;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;13-VI-43;13/06/1943;Junco;;;hembra;;P. Álvarez;2023
MNCN_Ent 316411;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);El Pardo;Madrid, El Pardo;Madrid;Madrid;Madrid;España;13-VI-43;13/06/1943;Junco;;;hembra;;P. Álvarez;2023
MNCN_Ent 316415;1;Colletidae;Hylaeinae;Hylaeus;Prosopis;purpurissatus;(Vachal, 1895);Gt. [Godelleta];Godelleta;Godelleta;Valencia;Comunidad Valenciana;España;3.VIII.28;03/08/1928;sin datos;;;hembra;;P. Álvarez;2023
MNCN_Ent 322795;1;Andrenidae;Panurginae;Melitturga;Petrusianna;caudata;Pérez, 1879;Murcia/T. Isabel;Murcia;Murcia;Murcia;Murcia;España;18-IV-52;18/04/1952;Andreu;;;macho;;P. Álvarez [Piluca Álvarez Fidalgo];2022
MNCN_Ent 322931;1;Apidae;Xylocopinae;Ceratina;Euceratina;nigrolabiata;Friese, 1896;Area de Montarco, Rivas-Vaciamadrid (Madrid);Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;20-VIII-1997;20/08/1997;J.I. López-Colón;;;hembra;;P. Álvarez;2022
MNCN_Ent 325863;1;Halictidae;Halictinae;Lasioglossum;Lasioglossum;xanthopus;(Kirby, 1802);Villaverde;Madrid, Villaverde;Madrid;Madrid;Madrid;España;10-IV-905;10/04/1905;Arias;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 332759;1;Melittidae;Dasypodainae;Dasypoda;Microdasypoda;crassicornis;Friese, 1896;El Pardo (Madrid) La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;31-V-79;31/05/1979;L. Hinojosa;;;hembra;;P. Álvarez;2022
MNCN_Ent 332760;1;Melittidae;Dasypodainae;Dasypoda;Microdasypoda;crassicornis;Friese, 1896;El Pardo (Madrid) La Quinta;Madrid, El Pardo;Madrid;Madrid;Madrid;España;31-V-79;31/05/1979;L. Hinojosa;;;hembra;;P. Álvarez;2022
MNCN_Ent 332764;1;Melittidae;Melittinae;Melitta;Melitta;leporina;(Panzer, 1799);Irún;Irún;Irún;Guipúzcoa;País Vasco;España;8-VII-[19]06;08/07/1906;sin datos;;;macho;Colección Cabrera;P. [Piluca] Álvarez;2022
MNCN_Ent 332765;1;Melittidae;Dasypodainae;Dasypoda;Heterodasypoda;morotei;Quilis, 1928;El Ventorrillo (Cercedilla);Navacerrada;Cercedilla;Madrid;Madrid;España;25-VII-85;25/07/1985;sin datos;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 332766;1;Melittidae;Dasypodainae;Dasypoda;Heterodasypoda;morotei;Quilis, 1928;S. Leonardo de Yagüe, Soria;San Leonardo de Yágüe;San Leonardo de Yágüe;Soria;Castilla y León;España;5-7-76;05/07/1976;Carmen Rey;;;macho;ex. Col. C. Rey;P. [Piluca] Álvarez;2022
MNCN_Ent 332913;1;Andrenidae;Andreninae;Andrena;Suandrena;cyanomicans;Pérez, 1895;Pedralbes;Barcelona, Pedralbes;Barcelona;Barcelona;Cataluña;España;30.X.95;30/10/1895;sin datos;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 332914;1;Andrenidae;Andreninae;Andrena;Suandrena;cyanomicans;Perez, 1895;Pedralbes;Barcelona, Pedralbes;Barcelona;Barcelona;Cataluña;España;17.X.96;17/10/1896;sin datos;;;hembra;;P. [Piluca] Álvarez;2022
MNCN_Ent 332915;1;Andrenidae;Andreninae;Andrena;Suandrena;cyanomicans;Perez, 1895;Pedralbes;Barcelona, Pedralbes;Barcelona;Barcelona;Cataluña;España;17.X.96;17/10/1896;sin datos;;;macho;;P. [Piluca] Álvarez;2022
MNCN_Ent 332916;1;Andrenidae;Andreninae;Andrena;Suandrena;cyanomicans;Perez, 1895;Pedralbes;Barcelona, Pedralbes;Barcelona;Barcelona;Cataluña;España;11.X.96;11/10/1896;sin datos;;;macho;;P. [Piluca] Álvarez;2022
MNCN_Ent 332937;1;Andrenidae;Andreninae;Andrena;Plastandrena;agilissima;(Scopoli, 1770);Vaciamadrid;Rivas-Vaciamadrid;Rivas-Vaciamadrid;Madrid;Madrid;España;24-5-23;24/05/1923;Dusmet;;;hembra;;P. Álvarez;2022
MNCN_Ent 340648;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;9-VIII-2013;09/08/2013;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340649;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Proaza (Asturias);Proaza;Proaza;Asturias;Asturias;España;21.VIII.2008;31/08/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340650;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Zureda (Lena) (Asturias);Zureda;Lena;Asturias;Asturias;España;7.VIII.2006;07/08/2006;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340654;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Zureda (Lena) (Asturias);Zureda;Lena;Asturias;Asturias;España;9.VIII.2006;09/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340655;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Zureda (Lena) (Asturias);Zureda;Lena;Asturias;Asturias;España;9.VIII.2006;09/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340656;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;2.VIII.2006;02/08/2006;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340657;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;4.VIII.2006;04/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340658;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;21.VIII.2006;21/08/2006;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340659;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;9.VIII.2007;09/08/2007;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340660;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;26-VII-2009;26/07/2009;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340664;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;11.08.2017;11/08/2017;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340665;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;11.08.2017;11/08/2017;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340666;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;16.08.2017;16/08/2017;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340667;1;Colletidae;Hylaeinae;Hylaeus;Hylaeus;communis;Nylander, 1852;Embalse de Valdemurio (O);Embalse de Valdemurio;Quirós;Asturias;Asturias;España;13-VIII-2012;13/08/2012;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340673;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;12.08.2016;12/08/2016;F. Fresno;913 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340674;1;Colletidae;Hylaeinae;Hylaeus;Spatulariella;hyalinatus;Smith, 1843;Valle La Peral (Lena, Asturias);Valle La Peral;Lena;Asturias;Asturias;España;12.08.2016;12/08/2016;F. Fresno;913 m;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340675;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;clypearis;(Schenck, 1853);Colunga (Asturias);Colunga;Colunga;Asturias;Asturias;España;17.VIII.2008;17/08/2008;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340676;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;clypearis;(Schenck, 1853);San Pedro de la Ribera (Asturias);San Pedro de la Ribera;Cudillero;Asturias;Asturias;España;11-VIII-2012;11/08/2012;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340677;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;clypearis;(Schenck, 1853);San Pedro de la Ribera (Asturias);San Pedro de la Ribera;Cudillero;Asturias;Asturias;España;11-VIII-2012;11/08/2012;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340678;1;Colletidae;Hylaeinae;Hylaeus;Paraprosopis;clypearis;(Schenck, 1853);La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;15-VIII-2013;15/08/2013;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340715;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;Colunga (Asturias);Colunga;Colunga;Asturias;Asturias;España;26.VIII.2008;26/08/2008;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340716;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;La Isla (Asturias);La Isla;Colunga;Asturias;Asturias;España;14-IX-2011;14/09/2011;F. Fresno;;;macho;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340717;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;Pola de Lena (Asturias);Pola de Lena;Lena;Asturias;Asturias;España;26-VII-2009;26/07/2009;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
MNCN_Ent 340718;1;Colletidae;Hylaeinae;Hylaeus;Dentigera;brevicornis;Nylander, 1852;Vega del Rey (Lena, Asturias);Vega del Rey;Lena;Asturias;Asturias;España;5.08.2016;05/08/2016;F. Fresno;;;hembra;ex. Colección F. Fresno;P. Álvarez;2022
