Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries;uid
Apis;NA;mellifera;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_1
Ceratina;NA;dallatorreana;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_2
Ceratina;NA;parvula;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_3
Halictus;NA;scabiosae;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_4
Seladonia;NA;cfr. smaragdula;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_5
Lasioglossum;NA;elegans;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_6
Lasioglossum;NA;lativentre;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_7
Lasioglossum;NA;leucozonium;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_8
Lasioglossum;NA;punctatissimum;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_9
Megachile;NA;apicalis;NA;Spain;Valencia;Carcaixent;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_10
Andrena;NA;NA;NA;Spain;Ciudad Real;El Chaparrillo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_11
Panurgus;NA;calcaratus;NA;Spain;Ciudad Real;El Chaparrillo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_12
Panurgus;NA;cephalotes;NA;Spain;Ciudad Real;El Chaparrillo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_13
Apis;NA;mellifera;NA;Spain;Ciudad Real;El Chaparrillo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;NA;NA;10.1080/00379271.2020.1847191;Melon;NA;Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori;NA;NA;63_Rodrigo_14
