Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries;uid
Andrena;Truncandrena;varia;NA;Spain;Córdoba;Alcaudón (Santaella);37.56397; -4.82295;30SUG3959;2016;2;16;NA;NA;D. Paredes;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;70_Ortiz_1
Lasioglossum;Dialictus;alpigenum;NA;Spain;Lérida;Vall d’Aneu, Port de la Bonaigua;NA;NA;NA;1988;8;9;NA;NA;P.A.W. Ebmer ;NA;1;2;NA;NA;NA;NA;P.A.W. Ebmer ;NA;1950 m;NA;70_Ortiz_2
Lasioglossum;Dialictus;alpigenum;NA;Spain;Lérida;Vall d’Aneu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;70_Ortiz_3
Lasioglossum;Dialictus;alpigenum;NA;Spain;Lérida;25 km east of Viella, Port de la Bonaigua;NA;NA;NA;1990;7;21;NA;NA;H. Neumaye;NA;NA;NA;NA;NA;NA;NA;P.A.W. Ebmer ;NA;2.050-2.200 m;NA;70_Ortiz_4
Nomiapis;NA;valga;NA;Spain;Málaga;Las Conejeras, Sierra de las Nieves (Parauta);36.65804; -5.10341;30SUF1259;2011;7;7;NA;NA;F.J. Ortiz-Sánchez;NA;NA;1;NA;NA;NA;NA;NA;NA;1060 m;NA;70_Ortiz_5
Sphecodes;NA;anatolicus;NA;Spain;Almería;Pozo de Juan López (Vélez Blanco);37.82781; -2.21593;30SWG6987;2006;7;29;NA;NA;F. J. Ortiz-Sánchez;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;70_Ortiz_6
Sphecodes;NA;anatolicus;NA;Spain;Cádiz;Puerto de las Palomas, Sierra deGrazalema (Grazalema);36.78788; -5.38709;30STF8774;2011;7;9;NA;NA;F. J. Ortiz-Sánchez;NA;NA;1;NA;NA;NA;NA;NA;NA;1360 m;NA;70_Ortiz_7
Sphecodes;NA;anatolicus;NA;Spain;Segovia;Caballar;41.11515; -3.97670;30TVL1852;1985;8;16;NA;NA;C. Heras;NA;NA;2;NA;NA;NA;NA;M. Schwarz;NA;NA;NA;70_Ortiz_8
Ensliniana ;NA;bidentata;NA;Spain;Cádiz;Rota;NA;NA;NA;2020;5;22;NA;NA;A.L. Pizarro;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;Segunda cita para España y tercera para la península ibérica;70_Ortiz_9
Megachile;Callomegachile;sculpturalis;NA;Spain;Gerona;Blanes;NA;NA;NA;2020;6;13;NA;NA;C. Herranz;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;70_Ortiz_10
