Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;"Coordinate precision (e.g. GPS; ~10km) ";Year;month;day;Collector;Determined by;Female;Male;Worker;Not specified;Reference (doi);Flowers visited;Local Box No.;Local_ID;Authors to give credit;Any other additional data;Notes and queries;;;;;;;;;;;
Melitta;NA;schmiedeknechti;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;6;7;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004638;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;minutissimum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004639;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;minutissimum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004640;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;minutissimum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;29;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004641;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;minutissimum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004642;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;truncaticolle;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004643;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;immunitum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004644;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;immunitum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004645;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;villosulum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004646;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;villosulum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004647;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;villosulum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004648;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;villosulum?;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;28;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004649;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;malachurum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;8;28;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004650;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;punctatissimum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;9;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004651;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Lasioglossum;discum ;discum ;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;6;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004652;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Lasioglossum;discum;discum ;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004653;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Lasioglossum;discum;discum ;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004654;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Lasioglossum;discum;discum ;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004655;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Dialictus;morio   ;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004656;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Dialictus;morio   ;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004657;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;pseudoplanulum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;8;28;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004658;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;glabriusculum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004659;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;pygmaeum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1993;6;18;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004660;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;mandibulare;carneiventre;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;29;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004661;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Dialictus;cupromicans;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004662;Félix Torres;;;;;;;;;;;;;
Lasioglossum;Evylaeus;vergilianum;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;1;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004663;Félix Torres;;;;;;;;;;;;;
Halictus;Halictus;simplex;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1989;5;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004664;Félix Torres;;;;;;;;;;;;;
Halictus;Halictus;simplex;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;5;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004665;Félix Torres;;;;;;;;;;;;;
Seladonia;NA; cf. subaurata;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;6;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004666;Félix Torres;;;;;;;;;;;;;
Seladonia;NA;cf. smaragdula;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004667;Félix Torres;;;;;;;;;;;;;
Seladonia;NA;cf. smaragdula;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004668;Félix Torres;;;;;;;;;;;;;
Seladonia;NA;cf. smaragdula;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004669;Félix Torres;;;;;;;;;;;;;
Seladonia;NA;cf. smaragdula;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;18;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004670;Félix Torres;;;;;;;;;;;;;
Halictus;Vestitohalictus;balearicus ;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004671;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004672;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004673;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004674;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004675;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004676;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004677;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004678;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004679;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004680;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004681;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004682;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004683;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004684;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004685;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004686;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004687;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004688;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;8;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004689;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;28;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004690;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;18;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004691;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;25;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004692;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;7;17;J. Blasco;F. Torres;0;1;0;0;NA;NA;16;APO-004693;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;6;15;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004694;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;3;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004695;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;9;10;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004696;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;8;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004697;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004698;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004699;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004700;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004701;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004702;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004703;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004704;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004705;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004706;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004707;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004708;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004709;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004710;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004711;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004712;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004713;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004714;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004715;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;5;7;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004716;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;5;7;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004717;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;5;26;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004718;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;5;26;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004719;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;5;26;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004720;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;5;26;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004721;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;9;16;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004722;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;3;10;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004723;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1989;4;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004724;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;12;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004725;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;10;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004726;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;2;9;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004727;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;2;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004728;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;2;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004729;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004730;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004731;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004732;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;5;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004733;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004734;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;5;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004735;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;10;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004736;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004737;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;2;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004738;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;5;26;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004739;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;5;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004740;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004741;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;2;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004742;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;3;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004743;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;3;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004744;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;3;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004745;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;3;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004746;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;6;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004747;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;7;21;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004748;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;8;28;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004749;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;6;2;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004750;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;6;10;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004751;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;9;5;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004752;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;6;9;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004753;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;5;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004754;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004755;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;11;9;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004756;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;4;22;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004757;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;1;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004758;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;10;20;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004759;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1991;4;9;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004760;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004761;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1992;4;25;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004762;Félix Torres;;;;;;;;;;;;;
Lasioglossum;NA;NA;NA;Spain;Zaragoza;Pina de Ebro;NA;NA;NA;1990;10;14;J. Blasco;F. Torres;1;0;0;0;NA;NA;16;APO-004763;Félix Torres;;;;;;;;;;;;;
