ID;Familia;Especie;Fecha;Localidad;Municipio;Provincia;País;Hábitat;Altitud;Hora;Sexo;Recolector;Identificador;Identificador 2;Identificador 3;Fila;Armario/estantería;Balda;Caja;latitud;longitud;Observaciones;Identificación inicial;Otra identificación posterior
BOS-HYM-N00725;Vespidae;Vespula vulgaris;26/07/1991;Cudillero;Cudillero;Asturias;España;;;;Hembra;J. A. Gutiérrez Morán;J. A. Gutiérrez Morán;L. F. Castillo (det. 2016);;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;;
BOS-HYM-N00726;Vespidae;Vespula vulgaris;01/08/1992;Bueu;Bueu;Pontevedra;España;;;;Hembra;Laura Rguez Glez;Laura Rguez Glez;L. F. Castillo (det. 2016);;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;;
BOS-HYM-N00727;Vespidae;;23/08/1981;Beleño;Ponga;Asturias;España;Jardín casa;;;;Lydia Muñiz;;;;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;;
BOS-HYM-N00728;Vespidae;Vespula rufa;15/01/2005;Soto de Llanera;Llanera;Asturias;España;;;;Hembra;A. Velasco;A. Velasco;L. F. Castillo (det. 2016);;1;3;;3.15;;;;Dolichovespula adulterina;
BOS-HYM-N00729;Vespidae;Vespula rufa;Año 1991;La Robla;La Robla;León;España;;;;Hembra;Elena Benito;E. B. G.;L. F. Castillo (det. 2016);;1;3;;3.15;;;;;
BOS-HYM-N00730;Vespidae;Vespula rufa;26/10/1997;Cenera;Mieres;Asturias;España;Prado;;;Hembra;B. Viguera;B. Viguera;L. F. Castillo (det. 2016);;1;3;;3.15;;;Al vuelo;;
BOS-HYM-N00731;Vespidae;Vespula rufa;15/05/1992;Granda;Gijón;Asturias;España;;;;Hembra;Belén Álvarez;Belén Álvarez;L. F. Castillo (det. 2016);;1;3;;3.15;;;;Vespula austriaca;
BOS-HYM-N00732;Vespidae;Vespula rufa;_/06/1983;Turón;Mieres;Asturias;España;;;;Hembra;Ángeles Garda Cosío;Ángeles Garda Cosío;L. F. Castillo (det. 2016);;1;3;;3.15;;;;Vespula vulgaris;
BOS-HYM-N00733;Vespidae;Vespula rufa;_/06/1982;Mieres;Mieres;Asturias;España;Matorral;;;Hembra;Jose Fdez;Jose Fdez;L. F. Castillo (det. 2016);;1;3;;3.15;;;;Vespula austriaca;
BOS-HYM-N00734;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00735;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00736;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00737;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00738;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00739;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00740;Vespidae;Polistes dominula;14/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00741;Vespidae;Polistes dominula;_/10/2008;Cenera;Mieres;Asturias;España;;;;Hembra;Adrián Areces;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00742;Vespidae;Polistes dominula;14/06/2010;Santa Eugenia;Villaviciosa;Asturias;España;Prado sobre flor;;;Hembra;Omar Cots;Omar Cots;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula vulgaris;
BOS-HYM-N00743;Vespidae;Polistes dominula;22/07/2009;Manzaneda de Torío;Garrafe de Torío;León;España;;;;Hembra;Lidia R. D.;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00744;Vespidae;Polistes dominula;17/08/2009;Jaca;Jaca;Huesca;España;;;;Hembra;Daniel Godé;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00745;Vespidae;Polistes dominula;01/06/2008;Curueño;;León;España;Jardín;;;Hembra;J. J. Cadenas;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00746;Vespidae;Polistes dominula;23/10/1991;Avín;Benia de Onís;Asturias;España;;;;Hembra;María Herrero Sevilla;María Herrero Sevilla;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00747;Vespidae;Polistes dominula;20/05/2010;La Juncas (Acosa);;;;;;;Hembra;Arcadio Martínez;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00748;Vespidae;Polistes dominula;06/08/2009;Cangas del Narcea;Cangas del Narcea;Asturias;España;;;;Hembra;I. Rguez Añas;I. Rguez Añas;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula;
BOS-HYM-N00749;Vespidae;Polistes dominula;22/06/2008;Avín;Benia de Onís;Asturias;España;;;;Hembra;R. Glez Gil;R. Glez Gil;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00750;Vespidae;Polistes dominula;11/10/2009;Luanco;Gozón;Asturias;España;Prado;;;Hembra;A. García;A. García;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula sp.;
BOS-HYM-N00751;Vespidae;Polistes dominula;15/09/1991;Blimea;San Martín del Rey Aurelio;Asturias;España;;;;Hembra;L. M. Alonso Cuetos;L. M. Alonso Cuetos;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00752;Vespidae;Polistes dominula;25/10/1991;Avín;Benia de Onís;Asturias;España;;;;Hembra;Julia Rguez;Julia Rguez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00753;Vespidae;Polistes dominula;15/08/1991;Lieres;Siero;Asturias;España;;;;Hembra;J. A. Gutiérrez Morán;J. A. Gutiérrez Morán;L. F. Castillo (det. 2016);;1;3;;3.16;;;;;
BOS-HYM-N00754;Vespidae;Polistes dominula;_/08/1987;Cercanías de León;;León;España;;;;Hembra;J. E. Glez Glez;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00755;Vespidae;Polistes dominula;25/08/1994;El Villar de Arnedo;El Villar de Arnedo;La Rioja;España;;;;Hembra;Mª José Bañuelos;Mª José Bañuelos;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00756;Vespidae;Polistes dominula;16/08/1988;Meaño;Meaño;Pontevedra;España;Sobre uniges;;;Hembra;R. Trabazo;R. Trabazo;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00757;Vespidae;Polistes dominula;01/09/1990;Oviedo;Oviedo;Asturias;España;;;;Hembra;A. Otegui;A. Otegui;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00758;Vespidae;Polistes dominula;12/10/1992;La Campa (La Felguera);Langreo;Asturias;España;;;;Hembra;Pilar Iglesias;Pilar Iglesias;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00759;Vespidae;Polistes dominula;02/11/1995;Luarca;Valdés;Asturias;España;;;;Hembra;Alejandro Varas;Alejandro Varas;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00760;Vespidae;Polistes dominula;04/08/1993;Corvera de Torazno;Corvera de Torazno;Cantabria;España;;;;Hembra;Blanca González;Blanca González;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00761;Vespidae;Polistes dominula;22/05/1994;Zurita;Piélagos;Cantabria;España;;;;Hembra;Gloria Fdez;Patricia Alonso;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00762;Vespidae;Polistes dominula;20/07/1988;Obelles;;Navarra;España;;;;Hembra;Mª José Ruiz de Arechau;Mª José Ruiz de Arechau;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00763;Vespidae;Polistes dominula;04/06/1994;Pravia;Pravia;Asturias;España;;;;Hembra;Argiloa Ceberio;Argiloa Ceberio;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00764;Vespidae;Polistes dominula;15/05/1990;El Naranco;Oviedo;Asturias;España;;;;Hembra;Laura Olaizola;Laura Olaizola;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00765;Vespidae;Polistes dominula;17/08/1993;Valencia de Don Juan;Valencia de Don Juan;León;España;;;;Hembra;Pablo Prado Aller;Pablo Prado Aller;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00766;Vespidae;Polistes dominula;23/10/1991;Avín;Onís;Asturias;España;;;;Hembra;David Álvarez Fdez;David Álvarez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00767;Vespidae;Polistes dominula;_/07/1994;Velez;Velez;Málaga;España;;;;Hembra;Fernando Muñagorri;Mª Jesús Meiza;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00768;Vespidae;Polistes dominula;30/11/1993;Riego de la Vega;Riego de la Vega;León;España;;;;Hembra;María Miguélez;Begoña Galán;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00769;Vespidae;Polistes dominula;25/09/2010;Aleas;Cogolludo;Guadalajara;España;Campo;;;Hembra;Helena Glez;Helena Glez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00770;Vespidae;Polistes dominula;01/11/1995;Villar (Luarca);Valdés;Asturias;España;;;;Hembra;J. L. Glez Vecino;J. L. Glez Vecino;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00771;Vespidae;Polistes dominula;15/11/1995;Oviedo;Oviedo;Asturias;España;;;;Hembra;F. Acevedo;Belén Sáinz S.;L. F. Castillo (det. 2016);;1;3;;3.16;;;100-1º;Polistes gallicus;
BOS-HYM-N00772;Vespidae;Polistes dominula;22/10/2010;San Emiliano;San Emiliano;León;España;Cafetería;;;Hembra;Rocío García Martínez;Rocío García;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Nomada fulvicornir;
BOS-HYM-N00773;Vespidae;Polistes dominula;03/07/1998;La Foz;Morcín;Asturias;España;;;;Hembra;Nuria Glez Fdez;Nuria Glez Fdez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00774;Vespidae;Polistes dominula;01/05/1988;Oviedo;Oviedo;Asturias;España;;;;Hembra;A. Ugalde;A. Ugalde;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00775;Vespidae;Polistes dominula;19/08/1994;El Cuesto;Oviedo;Asturias;España;Matorral;320 msnm;;Hembra;Félix González;Félix González;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00776;Vespidae;Polistes dominula;15/05/2009;El Entrego;San Martín del Rey Aurelio;Asturias;España;;;;Hembra;Francisco Cano Roces;Francisco Cano Roces;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula sp.;
BOS-HYM-N00777;Vespidae;Polistes dominula;_/06/2007;Parque Isabel (Gijón);Gijón;Asturias;España;;;;Hembra;Laure Álvarez;Laure Álvarez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula sp.;
BOS-HYM-N00778;Vespidae;Polistes dominula;01/11/1995;Villar (Luarca);Valdés;Asturias;España;;;;Hembra;Belén Sáinz S.;Belén Sáinz S.;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00779;Vespidae;Polistes dominula;26/10/1994;Villar (Luarca);Valdés;Asturias;España;El flor de hiedra;;;Hembra;Pablo Valdés García;Pablo Valdés García;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00780;Vespidae;Polistes dominula;21/12/1989;Grado;Grado;Asturias;España;;;;Hembra;Clemen. Prozamen;Clemen. Prozamen;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Dolichovespula sylvestris;
BOS-HYM-N00781;Vespidae;Polistes dominula;_/07/1995;Fuentesanta;Nava;Asturias;España;;;;Hembra;Fco Carlón;Fco Carlón;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00782;Vespidae;Polistes dominula;Primavera 1993;La Felguera;Langreo;Asturias;España;;;;Hembra;Antonio Fernández;Antonio Fernández;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00783;Vespidae;Polistes dominula;02/04/1994;Monforte de Lemos;Monforte de Lemos;Lugo;España;;;;Hembra;Maceda Sélymes;Maceda Sélymes;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00784;Vespidae;Polistes dominula;25/08/1992;Aguillo;Condado de Treviño;Burgos;España;;;;Hembra;Virg. Zaldibar;Virg. Zaldibar;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00785;Vespidae;Polistes dominula;24/10/1989;Villar (Luarca);Valdés;Asturias;España;;;;Hembra;Clara Fdez Ochoa;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00786;Vespidae;Polistes dominula;10/11/1992;Oviedo;Oviedo;Asturias;España;;;;Hembra;Magdalena Sanz;Magdalena Sanz;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00787;Vespidae;Polistes dominula;25/05/1991;La Bolgachina;Oviedo;Asturias;España;;;;Hembra;Amaia Irizar;Isabel Sánchez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00788;Vespidae;Polistes dominula;26/05/1991;Peñacorada;Cistierna;León;España;;;;Hembra;P. Velasco Vallejo;P. Velasco Vallejo;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00789;Vespidae;Polistes dominula;11/05/1991;Piedrasblancas;Castrillón;Asturias;España;;;;Hembra;E. García;E. García;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00790;Vespidae;Polistes dominula;06/07/1991;Oviedo;Oviedo;Asturias;España;;;;Hembra;J. Larumbe;J. Larumbe;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00791;Vespidae;Polistes dominula;28/06/1991;Benavente;Benavente;Zamora;España;;;;Hembra;Jesús Glez;Mª Jesús Glez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00792;Vespidae;Polistes dominula;17/04/1981;Colinas;;Sevilla;España;;;;Hembra;A. Rivero;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00793;Vespidae;Polistes dominula;09/09/1990;Mieres;Mieres;Asturias;España;;;;Hembra;Celestino Glez;Celestino Glez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00794;Vespidae;Polistes dominula;Año 1991;La Robla;La Robla;León;España;;;;Hembra;Pablo A. A.;E. B. G.;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00795;Vespidae;Polistes dominula;05/05/1991;Oviedo;Oviedo;Asturias;España;Jardín;;;Hembra;Mª Rosario Ruiz;Mª Rosario Ruiz;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00796;Vespidae;Polistes dominula;22/10/1990;Bosque de Villar (Luarca);Valdés;Asturias;España;;;;Hembra;J. Urbaneta Blanco;J. Urbaneta Blanco;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00797;Vespidae;Polistes dominula;Año 1990;Costa Verde;;Asturias;España;;;;Hembra;E. B. G.;E. B. G.;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00798;Vespidae;Polistes dominula;19/03/1991;Pico Seana;Mieres;Asturias;España;;;;Hembra;M. Pelaez Cruz;M. Pelaez Cruz;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00799;Vespidae;Polistes dominula;;Panjón;Nigrán;Pontevedra;España;;;;Hembra;J. I. Noriega;M. A. Aranda;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00800;Vespidae;Polistes dominula;15/06/1988;Trobajo;;León;España;;;;Hembra;Quintana;Quintana;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00801;Vespidae;Polistes dominula;29/04/1988;León;León;León;España;;;;Hembra;Pellitero;Pellitero;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00802;Vespidae;Polistes dominula;20/07/1990;Irún;Irún;Guipúzcoa;España;Casa;;;Hembra;M. Teresa Bravo;M. Teresa Bravo;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00803;Vespidae;Polistes dominula;13/04/1990;Villamanín;Villamanín;León;España;;;;Hembra;J. M. Cigarría;J. Cigarría;L. F. Castillo (det. 2016);;1;3;;3.16;;;;;
BOS-HYM-N00804;Vespidae;Polistes dominula;06/08/1989;San Sebastián;San Sebastián;Guipúzcoa;España;;;;Hembra;Jone Garai;Jone Garai;L. F. Castillo (det. 2016);;1;3;;3.16;;;;;
BOS-HYM-N00805;Vespidae;Polistes dominula;24/10/1989;Villar (Luarca);Valdés;Asturias;España;;;;Hembra;Clara Fdez Ochoa;Clara Fdez Ochoa;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00806;Vespidae;Polistes dominula;12/07/1980;Pola de Gordón;Pola de Gordón;León;España;;;;Hembra;Inés Lombas;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00807;Vespidae;Polistes dominula;_/07/1982;Serantes;Tapia;Asturias;España;;;;Hembra;Rita Fdez;Rita Fdez;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes;
BOS-HYM-N00808;Vespidae;Polistes dominula;04/08/1982;Sucina;Murcia;Murcia;España;;;;Hembra;J. R. García;J. R. García;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00809;Vespidae;Polistes dominula;31/05/1986;Fitoria;Oviedo;Asturias;España;;;;Hembra;Buenaventura Fdez F.;Buenaventura Fdez F.;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00810;Vespidae;Polistes dominula;05/08/1979;Vargas;Puente Viesgo;Cantabria;España;;;;Hembra;M. J. Gañán;M. J. Gañán;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula media;
BOS-HYM-N00811;Vespidae;Polistes dominula;26/07/1981;Laukariz;Munguia;Vizcaya;España;Jardín casa;;16 h;Hembra;M. I. Saloña;M. I. Saloña;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00812;Vespidae;Polistes dominula;08/08/1987;Quintana;Quintana;Badajoz;España;;;;Hembra;S. Moto;F. Ballesteros B.;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Vespula germanica;
BOS-HYM-N00813;Vespidae;Polistes dominula;03/05/1982;Fresno de Sayago;Fresno de Sayago;Zamora;España;;;;Hembra;Miguel Mecías;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00814;Vespidae;Polistes dominula;Año 1986;Jardín de Gijón;Gijón;Asturias;España;Jardín de Gijón;;;Hembra;Ana I. Izquierdo;Ana I. Izquierdo;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00815;Vespidae;Polistes dominula;15/08/1980;Panjón;Nigrán;Pontevedra;España;;;;Hembra;A. Anadón;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00816;Vespidae;Polistes dominula;23/05/1982;Vallina;Mieres;Asturias;España;;;;Hembra;E. Sierra;E. Sierra;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00817;Vespidae;Polistes dominula;12/05/1983;Cabañaquinta;Aller;Asturias;España;;;;Hembra;Piedad García;A. Quero y Ch. Farpon;L. F. Castillo (det. 2016);;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00818;Vespidae;Polistes dominula;19/04/1987;Salamanca;Salamanca;Salamanca;España;;;;Hembra;T. Sanz Pérez;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00819;Vespidae;Polistes dominula;07/06/1986;Sotrondio;San Martín del Rey Aurelio;Asturias;España;;;;Hembra;Severino González Roces;L. F. Castillo (det. 2016);;;1;3;;3.16;;;;;
BOS-HYM-N00820;Vespidae;Polistes dominula;01/07/1979;Salinas;Castrillón;Asturias;España;;;;;M. J. Vallhonrat;;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00821;Vespidae;Polistes dominula;10/04/1976;Medina del Campo;Medina del Campo;Valladolid;España;;;;;Adela Sánchez;M. A. Aranda;;;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;Polistes gallicus;
BOS-HYM-N00822;Vespidae;Polistes dominula;15/07/1978;Mazagón;Moguer y Palos de la Frontera;Huelva;España;;;;Hembra;F. J. Ocharan;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00823;Vespidae;Polistes dominula;_/04/1976;Ponceyo;Gijón;Asturias;España;;;;Hembra;B. Cudeiro;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00824;Vespidae;Polistes dominula;13/05/1978;Mieres;Mieres;Asturias;España;;;;Hembra;Marta E. Fdez;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00825;Vespidae;Polistes dominula;15/10/1978;Villarejo;Mieres;Asturias;España;;;18 h;Macho;Ana Martínez Barrero;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00826;Vespidae;Polistes dominula;07/05/1980;Trubia;Oviedo;Asturias;España;Prado con frutales;;;Macho;P. Ciscar;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00827;Vespidae;Polistes dominula;06/05/1975;Villarejo;Mieres;Asturias;España;;;;Hembra;Ana Martínez Barrero;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00828;Vespidae;Polistes dominula;_/11/1974;Chantada;Chantada;Lugo;España;;;;Hembra;P. García G.;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00829;Vespidae;Polistes dominula;10/03/1975;Alesauco;Alesauco;La Rioja;España;;;;;M. L. Marín;;;;1;3;;3.16;;;;;
BOS-HYM-N00830;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00831;Vespidae;Polistes dominula;15/04/1976;Godán ;Salas;Asturias;España;;;;;Mª Dolores Miranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00832;Vespidae;Polistes dominula;;Noreña;Noreña;Asturias;España;Huertos;;;;J. Lázaro;;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00833;Vespidae;Polistes dominula;26/04/1976;León;León;León;España;;;;;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00834;Vespidae;Polistes dominula;13/06/1978;Salamanca;Salamanca;Salamanca;España;;;;;C. Blanco;C. Blanco;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00835;Vespidae;Polistes dominula;;Panjón;Nigrán;Pontevedra;España;;;;Hembra;R. Anadón;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00836;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra-1;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00837;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00838;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00839;Vespidae;Polistes dominula;15/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00840;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00841;Vespidae;Polistes dominula;13/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00842;Vespidae;Polistes dominula;15/08/1978;Simancas;Simancas;Valladolid;España;;;;Hembra;M. A. Aranda;M. A. Aranda;;;1;3;;3.16;;;;Polistes gallicus;
BOS-HYM-N00843;Vespidae;Polistes dominula;16/10/1990;Luarca;Valdés;Asturias;España;;;;Hembra;Azucena Peniagua;José Glez Díaz;L. F. Castillo (det. 2016);;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;Polistes gallicus;
BOS-HYM-N00844;Vespidae;Polistes dominula;04/07/1992;Seoane;La Vega;Orense;España;;;;Hembra;Mar Varela;Mar Varela;L. F. Castillo (det. 2016);;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;Vespula silvestris;
BOS-HYM-N00845;Vespidae;Polistes dominula;_/08/1974;Chantada;Chantada;Lugo;España;;;;Hembra;P. García G.;M. A. Aranda;L. F. Castillo (det. 2016);;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;Polistes gallicus;
BOS-HYM-N00846;Vespidae;Polistes dominula;20/07/1975;Denia;Denia;Alicante;España;;;;Hembra;Gregorio González;Gregorio González;;;7;5;C;BOS-LEP 7.5.C.5;;;Tiene moho;Polistes gallicus;
BOS-Vesp 70;Vespidae;Vespula germanica;22/05/1987;Oviedo;Oviedo;Asturias;España;;;;Hembra;P. Serret;P. Serret;L. F. Castillo (det. 2016);;1;3;;3.17;;;;Vespidae;
