id;FAMILIA;GeNERO;SUBGÃ‰NERO;ESPECIE;SUBESPECIE;SEXO;DÃA;MES;AÃ‘O;LOCALIDAD;PROVINCIA;COLECTOR;DETERMINADOR;en quÃ© planta
OA370;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA371;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Rubus sp
OA372;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;11;4;2016;Olmedo;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA373;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA374;NA;Lasioglossum;lasioglossum;xanthopus;NA;NA;14;5;2016;Hornillos de Eresma;Va;G. Aguado;NA;NA
OA375;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA376;NA;Lasioglossum;evylaeus;albipes;NA;Macho;11;6;2016;Toro;Za;G. Aguado;l.O. A.M;NA
OA377;NA;Lasioglossum;evylaeus;albipes;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA378;NA;Lasioglossum;evylaeus;albipes;NA;Hembra;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA379;NA;Lasioglossum;evylaeus;morio;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Rubus sp
OA380;NA;Lasioglossum;evylaeus;morio;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;NA
OA381;NA;Lasioglossum;lasioglossum;callizonium;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA382;NA;Lasioglossum;lasioglossum;callizonium;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA383;NA;Lasioglossum;lasioglossum;callizonium;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA384;NA;Lasioglossum;evylaeus;pauxillum;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Chenopodium quinoa
OA385;NA;Lasioglossum;lasioglossum;costulatum;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA386;NA;Lasioglossum;lasioglossum;costulatum;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Anchusa azurea
OA387;NA;Lasioglossum;lasioglossum;costulatum;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA388;NA;Lasioglossum;lasioglossum;costulatum;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA389;NA;Lasioglossum;lasioglossum;sexnotatum;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA390;NA;Lasioglossum;lasioglossum;sexnotatum;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA391;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA392;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA393;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA394;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA395;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Rubus sp
OA396;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Rubus sp
OA397;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA398;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA399;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA400;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA401;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA402;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA403;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA404;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA405;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Achillea millefolium
OA406;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Achillea millefolium
OA407;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Achillea millefolium
OA408;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA409;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Achillea millefolium
OA410;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Senecio vulgaris
OA411;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA412;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA413;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Malva sylvestris
OA414;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Eryngium campestre
OA415;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;NA
OA416;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA417;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Senecio vulgaris
OA418;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA419;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA420;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Cichorium Intybus
OA421;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Medicago sativa
OA422;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA423;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Eryngium campestre
OA424;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA425;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA426;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA427;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Senecio vulgaris
OA428;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA429;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA430;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;NA;Senecio vulgaris
OA431;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA432;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA433;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA434;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA435;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA436;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA437;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA438;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA439;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA440;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA441;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA442;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;NA;Cichorium Intybus
OA443;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Senecio vulgaris
OA444;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Senecio vulgaris
OA445;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA446;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA447;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA448;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA449;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Senecio vulgaris
OA450;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Senecio vulgaris
OA451;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Senecio vulgaris
OA452;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA453;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA454;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Senecio vulgaris
OA455;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;Malva sylvestris
OA456;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA457;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Zamaduenas;Va;G. Aguado;NA;Chenopodium quinoa
OA458;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA459;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA460;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Zamaduenas;Va;G. Aguado;NA;Chenopodium quinoa
OA461;NA;Hylaeus;NA;sp;NA;NA;11;7;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA462;NA;Hylaeus;NA;sp;NA;NA;11;7;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA463;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA464;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Verbascum thapsus
OA465;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA466;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA467;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA468;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA469;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA470;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA471;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA472;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA473;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA474;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA475;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA476;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA477;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA478;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA479;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA480;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Echium vulgare
OA481;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA482;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA483;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA484;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Malva sylvestris
OA485;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA486;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA487;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA488;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA489;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA490;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA491;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA492;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA493;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA494;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA495;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;NA
OA496;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;NA
OA497;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;NA
OA498;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;NA
OA499;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;NA
OA500;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;NA
OA501;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA502;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA503;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA504;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA505;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA506;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA507;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA508;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA509;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA510;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA511;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA512;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA513;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA514;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA515;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA516;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Toro;Za;G. Aguado;NA;Eryngium campestre
OA517;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA518;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA519;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA520;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA521;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA522;NA;Hylaeus;NA;sp;NA;NA;13;5;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA523;NA;Hylaeus;NA;sp;NA;NA;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Echium vulgare
OA524;NA;Hylaeus;NA;sp;NA;NA;15;7;2016;Hornillos de Eresma;Va;G. Aguado;NA;Eryngium campestre
OA525;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA526;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA527;NA;Hylaeus;NA;sp;NA;NA;24;8;2016;Hornillos de Eresma;Va;G. Aguado;NA;Eryngium campestre
OA528;NA;Hylaeus;NA;sp;NA;NA;14;9;2016;Olmedo;Va;G. Aguado;NA;Senecio vulgaris
OA529;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA530;NA;Hylaeus;NA;sp;NA;NA;11;4;2016;Hornillos de Eresma;Va;G. Aguado;NA;NA
OA531;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA532;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA533;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA534;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA535;NA;Hylaeus;NA;sp;NA;NA;12;4;2016;San Bernardo;Va;G. Aguado;NA;Biscutella auriculata
OA536;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Toro;Za;G. Aguado;NA;Echium vulgare
OA537;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA538;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eryngium campestre
OA539;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Achillea millefolium
OA540;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Achillea millefolium
OA541;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Malva sylvestris
OA542;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA543;NA;Hylaeus;NA;sp;NA;NA;12;4;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Crataegus monogyna
OA544;NA;Hylaeus;NA;sp;NA;NA;12;7;2016;Zamaduenas;Va;G. Aguado;NA;Chenopodium quinoa
OA545;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;Zamaduenas;Va;G. Aguado;NA;Echium vulgare
OA546;NA;Hylaeus;NA;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;NA;Echium vulgare
OA547;NA;Hylaeus;NA;sp;NA;NA;12;4;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Eruca  vesicaria
OA548;NA;Hylaeus;NA;sp;NA;NA;12;4;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Eruca  vesicaria
OA549;NA;Hylaeus;NA;sp;NA;NA;15;7;2016;Olmedo;Va;G. Aguado;NA;Malva sylvestris
OA550;NA;Hylaeus;NA;sp;NA;NA;12;4;2016;Vilalba de los Alcores;Va;G. Aguado;NA;Malva sylvestris
OA551;NA;Hylaeus;NA;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;NA;Eryngium campestre
OA552;NA;Hylaeus;NA;sp;NA;NA;13;9;2016;Zamaduenas;Va;G. Aguado;NA;Eryngium campestre
OA553;NA;Hylaeus;NA;sp;NA;NA;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;NA;Senecio vulgaris
OA554;NA;Coelioxys;NA;inermis;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA555;NA;Coelioxys;NA;inermis;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA556;NA;Coelioxys;NA;echinata;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Echium vulgare
OA557;NA;Coelioxys;NA;echinata;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Chenopodium quinoa
OA558;NA;Coelioxys;NA;echinata;NA;Macho;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Chenopodium quinoa
OA559;NA;Coelioxys;NA;echinata;NA;Macho;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA560;NA;Coelioxys;NA;echinata;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA561;NA;Coelioxys;NA;echinata;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA562;NA;Coelioxys;NA;echinata;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;L.O. A.M;Cirsium arvense
OA563;NA;Coelioxys;NA;echinata;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;Eryngium campestre
OA564;NA;Osmia;Helicosmia;aurulenta;NA;Macho;12;4;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;Eruca  vesicaria
OA565;NA;Osmia;Helicosmia;aurulenta;NA;Macho;13;5;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA566;NA;Osmia;Helicosmia;latreillei;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Crataegus monogyna
OA567;NA;Osmia;Helicosmia;latreillei;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Crataegus monogyna
OA568;NA;Osmia;Helicosmia;latreillei;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Crataegus monogyna
OA569;NA;Osmia;Helicosmia;latreillei;NA;Macho;12;4;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Echium vulgare
OA570;NA;Osmia;NA;caerulescens;NA;Macho;14;4;2016;Toro;Za;G. Aguado;L.O. A.M;Crataegus monogyna
OA571;NA;Osmia;NA;caerulescens;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;NA;Centaurea sp.
OA572;NA;Osmia;NA;caerulescens;NA;Macho;12;4;2016;San Bernardo;Va;G. Aguado;L.O. A.M;Rosmarinus officinalis
OA573;NA;Osmia;NA;caerulescens;NA;Macho;12;4;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Taraxacum officinalis
OA574;NA;Osmia;NA;caerulescens;NA;Hembra;12;4;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Eruca  vesicaria
OA575;NA;Osmia;NA;caerulescens;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;L.O. A.M;Echium vulgare
OA576;NA;Osmia;NA;caerulescens;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;L.O. A.M;Echium vulgare
OA577;NA;Osmia;NA;caerulescens;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;L.O. A.M;NA
OA578;NA;Osmia;Helicosmia;dimidiata;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;L.O. A.M;NA
OA579;NA;Osmia;Helicosmia;dimidiata;NA;Macho;11;6;2016;San Bernardo;Va;G. Aguado;L.O. A.M;NA
