id;FAMILIA;GeNERO;SUBGÃ‰NERO;ESPECIE;SUBESPECIE;SEXO;DÃA;MES;AÃ‘O;LOCALIDAD;PROVINCIA;COLECTOR;DETERMINADOR;en quÃ© planta
OA186;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Rubus sp
OA187;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA188;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Verbascum thapsus
OA189;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA190;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA191;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA192;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA193;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA194;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Verbascum thapsus
OA195;NA;Hylaeus;Dentigera;Brevicornis;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Rubus sp
OA196;NA;Hylaeus;Paraprosopis;clypearis;NA;Macho;11;4;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;NA
OA197;NA;Hylaeus;Paraprosopis;sp;NA;Hembra;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Cichorium Intybus
OA198;NA;Hylaeus;Paraprosopis;sp;NA;Hembra;11;6;2016;Toro;Za;G. Aguado;l.O. A.M;Echium vulgare
OA199;NA;Hylaeus;Paraprosopis;sp;NA;Hembra;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA200;NA;Hylaeus;Paraprosopis;sp;NA;Hembra;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA201;NA;Hylaeus;Paraprosopis;sp;NA;Macho;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Echium vulgare
OA202;NA;Hylaeus;Paraprosopis;sp;NA;Hembra;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA203;NA;Hylaeus;Paraprosopis;sinuatus;NA;Macho;13;9;2016;Toro;Za;G. Aguado;l.O. A.M;Senecio vulgaris
OA204;NA;Hylaeus;Paraprosopis;sinuatus;NA;Macho;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA205;NA;Hylaeus;Paraprosopis;sinuatus;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA206;NA;Hylaeus;Paraprosopis;sinuatus;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA207;NA;Hylaeus;Abrupta;cornutus;NA;NA;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;NA
OA208;NA;Hylaeus;Hylaeus;sp;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA209;NA;Hylaeus;Hylaeus;sp;NA;NA;12;4;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA210;NA;Hylaeus;Hylaeus;sp;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA211;NA;Hylaeus;Hylaeus;sp;NA;NA;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA212;NA;Hylaeus;Prosopis;signatus;berlandi;Macho;13;5;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA213;NA;Hylaeus;Lambdopsis;sp;NA;Hembra;27;3;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Eruca  vesicaria
OA214;NA;Hylaeus;dentigera;brevicornis;NA;Macho;13;5;2016;San Bernardo;Va;G. Aguado;l.O. A.M;NA
OA215;NA;Hylaeus;dentigera;brevicornis;NA;Hembra;13;5;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Crataegus monogyna
OA216;NA;Hylaeus;Prosopis;gibbus;NA;Macho;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA217;NA;Hylaeus;Prosopis;gibbus;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;l.O. A.M;Rubus sp
OA218;NA;Hylaeus;Spatulariella;hyalinatus;NA;Macho;12;4;2016;San Bernardo;Va;G. Aguado;l.O. A.M;NA
OA219;NA;Hylaeus;Spatulariella;hyalinatus;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA220;NA;Hylaeus;Spatulariella;hyalinatus;NA;Macho;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA221;NA;Hylaeus;Spatulariella;Hyalinatus;NA;Macho;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Rubus sp
OA222;NA;Hylaeus;Spatulariella;Hyalinatus;NA;NA;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA223;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA224;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA225;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA226;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA227;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA228;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA229;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA230;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA231;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA232;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA233;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA234;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA235;NA;Hylaeus;Spatulariella;hyalinatus;NA;Hembra;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA236;NA;Hylaeus;Dentigera;sp;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA237;NA;Hylaeus;Dentigera;sp;NA;Hembra;12;4;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA238;NA;Hylaeus;Dentigera;sp;NA;Macho;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Echium vulgare
OA239;NA;Hylaeus;Dentigera;sp;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA240;NA;Hylaeus;Dentigera;sp;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA241;NA;Hylaeus;Dentigera;sp;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Rubus sp
OA242;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA243;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA244;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA245;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA246;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA247;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA248;NA;Hylaeus;Dentigera;sp;NA;Macho;20;8;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA249;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA250;NA;Hylaeus;Dentigera;sp;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA251;NA;Hylaeus;Dentigera;sp;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA252;NA;Hylaeus;Dentigera;sp;NA;Macho;22;8;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA253;NA;Hylaeus;Dentigera;sp;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA254;NA;Hylaeus;Dentigera;sp;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA255;NA;Sphecodes;NA;pellucidus;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA256;NA;Sphecodes;NA;monilicornis;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Helianthus annuus
OA257;NA;Sphecodes;NA;monilicornis;NA;Hembra;13;5;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA258;NA;Sphecodes;NA;monilicornis;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA259;NA;Sphecodes;NA;sp;NA;NA;17;7;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Rubus sp/ Eryngium campestre
OA260;NA;Sphecodes;NA;sp;NA;NA;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA261;NA;Sphecodes;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA262;NA;Sphecodes;NA;sp;NA;NA;13;9;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA263;NA;Sphecodes;NA;sp;NA;NA;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA264;NA;Sphecodes;NA;sp;NA;NA;13;9;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA265;NA;Sphecodes;NA;sp;NA;NA;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA266;NA;Lasioglossum;Evylaeus;pauperatum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA267;NA;Lasioglossum;Evylaeus;pauperatum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Thapsia villosa
OA268;NA;Sphecodes;NA;gibbus;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA269;NA;Sphecodes;NA;gibbus;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA270;NA;Sphecodes;NA;gibbus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA271;NA;Sphecodes;NA;alternatus;NA;Macho;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA272;NA;Sphecodes;NA;alternatus;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Helianthus annuus
OA273;NA;Sphecodes;NA;alternatus;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Thapsia villosa
OA274;NA;Sphecodes;NA;alternatus;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA275;NA;Sphecodes;NA;alternatus;NA;Hembra;22;8;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Senecio vulgaris
OA276;NA;Sphecodes;NA;albilabris;NA;Hembra;22;8;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA277;NA;Sphecodes;NA;albilabris;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Chenopodium quinoa
OA278;NA;Lasioglossum;Evylaeus;politum;NA;Macho;13;5;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Anchusa azurea
OA279;NA;Lasioglossum;Evylaeus;politum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;NA
OA280;NA;Lasioglossum;Evylaeus;lucidulum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Echium vulgare
OA281;NA;Lasioglossum;Evylaeus;lucidulum;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA282;NA;Lasioglossum;Evylaeus;nigripes;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA283;NA;Lasioglossum;Evylaeus;nigripes;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA284;NA;Lasioglossum;Evylaeus;nigripes;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA285;NA;Lasioglossum;NA;minutissimum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA286;NA;Lasioglossum;NA;minutissimum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA287;NA;Lasioglossum;NA;minutissimum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA288;NA;Lasioglossum;NA;minutissimum;NA;Hembra;11;4;2016;Olmedo;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA289;NA;Lasioglossum;NA;minutissimum;NA;Hembra;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA290;NA;Lasioglossum;NA;minutissimum;NA;Hembra;14;4;2016;Toro;Za;G. Aguado;l.O. A.M;Taraxacum officinalis
OA291;NA;Lasioglossum;NA;minutissimum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Echium vulgare
OA292;NA;Lasioglossum;NA;minutissimum;NA;Hembra;12;4;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA293;NA;Halictus;NA;seladonius;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Verbascum thapsus
OA294;NA;Halictus;NA;seladonius;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA295;NA;Halictus;NA;seladonius;NA;Macho;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Echium vulgare
OA296;NA;Lasioglossum;Lasioglossum;leucozonium;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;NA
OA297;NA;Lasioglossum;lasioglossum;leucozonium;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA298;NA;Lasioglossum;lasioglossum;leucozonium;NA;Macho;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA299;NA;Lasioglossum;lasioglossum;leucozonium;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA300;NA;Lasioglossum;lasioglossum;leucozonium;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA301;NA;Lasioglossum;lasioglossum;leucozonium;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA302;NA;Lasioglossum;lasioglossum;leucozonium;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA303;NA;Lasioglossum;lasioglossum;leucozonium;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;NA
OA304;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;14;4;2016;Toro;Za;G. Aguado;l.O. A.M;NA
OA305;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;11;4;2016;Olmedo;Va;G. Aguado;l.O. A.M;NA
OA306;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;NA
OA307;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;NA
OA308;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;NA
OA309;NA;Lasioglossum;evylaeus;immunitum;NA;Hembra;14;4;2016;Toro;Za;G. Aguado;l.O. A.M;NA
OA310;NA;Lasioglossum;lasioglossum;bimaculatum;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA311;NA;Lasioglossum;lasioglossum;bimaculatum;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA312;NA;Halictus;NA;subauratus;NA;Hembra;12;4;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Crataegus monogyna
OA313;NA;Halictus;NA;subauratus;NA;Hembra;11;6;2016;San Bernardo;Va;G. Aguado;l.O. A.M;Silybum marianum
OA314;NA;Halictus;NA;subauratus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA315;NA;Halictus;NA;subauratus;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;l.O. A.M;Echium vulgare
OA316;NA;Halictus;NA;subauratus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA317;NA;Halictus;NA;subauratus;NA;Hembra;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Echium vulgare
OA318;NA;Halictus;NA;subauratus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA319;NA;Halictus;NA;smaragdulus;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA320;NA;Halictus;NA;smaragdulus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA321;NA;Halictus;NA;smaragdulus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA322;NA;Halictus;NA;smaragdulus;NA;Hembra;13;5;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Echium vulgare
OA323;NA;Halictus;NA;smaragdulus;NA;Hembra;14;5;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Eruca  vesicaria
OA324;NA;Halictus;NA;smaragdulus;NA;NA;14;5;2016;Olmedo;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA325;NA;Lasioglossum;evylaeus;interruptum;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA326;NA;Lasioglossum;evylaeus;interruptum;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA327;NA;Lasioglossum;evylaeus;interruptum;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA328;NA;Lasioglossum;evylaeus;interruptum;NA;Hembra;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Rubus sp
OA329;NA;Lasioglossum;evylaeus;interruptum;NA;Hembra;12;7;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA330;NA;Lasioglossum;evylaeus;malachurum;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA331;NA;Lasioglossum;evylaeus;malachurum;NA;Hembra;11;6;2016;Toro;Za;G. Aguado;l.O. A.M;Achillea millefolium
OA332;NA;Lasioglossum;evylaeus;malachurum;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA333;NA;Lasioglossum;evylaeus;malachurum;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA334;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA335;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Cichorium Intybus
OA336;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Cichorium Intybus
OA337;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;15;7;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA338;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA339;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA340;NA;Lasioglossum;evylaeus;malachurum;NA;Macho;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA341;NA;Halictus;Halictus;crenicornis;NA;Hembra;11;4;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Crataegus monogyna
OA342;NA;Halictus;Halictus;crenicornis;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA343;NA;Halictus;Halictus;patellatus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA344;NA;Halictus;Halictus;patellatus;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA345;NA;Halictus;Halictus;patellatus;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA346;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;13;5;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA347;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;13;5;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA348;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;12;4;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA349;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Echium vulgare
OA350;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA351;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;11;4;2016;Olmedo;Va;G. Aguado;l.O. A.M;Eruca  vesicaria
OA352;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA353;NA;Lasioglossum;Evylaeus;villosulum;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Taraxacum officinalis
OA354;NA;Lasioglossum;lasioglossum;perclavipes;NA;Hembra;12;7;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA355;NA;Lasioglossum;lasioglossum;perclavipes;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA356;NA;Lasioglossum;lasioglossum;perclavipes;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA357;NA;Lasioglossum;lasioglossum;perclavipes;NA;Hembra;15;7;2016;Olmedo;Va;G. Aguado;l.O. A.M;Rubus sp
OA358;NA;Lasioglossum;lasioglossum;prasinum;NA;Macho;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA359;NA;Lasioglossum;lasioglossum;prasinum;NA;Macho;15;7;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA360;NA;Lasioglossum;lasioglossum;prasinum;NA;Hembra;12;7;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Eryngium campestre
OA361;NA;Lasioglossum;lasioglossum;prasinum;NA;Hembra;15;7;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Rubus sp
OA362;NA;Halictus;halictus;maculatus;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Achillea millefolium
OA363;NA;Halictus;halictus;maculata;NA;Hembra;11;6;2016;Auditorio delibes jardines ;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA364;NA;Halictus;halictus;maculata;NA;Hembra;10;6;2016;Hornillos de Eresma;Va;G. Aguado;l.O. A.M;Cirsium arvense
OA365;NA;Halictus;halictus;maculata;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Echium vulgare
OA366;NA;Lasioglossum;evylaeus;smeathmanellum;NA;Hembra;14;5;2016;Olmedo;Va;G. Aguado;l.O. A.M;Papaver rhoeas
OA367;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;11;6;2016;Zamaduenas;Va;G. Aguado;l.O. A.M;Malva sylvestris
OA368;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;10;6;2016;Olmedo;Va;G. Aguado;l.O. A.M;Rubus sp
OA369;NA;Lasioglossum;lasioglossum;xanthopus;NA;Hembra;11;6;2016;Vilalba de los Alcores;Va;G. Aguado;l.O. A.M;Rubus sp
