"eventID","organismQuantity","organismQuantityType","occurrenceID.x","ScientificName","occurrenceID.y","scientificName","occurrenceRemarks","eventDate","decimalLatitude","decimalLongitude","geodeticDatum","country","countryCode","habitat","samplingProtocol","basisOfRecord","locality","verbatimLocality"
"LIFE4POLL10","na","na","LIFE4POLL10-p-1000007","Lotus dorycnium","LIFE4POLL10-a-1000007","Oedemera sp.","feeding","10/06/2021","44.465212","11.287143","WGS84","Italy","IT","hills","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","IT4050029","observation located in Natura 2000 site with code IT4050029"
"LIFE4POLL100","more than ten","individuals","LIFE4POLL100-p-1000087","Oxalis pes-caprae","LIFE4POLL100-a-1000087","Eristalinus aeneus","resting","07/03/2022","37.50416","15.052536","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1000","more than ten","individuals","LIFE4POLL1000-p-1000905","Galactites tomentosus","LIFE4POLL1000-a-1000905","Andrena sp.","feeding","20/05/2023","42.371695","-8.936208","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1002","na","na","LIFE4POLL1002-p-1000906","Asteraceae","LIFE4POLL1002-a-1000906","Andrena sp.","na","2023-05-21*","42.376385","-8.93257","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1003","more than ten","individuals","LIFE4POLL1003-p-1000907","Rosa sp.","LIFE4POLL1003-a-1000907","Coleoptera","feeding","20/05/2023","42.372543","-8.93476","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1004","more than ten","individuals","LIFE4POLL1004-p-1000908","Galactites tomentosus","LIFE4POLL1004-a-1000908","Tropinota sp.","mating","20/05/2023","42.3716","-8.934497","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1004","more than ten","individuals","LIFE4POLL1004-p-1000908","Galactites tomentosus","LIFE4POLL1004-a-1002101","Tropinota sp.","mating","20/05/2023","42.3716","-8.934497","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1004","more than ten","individuals","LIFE4POLL1004-p-1002101","Leucanthemum merinoi","LIFE4POLL1004-a-1000908","Tropinota sp.","mating","20/05/2023","42.3716","-8.934497","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1004","more than ten","individuals","LIFE4POLL1004-p-1002101","Leucanthemum merinoi","LIFE4POLL1004-a-1002101","Tropinota sp.","mating","20/05/2023","42.3716","-8.934497","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1005","more than ten","individuals","LIFE4POLL1005-p-1000909","Rubus sp.","LIFE4POLL1005-a-1000909","Oxythyrea funesta","feeding","20/05/2023","42.371636","-8.934299","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1006","more than ten","individuals","LIFE4POLL1006-p-1000910","Cytisus insularis","LIFE4POLL1006-a-1000910","Synema globosum","feeding","20/05/2023","42.378171","-8.93079","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1007","more than ten","individuals","LIFE4POLL1007-p-1000911","Leucanthemum merinoi","LIFE4POLL1007-a-1000911","Oxythyrea funesta","feeding","20/05/2023","42.378226","-8.930683","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1008","na","na","LIFE4POLL1008-p-1002102","Cistus salviifolius","LIFE4POLL1008-a-1000912","Mordellidae","feeding","20/05/2023","42.378773","-8.930683","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1008","more than ten","individuals","LIFE4POLL1008-p-1000912","Leucanthemum merinoi","LIFE4POLL1008-a-1002102","Oedemera flavipes","na","20/05/2023","42.378773","-8.930683","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1008","more than ten","individuals","LIFE4POLL1008-p-1000912","Leucanthemum merinoi","LIFE4POLL1008-a-1000912","Mordellidae","feeding","20/05/2023","42.378773","-8.930683","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1008","na","na","LIFE4POLL1008-p-1002102","Cistus salviifolius","LIFE4POLL1008-a-1002102","Oedemera flavipes","na","20/05/2023","42.378773","-8.930683","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1009","more than ten","individuals","LIFE4POLL1009-p-1000913","Leucanthemum merinoi","LIFE4POLL1009-a-1000913","Araneae","feeding","20/05/2023","42.379106","-8.930426","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL101","more than ten","individuals","LIFE4POLL101-p-1000088","Veronica sp.","LIFE4POLL101-a-1000088","Apis mellifera","na","10/03/2022","37.525137","15.086524","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1010","more than ten","individuals","LIFE4POLL1010-p-1000914","Helichrysum foetidum","LIFE4POLL1010-a-1000914","Formicidae ","feeding","20/05/2023","42.379391","-8.930233","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1011","more than ten","individuals","LIFE4POLL1011-p-1000915","Helichrysum foetidum","LIFE4POLL1011-a-1000915","Mordellidae","feeding","20/05/2023","42.379344","-8.930318","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1012","na","na","LIFE4POLL1012-p-1000916","Arctotheca calendula","LIFE4POLL1012-a-1000916","Psilothrix viridicoerulea","na","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1013","na","na","LIFE4POLL1013-p-1000917","Arctotheca calendula","LIFE4POLL1013-a-1000917","Tettigoniidae","na","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1014","na","na","LIFE4POLL1014-p-1000918","Malva sp.","LIFE4POLL1014-a-1000918","Lasioglossum sp.","na","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1015","na","na","LIFE4POLL1015-p-1000919","Malva sp.","LIFE4POLL1015-a-1000919","Chrysomelidae","na","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1016","na","na","LIFE4POLL1016-p-1000920","Asteraceae","LIFE4POLL1016-a-1000920","Sphaerophoria sp.","na","20/05/2023","42.368437","-8.935103","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1017","na","na","LIFE4POLL1017-p-1000921","Coleostephus myconis","LIFE4POLL1017-a-1000921","Hemiptera","na","20/05/2023","42.374398","-8.933258","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1018","na","na","LIFE4POLL1018-p-1000922","Tuberaria guttata","LIFE4POLL1018-a-1000922","Oedemera simplex","na","20/05/2023","42.374953","-8.933258","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1019","na","na","LIFE4POLL1019-p-1000923","Cistus sp.","LIFE4POLL1019-a-1000923","Cerceris sp.","na","20/05/2023","42.373383","-8.934803","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL102","more than ten","individuals","LIFE4POLL102-p-1000089","Fumaria sp.","LIFE4POLL102-a-1000089","Anthocharis cardamines","resting","11/03/2022","37.503734","15.052707","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1020","na","na","LIFE4POLL1020-p-1000924","Oenanthe crocata","LIFE4POLL1020-a-1000924","Muscidae","na","20/05/2023","42.374271","-8.937378","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1021","na","na","LIFE4POLL1021-p-1000925","Cistus sp.","LIFE4POLL1021-a-1000925","Tettigonia sp.","na","20/05/2023","42.374747","-8.93549","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1022","na","na","LIFE4POLL1022-p-1000926","Cistus sp.","LIFE4POLL1022-a-1000926","Oedemera sp.","na","20/05/2023","42.371481","-8.936691","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1023","na","na","LIFE4POLL1023-p-1000927","Galactites tomentosus","LIFE4POLL1023-a-1000927","Halictidae","na","20/05/2023","42.371481","-8.937206","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1025","na","na","LIFE4POLL1025-p-1000928","Oenanthe crocata","LIFE4POLL1025-a-1000928","Tachinidae","na","20/05/2023","42.369579","-8.938923","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1026","na","na","LIFE4POLL1026-p-1000929","Oenanthe crocata","LIFE4POLL1026-a-1000929","Tachinidae","na","20/05/2023","42.372115","-8.938065","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1027","na","na","LIFE4POLL1027-p-1000930","Oenanthe crocata","LIFE4POLL1027-a-1000930","Calliphoridae","na","20/05/2023","42.374128","-8.937614","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1028","na","na","LIFE4POLL1028-p-1000931","Cistus inflatus","LIFE4POLL1028-a-1000931","Lycaena alciphron","na","20/05/2023","42.372749","-8.937893","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL103","more than ten","individuals","LIFE4POLL103-p-1000090","Oxalis acetosella ","LIFE4POLL103-a-1000090","Anthocharis cardamines","feeding","11/03/2022","37.503683","15.052857","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1030","na","na","LIFE4POLL1030-p-1000932","Cistus inflatus","LIFE4POLL1030-a-1000932","Thomisidae","na","20/05/2023","42.373257","-8.937206","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1031","na","na","LIFE4POLL1031-p-1000933","Glandora prostrata","LIFE4POLL1031-a-1000933","Thymelicus acteon","na","20/05/2023","42.369959","-8.939438","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1032","na","na","LIFE4POLL1032-p-1000934","Cistus inflatus","LIFE4POLL1032-a-1000934","Oxythyrea funesta","na","20/05/2023","42.370593","-8.938923","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1034","na","na","LIFE4POLL1034-p-1000935","Silene latifolia","LIFE4POLL1034-a-1000935","Oedemera sp.","na","2023-05-21*","41.902695","-8.873616","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1035","na","na","LIFE4POLL1035-p-1000936","Cirsium filipendulum","LIFE4POLL1035-a-1000936","Papilio machaon","feeding","2023-05-21*","41.902502","-8.870675","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1036","na","na","LIFE4POLL1036-p-1000937","Thapsia villosa","LIFE4POLL1036-a-1000937","Oedemera sp.","na","2023-05-21*","41.902502","-8.870675","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1037","na","na","LIFE4POLL1037-p-1000938","Thapsia villosa","LIFE4POLL1037-a-1000938","Diptera","na","2023-05-21*","41.902502","-8.870675","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1038","na","na","LIFE4POLL1038-p-1000939","Cistus sp.","LIFE4POLL1038-a-1000939","Lasioglossum sp.","na","2023-05-21*","41.902502","-8.870675","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1039","na","na","LIFE4POLL1039-p-1000940","Asteraceae","LIFE4POLL1039-a-1000940","Lasioglossum sp.","na","2023-05-21*","41.902463","-8.870671","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL104","more than ten","individuals","LIFE4POLL104-p-1000091","Calendula officinalis","LIFE4POLL104-a-1000091","Eucera sp.","feeding","11/03/2022","37.504109","15.052729","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1040","na","na","LIFE4POLL1040-p-1000941","Cirsium filipendulum","LIFE4POLL1040-a-1000941","Bombus terrestris","na","2023-05-21*","41.902463","-8.870671","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1041","na","na","LIFE4POLL1041-p-1000942","Leucanthemum merinoi","LIFE4POLL1041-a-1000942","Lycaena alciphron","na","2023-05-21*","41.902463","-8.870671","WGS84","Spain","ES","urban, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1042","more than ten","individuals","LIFE4POLL1042-p-1000943","Cirsium filipendulum","LIFE4POLL1042-a-1000943","Oxythyrea sp.","feeding","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1043","more than ten","individuals","LIFE4POLL1043-p-1000944","Cytisus insularis","LIFE4POLL1043-a-1000944","Araneae","feeding","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1045","more than ten","individuals","LIFE4POLL1045-p-1000945","Cirsium filipendulum","LIFE4POLL1045-a-1000945","Halictus sp.","feeding","20/05/2023","42.38052","-8.93558","WGS84","Spain","ES","island","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1046","na","na","LIFE4POLL1046-p-1000946","Asteraceae","LIFE4POLL1046-a-1000946","Lycaena alciphron","na","2023-05-21*","42.365631","-8.93558","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1047","na","na","LIFE4POLL1047-p-1000947","Asteraceae","LIFE4POLL1047-a-1000947","Lycaena alciphron","na","2023-05-21*","42.365631","-8.93558","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1048","na","na","LIFE4POLL1048-p-1000948","Coleostephus myconis","LIFE4POLL1048-a-1000948","Synema globosum","na","2023-05-21*","42.365631","-8.93558","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL1049","na","na","LIFE4POLL1049-p-1000949","Coleostephus myconis","LIFE4POLL1049-a-1000949","Synema globosum","na","2023-05-21*","42.365631","-8.93558","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
"LIFE4POLL105","more than ten","individuals","LIFE4POLL105-p-1000092","Crepis sp.","LIFE4POLL105-a-1000092","Eucera sp.","feeding","11/03/2022","37.503666","15.052729","WGS84","Italy","IT","urban","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","OutsideNatura2000","observation located outside Natura 2000 sites"
"LIFE4POLL1050","na","na","LIFE4POLL1050-p-1000950","Asteraceae","LIFE4POLL1050-a-1000950","Andrena sp.","na","2023-05-21*","42.365631","-8.93558","WGS84","Spain","ES","island, seaside","visual observation|photograph|Barberis et al. (in press) ""Insect-flower interactions in the Mediterranean area: a Citizen Science dataset collated within the LIFE 4 Pollinators project"". https://doi.org/xxxxx","HumanObservation","ES0000254|ES1140004","observation located in Natura 2000 sites with codes ES0000254|ES1140004"
