Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries
Lasioglossum;NA;pauxillum;NA;Spain;Cuenca;Belinchón;40,07503238;-3,071328359;100 m;2013;6;5;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;pilipes;NA;Spain;Cuenca;Belinchón;40,07503238;-3,071328359;100 m;2013;6;20;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Allium sphaerocephalon;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Cuenca;Belinchón;40,07503238;-3,071328359;100 m;2013;6;20;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Lepidium subulatum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Nomioides;NA;minutissimus;NA;Spain;Cuenca;Belinchón;40,07503238;-3,071328359;100 m;2013;6;20;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Frankenia thymifolia;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;humilis;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;5;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Leontodon taraxacoides;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;rufa;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;5;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;5;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Cuprina vulgaris;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;5;30;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;5;30;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;6;3;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Leontodon taraxacoides;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;morio;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;6;25;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Allium sphaerocephalon;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Cerantina;NA;chalcites;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;6;25;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Allium sphaerocephalon;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,09433306;-3,122437402;100 m;2013;6;25;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Centaurea melitensis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;5;29;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;5;31;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum hirtum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;5;31;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;4;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;cinerea;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;12;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Melilotus sulcatus;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;limata;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Allium sphaerocephalon;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;cinerea;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Centaurea hyssopifolia;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;25;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Centaurea hyssopifolia;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Nomioides;NA;minutissimus;NA;Spain;Cuenca;Belinchón;40,05907182;-3,090857359;100 m;2013;6;25;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum squamatum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Eruca vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Lepidium subulatum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;humilis;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;5;31;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Crepis vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;5;31;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Launaea fragilis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;pilipes;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;11;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Eruca vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;11;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum hirtum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Nomioides;NA;minutissimus;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;11;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Eruca vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum squamatum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;rufa;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Phlomis lychnitis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Arenaria cavanillesiana;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Osmia;NA;lunata;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;21;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Salvia lavandulifolia;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;pilipes;NA;Spain;Madrid;Fuentidueña del Tajo;40,04709153;-3,074863018;100 m;2013;6;24;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Centaurea melitensis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;5;30;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Lithodora fruticosa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;humilis;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;5;31;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Crepis vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;5;31;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Crepis vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;morio;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;4;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Thapsia villosa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;pilipes;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;11;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Thapsia villosa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Amegilla;NA;quadrifasciata;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;24;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum hirtum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Cerantina;NA;chalcites;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;24;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Onopordum nervosum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;24;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Eruca vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Nomioides;NA;minutissimus;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;24;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Eruca vesicaria;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Osmia ;NA;notata;NA;Spain;Madrid;Fuentidueña del Tajo;40,04866586;-3,078405165;100 m;2013;6;24;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Centaurea melitensis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;5;23;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Onobrychis matritensis;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;5;23;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Leontodon taraxacoides;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;4;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Thapsia villosa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;rufa;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;4;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Sideritis hirsuta;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;4;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Thapsia villosa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Amegilla;NA;quadrifasciata;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;12;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Teucrium pseudochamaepitys;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Amegilla;NA;quadrifasciata;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;21;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Retama sphaerocarpa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Andrena;NA;humilis;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;21;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Retama sphaerocarpa;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,07677015;-3,107687208;100 m;2013;6;21;NA;NA;Marta Rodríguez;Concepción Ornosa;NA;NA;NA;NA;NA;Lepidium subulatum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Leontodon taraxacoides;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;codinai;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Eucera ;NA;rufa;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Bartsia trixago;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Euphorbia serrata;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Osmia;NA;lunata;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;23;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;29;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Helianthemum hirtum;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Lasioglossum;NA;pauxillum;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;5;29;NA;NA;Jesús López-Angulo;Concepción Ornosa;NA;NA;NA;NA;NA;Leontodon taraxacoides;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Amegilla;NA;quadrifasciata;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;6;4;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
Anthophora;NA;atroalba;NA;Spain;Madrid;Fuentidueña del Tajo;40,07198606;-3,107726583;100 m;2013;6;4;NA;NA;Ana Vázquez;Concepción Ornosa;NA;NA;NA;NA;NA;Echium sp.;NA;Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria;NA;NA
