Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries
Anthophora;NA;hispanica;NA;Spain;Huelva ;Hinojos;37,293;-6,427;100 m;2022;february;16;NA;NA;Daniel Pareja Bonilla;Daniel Pareja Bonilla;;1;NA;NA;NA;Cerinthe gymnandra;NA;Daniel Pareja Bonilla;NA;NA
Xylocopa;NA;cantabrita;NA;Spain;Huelva ;Hinojos;37,305;-6,445;100 m;2021;november;9;NA;NA;Daniel Pareja Bonilla;Daniel Pareja Bonilla;;1;NA;NA;NA;Salvia rosmarinus;NA;Daniel Pareja Bonilla;NA;NA
Ceratina;NA;cucurbitina;NA;Spain;Huelva ;Hinojos;37,297;-6,447;100 m;2022;february;11;NA;NA;Daniel Pareja Bonilla;Daniel Pareja Bonilla;;1;NA;NA;NA;Malcomia lacera;NA;Daniel Pareja Bonilla;NA;NA
Amegilla;NA;quadrifasciata;NA;Spain;Huelva ;Hinojos;37,299;-6,421;100 m;2020;september;30;NA;NA;Daniel Pareja Bonilla;Daniel Pareja Bonilla;1;;NA;NA;NA;Delphinium gracile;NA;Daniel Pareja Bonilla;NA;NA
Chalidocoma;NA;sicula;NA;Spain;Huelva ;Hinojos;37,288;-6,420;100 m;2022;february;23;NA;NA;Daniel Pareja Bonilla;Daniel Pareja Bonilla;;1;NA;NA;NA;Salvia rosmarinus;NA;Daniel Pareja Bonilla;NA;NA
