Genus,Subgenus,Species,Subspecies,Name,Country,Province,Locality,Municipality,Latitude,Longitude,Year,Month,Day,Date,Collector,Determiner,Sex
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,J. Cursach,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Borrás,J. Borrás,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Borrás,J. Borrás,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Borrás,J. Borrás,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Borrás,J. Borrás,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,C. Gómez-Martínez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Bombus,NA,terrestris,NA,Bombus terrestris,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,A. Lázaro,NA
Bombus,NA,terrestris,NA,Bombus terrestris,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,NA
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,J. Cursach,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,M. A. González-Estévez,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,3,26,26/3/18,A. Lázaro,M. A. González-Estévez,m
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,4,17,17/4/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,2,2/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,C. Gómez-Martínez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
Eucera,NA,oraniensis,NA,Eucera oraniensis,Spain,"Balears, Illes",Son Ginard,Campos,39.41623,3.07946,2018,5,22,22/5/18,M. A. González-Estévez,M. A. González-Estévez,f
