ID;Familia;Especie;Fecha;Localidad;Municipio;Provincia;País;Hábitat;Altitud;Hora;Sexo;Recolector;Identificador;Identificador 2;Identificador 3;Fila;Armario/estantería;Balda;Caja;latitud;longitud;Observaciones;Identificación inicial;Otra identificación posterior
BOS-HYM-N00001;Tenthredinidae;Athalia circularis circularis;1979-09-28;Trubia;Oviedo;Asturias;España;Huerta;;;;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00002;Tenthredinidae;Athalia circularis circularis;1979-10-28;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00003;Tenthredinidae;Athalia circularis circularis;1979-10-05;Llantrales;Grado;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00004;Tenthredinidae;Athalia circularis circularis;1979-10-05;Llantrales;Grado;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00005;Tenthredinidae;Athalia circularis circularis;1979-09-28;Trubia;Oviedo;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00006;Tenthredinidae;Athalia circularis circularis;1979-09-18;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00007;Tenthredinidae;Athalia circularis circularis;1976-08-18;Trubia;Oviedo;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00008;Tenthredinidae;Athalia circularis circularis;1980-09-02;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00009;Tenthredinidae;Athalia rufoscutellata;1981-09-15;Trubia;Oviedo;Asturias;España;Prado con frutales;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00010;Tenthredinidae;Selandria serva;_/05/1976;Pola de Siero;Siero;Asturias;España;;;;Hembra;Carmen S. Lavin;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00011;Tenthredinidae;Selandria padi;1976-07-28;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00012;Tenthredinidae;Selandria padi;1980-06-12;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00013;Tenthredinidae;Selandria morio;1980-06-18;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00014;Tenthredinidae;Selandria morio;1977-03-13;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00015;Tenthredinidae;Aneugmenus coronatus var. analis;1981-07-31;Trubia;Oviedo;Asturias;España;Prado con frutales;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00016;Tenthredinidae;Strombocerus delicatulus;1981-05-26;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00017;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00018;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00019;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00020;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00021;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00022;Tenthredinidae;Strombocerus delicatulus;1981-04-27;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00023;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00024;Tenthredinidae;Strombocerus delicatulus;1981-06-04;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00025;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00026;Tenthredinidae;Strombocerus delicatulus;1981-05-08;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00027;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00028;Tenthredinidae;Strombocerus delicatulus;1981-05-08;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00029;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00030;Tenthredinidae;Strombocerus delicatulus;1981-05-08;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00031;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00032;Tenthredinidae;Strombocerus delicatulus;1981-05-15;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00033;Tenthredinidae;Strombocerus delicatulus;1981-04-27;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00034;Tenthredinidae;Strombocerus delicatulus;1981-06-04;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00035;Tenthredinidae;Strombocerus delicatulus;1981-06-04;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00036;Tenthredinidae;Strombocerus delicatulus;1981-05-08;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00037;Tenthredinidae;Strombocerus delicatulus;1981-05-08;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00038;Tenthredinidae;Strombocerus delicatulus;1981-04-27;Trubia;Oviedo;Asturias;España;Bosque;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00039;Tenthredinidae;Strongylogaster lineata;1978-05-23;San Lázaro (Oviedo);Oviedo;Asturias;España;Prado;;;Hembra;C. Ocejo Otero;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00040;Tenthredinidae;Strongylogaster lineata;1977-04-14;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00041;Tenthredinidae;Strongylogaster lineata;1976-05-11;La Felguera;Langreo;Asturias;España;;;;Hembra;A. Laso;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00042;Tenthredinidae;Emphytus cinctus;1976-09-09;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00043;Tenthredinidae;Emphytus cinctus;1981-04-09;Feleches;;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00044;Tenthredinidae;Emphytus cinctus;1981-07-23;Llantrales;Grado;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00045;Tenthredinidae;Emphytus pallipes;1981-04-27;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00046;Tenthredinidae;Emphytus pallipes;1981-07-04;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00047;Tenthredinidae;Emphytus carpini;1977-03-13;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00048;Tenthredinidae;Emphytus carpini;1977-04-13;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00049;Tenthredinidae;Ametastegia equiseti;1981-10-10;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00050;Tenthredinidae;Ametastegia equiseti;1979-07-29;Belmonte;;;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00051;Tenthredinidae;Ametastegia equiseti;1980-05-02;Trubia;Oviedo;Asturias;España;Huerta;;;;P. Ciscar;P. Ciscar;;;1;3;;3.1;;;;;
BOS-HYM-N00052;Tenthredinidae;Dolerus etruscus;_/05/1978;Lugones;Siero;Asturias;España;;162 m;16 h;Hembra;P. R. Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00053;Tenthredinidae;;1979-06-07;Cangas de Onís;Cangas de Onís;Asturias;España;;;;;I. Comas;;;;1;3;;3.2;;;;;
BOS-HYM-N00054;Tenthredinidae;Dolerus etruscus;1979-10-12;Grado;Grado;Asturias;España;;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00055;Tenthredinidae;Dolerus etruscus;1980-07-03;Lugones;Siero;Asturias;España;;;;Hembra;F. J. Ocharan;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00056;Tenthredinidae;Dolerus madidus;1974-05-12;Corias;Pravia;Asturias;España;;;;Hembra;M. A. Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00057;Tenthredinidae;Dolerus puncticollis;1976-05-23;El Nocíu;;Asturias;España;;;;Macho;R. Anadón;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00058;Tenthredinidae;Dolerus puncticollis;1980-05-11;Vigaña de Arcello;Belmonte de Miranda;Asturias;España;;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00059;Tenthredinidae;Dolerus nitens;_/05/1978;Axeite;Pola de Lena;Asturias;España;;;;Hembra;R. Rodríguez Álvarez;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00060;Tenthredinidae;Dolerus nigratus;1976-06-06;Lago de Isoba;Puebla de Lillo;León;España;;;;Hembra;R. Anadón;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00061;Tenthredinidae;Loderus palmatus;1980-06-01;Feleches;;Asturias;España;Prado con frutales;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00062;Tenthredinidae;Athalia lugens;1979-09-30;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00063;Tenthredinidae;Athalia lugens;1979-09-30;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00064;Tenthredinidae;Athalia lugens;1979-09-30;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00065;Tenthredinidae;Athalia lugens lugens;1979-09-30;Grado;Grado;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00066;Tenthredinidae;Athalia glabricollis;1980-06-01;Feleches;;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00067;Tenthredinidae;Athalia glabricollis glabricollis;1981-05-24;Carbajal de la Legua;Sariegos;León;España;Ribera;;;Hembra;C. Colinas;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00068;Tenthredinidae;Athalia rosae rosae;1976-08-28;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00069;Tenthredinidae;Athalia rosae rosae;1979-09-28;Trubia;Oviedo;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00070;Tenthredinidae;Athalia rosae rosae;1979-09-30;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00071;Tenthredinidae;Athalia rosae rosae;1976-06-07;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00072;Tenthredinidae;Athalia rosae rosae;1978-05-05;La Laguna;Avilés;Asturias;España;;;;Hembra;M. José Valle;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00073;Tenthredinidae;Athalia rosae rosae;1981-05-28;Somió;Gijón;Asturias;España;;;;Macho;Luis Mero;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00074;Tenthredinidae;Athalia rosae rosae;1980-09-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00075;Tenthredinidae;Athalia liberta liberta;1979-09-30;Grado;Grado;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00076;Tenthredinidae;Athalia liberta liberta;1976-09-20;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00077;Tenthredinidae;Athalia liberta liberta;1976-08-18;Trubia;Oviedo;Asturias;España;Huerta;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00078;Tenthredinidae;Athalia liberta liberta;1979-08-06;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00079;Tenthredinidae;Athalia liberta;1980-05-24;Gijón;Gijón;Asturias;España;;;;Macho;Villalba;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00080;Tenthredinidae;Athalia cornubiae;1980-05-10;Santo Adriano (Tuñón);Santo Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00081;Tenthredinidae;Athalia cornubiae;1976-08-17;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00082;Tenthredinidae;Athalia cornubiae;1976-08-18;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00083;Tenthredinidae;Athalia cornubiae;1976-08-18;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00084;Tenthredinidae;Athalia cornubiae;1976-10-11;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00085;Tenthredinidae;Athalia cornubiae;1976-08-28;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00086;Tenthredinidae;Athalia cornubiae;1976-09-20;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00087;Tenthredinidae;Athalia cornubiae;1980-09-26;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00088;Tenthredinidae;Athalia cornubiae;1980-09-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00089;Tenthredinidae;Athalia cordata;1976-05-07;Grado;Grado;Asturias;España;;;;Macho;J. L. Velasco;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00090;Tenthredinidae;Athalia cordata;1978-05-15;Avilés;Avilés;Asturias;España;Prado;;;Macho;A. Reyero;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00091;Tenthredinidae;Athalia cordata;1977-04-13;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00092;Tenthredinidae;Athalia cordata;1976-09-09;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00093;Tenthredinidae;Athalia cordata;1977-03-26;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00094;Tenthredinidae;Athalia cordata;1977-03-26;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00095;Tenthredinidae;Athalia cordata;1976-04-27;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00096;Tenthredinidae;Athalia cordata;1977-03-12;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00097;Tenthredinidae;Athalia cordata;_/06/1979;;;Asturias;España;;;;Hembra;M. Lebrato;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00098;Tenthredinidae;Athalia cordata;1979-10-02;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00099;Tenthredinidae;Athalia cordata;1976-12-09;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00100;Tenthredinidae;Athalia cordata;1977-04-13;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00101;Tenthredinidae;Athalia cordata;1976-03-27;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00102;Tenthredinidae;Athalia cordata;1976-04-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00103;Tenthredinidae;Athalia cordata;1981-03-29;Celorio;Llanes;Asturias;España;;;;Hembra;Milagros Garzo;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00104;Tenthredinidae;Athalia cordata;1981-10-15;Alcubiellas;Grado;Asturias;España;Huerta;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00105;Tenthredinidae;Athalia cordata;1976-09-30;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00106;Tenthredinidae;Athalia cordata;1976-09-30;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00107;Tenthredinidae;Athalia cordata;1977-03-26;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00108;Tenthredinidae;Athalia cordata;1976-09-30;Trubia;Oviedo;Asturias;España;Matorral;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00109;Tenthredinidae;Athalia cordata;1976-05-06;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00110;Tenthredinidae;Athalia lugens;1979-10-19;Grado;Grado;Asturias;España;Prado;;;;P. Ciscar;P. Ciscar;;;1;3;;3.2;;;;;
BOS-HYM-N00111;Tenthredinidae;Tomostethus punctatus;1980-05-11;Viagaña de Arcello;Belmonte de Miranda;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00112;Tenthredinidae;Tomostethus fuliginosus;1980-09-02;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;Atomostethus fuliginosus;
BOS-HYM-N00113;Tenthredinidae;Tomostethus fuliginosus;1979-07-28;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00114;Tenthredinidae;Tomostethus ephippium;1980-05-10;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00115;Tenthredinidae;Tomostethus ephippium;1980-05-10;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00116;Tenthredinidae;Tomostethus ephippium;1980-05-10;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00117;Tenthredinidae;Tomostethus ephippium;1980-05-21;Trubia;Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00118;Tenthredinidae;Tomostethus ephippium;1980-06-12;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00119;Tenthredinidae;Tomostethus ephippium;1975-08-03;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00120;Tenthredinidae;Tomostethus ephippium;1980-05-21;Trubia;Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00121;Tenthredinidae;Eutomastethus epphippium;1981-06-09;Trubia;Oviedo;Asturias;España;Jardín, en hoja de hortensia;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00122;Tenthredinidae;Tomostethus ephippium;1980-05-10;Tuñón;Sto Adriano;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00123;Tenthredinidae;Tomostethus ephippium;1980-06-01;Lampaya (Naranco);Oviedo;Asturias;España;Jardín;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Panzes;;
BOS-HYM-N00124;Tenthredinidae;Monophadnoides ruficruris;1980-03-24;Trubia;Oviedo;Asturias;España;Prado;;;Macho;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00125;Tenthredinidae;Monophadnoides ruficruris;1980-05-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00126;Tenthredinidae;Monophadnoides ruficruris;1981-04-06;Trubia;Oviedo;Asturias;España;Prado con frutales;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00127;Tenthredinidae;Monophadnoides pallescens;1980-06-08;Villafría;Pravia;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00128;Tenthredinidae;Monophadnoides pallescens;1980-05-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00129;Tenthredinidae;Monophadnoides pallescens;1981-03-30;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00130;Tenthredinidae;Monophadnus monticola;1981-03-23;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00131;Tenthredinidae;Blennocampa affinis;1980-06-01;Lampaya (Naranco);Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;Fallén;;
BOS-HYM-N00132;Tenthredinidae;Fenella nigrita;1980-05-21;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00133;Tenthredinidae;Caliroa limacina;1981-05-07;Trubia;Oviedo;Asturias;España;Matorral;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00134;Tenthredinidae;Phyllotoma vagans;1976-08-18;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00135;Tenthredinidae;Hoplocampa minuta;1980-09-26;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00136;Tenthredinidae;Fenella nigrita;1980-03-24;Trubia;Oviedo;Asturias;España;Huerta;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00137;Tenthredinidae;Hoplocampa minuta;1976-08-28;Trubia;Oviedo;Asturias;España;Bosque;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.3;;;;;
BOS-HYM-N00138;Tenthredinidae;Cladius pectinicornis;1981-05-10;Tineo;Tineo;Asturias;España;Sobre planta;;;Hembra;E. Paredes;P. Ciscar;;;1;3;;3.4;;;;;
BOS-HYM-N00139;Tenthredinidae;Cladius pectinicornis;1976-09-20;Trubia;Oviedo;Asturias;España;Prado;;;Hembra;P. Ciscar;P. Ciscar;;;1;3;;3.4;;;;;
