Genus;Subgenus;Species;Subspecies;Country;Province;Locality;Latitude;Longitude;Coordinate.precision;Year;Month;Day;Start.date;End.date;Collector;Determined.by;Female;Male;Worker;Not.specified;Reference.doi;Flowers.visited;Local_ID;Authors.to.give.credit;Any.other.additional.data;Notes.and.queries
Andrena;Andrena;fucata;;Spain;Lugo;Folgoso do Courel;42.614264;-7.095675;1280;2023;6;14;;;DBT,YJR;ANC, PAF;6;0;0;;https://doi.org/10.70186/baeeNRAG6995;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Andrena;fulva;;Spain;A Coruña;Paderne;43.293034;-8.17196;167;2023;3;30;;;MSG;MGF;1;0;0;;https://doi.org/10.70186/baeeNRAG6996;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;cinerea;;Spain;Ourense;Enciña da Lastra (Rubiá);42.46636;-6.830709;717;2024;4;15;;;MDB, SBP;PAF;0;1;0;;https://doi.org/10.70186/baeeNRAG6997;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;cinerea;;Spain;Ourense;Enciña da Lastra (Rubiá);42.46636;-6.830709;717;2024;5;8;;;MDB, CFA;PAF;0;1;0;;https://doi.org/10.70186/baeeNRAG6998;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;cinerea;;Spain;Ourense;Enciña da Lastra (Rubiá);42.46636;-6.830709;717;2024;6;1;;;LPN, MDB;GCT, PAF;1;0;0;;https://doi.org/10.70186/baeeNRAG6999;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;humilis;;Spain;A Coruña;Paderne;43.293034;-8.17196;167;2023;3;30;;;MSG;ANC;1;0;0;;https://doi.org/10.70186/baeeNRAG7000;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;humilis;;Spain;A Coruña;Paderne;43.293034;-8.17196;167;2023;6;20;;;YRL, MSG;MGF, AAG, IJF;2;0;0;;https://doi.org/10.70186/baeeNRAG6995;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;humilis;;Spain;A Coruña;Paderne;43.293034;-8.17196;167;2024;4;28;;;YRL, LTB;AAG;0;1;0;;https://doi.org/10.70186/baeeNRAG6995;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;humilis;;Spain;A Coruña;Paderne;43.293034;-8.17196;167;2024;6;28;;;GMC, SBP;AAG;0;1;0;;https://doi.org/10.70186/baeeNRAG6996;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;livens;;Spain;A Coruña;Embalse de Abegondo-Cecebre;43.270219;-8.275169;47;2023;4;4;;;MCV, EPT, SRP;MGF, PAF;1;0;0;;https://doi.org/10.70186/baeeNRAG6997;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
Andrena;Chlorandrena;rhenana;;Spain;Ourense;Enciña da Lastra (Rubiá);42.46636;-6.830709;717;2024;4;15;;;MDB, SBP;AAG;1;0;0;;https://doi.org/10.70186/baeeNRAG6998;;UCME;"Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ";"2023, pantraps; 2024, transects";
