Genus,Subgenus,Species,Subspecies,name,Country,Province,Locality,Locality,Latitude,Longitude,Year,Month,Day,Date,Collector,Determiner,Sex
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Baco,Campos,3.938.035,304.068,2018,5,17,17/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,4,10,10/4/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Forteza,Artà,3.970.549,331.425,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,m
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,5,17,17/5/18,NA,M. A. González-Estévez,NA
Andrena,NA,sardoa,NA,Andrena sardoa,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",Sa Coma,Es Capdellà,3.958.026,246.473,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",Sa Ritxola,Sineu,3.965.353,299.953,2018,6,4,4/6/18,NA,M. A. González-Estévez,f
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",Sa Ritxola,Sineu,3.965.353,299.953,2018,6,4,4/6/18,NA,M. A. González-Estévez,f
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",S'Heretat,Capdepera,3.968.254,342.145,2018,6,4,4/6/18,NA,M. A. González-Estévez,f
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",S'Heretat,Capdepera,3.968.254,342.145,2018,6,4,4/6/18,NA,M. A. González-Estévez,NA
Andrena,NA,trimmerana,NA,Andrena trimmerana,Spain,"Balears, Illes",UIB,Palma,3.964.296,264.094,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,6,4,4/6/18,NA,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,6,4,4/6/18,NA,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Andrena,NA,verticalis,NA,Andrena verticalis,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,6,6,6/6/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Can Refila,Petra,3.967.598,318.368,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Can Refila,Petra,3.967.598,318.368,2018,4,10,10/4/18,NA,M. A. González-Estévez,m
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Can Refila,Petra,3.967.598,318.368,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Ses Costes,Muro,3.975.011,305.956,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Son Baco,Campos,3.938.035,304.068,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,balearica,NA,Anthophora balearica,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,m
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Es Cabanells,Petra,3.968.937,323.535,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Baco,Campos,3.938.035,304.068,2018,3,26,26/3/18,NA,M. A. González-Estévez,m
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,3,27,27/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,3,27,27/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Mut Nou,Llucmajor,3.946.187,282.565,2018,3,27,27/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,canescens,NA,Anthophora canescens,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Camí de Son Dameto,Esporles,3.967.318,257.537,2018,4,9,9/4/18,NA,M. A. González-Estévez,m
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Camí de Son Dameto,Esporles,3.967.318,257.537,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Carrer Betlem,Cala Pi,393.941,284.722,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Sa Coma,Es Capdellà,3.958.026,246.473,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Sa Coma,Es Capdellà,3.958.026,246.473,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",S'Heretat,Capdepera,3.968.254,342.145,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",S'Heretat,Capdepera,3.968.254,342.145,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",S'Heretat,Capdepera,3.968.254,342.145,2018,5,16,16/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Baco,Campos,3.938.035,304.068,2018,3,26,26/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Baco,Campos,3.938.035,304.068,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,NA
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,m
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,m
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Ginard,Campos,3.941.623,307.946,2018,3,26,26/3/18,NA,M. A. González-Estévez,m
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,3,27,27/3/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",Son Sali,Campos,3.943.795,297.731,2018,5,17,17/5/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",UIB,Palma,3.964.296,264.094,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,plumipes,NA,Anthophora plumipes,Spain,"Balears, Illes",UIB,Palma,3.964.296,264.094,2018,4,9,9/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,subterranea,NA,Anthophora subterranea,Spain,"Balears, Illes",Can Refila,Petra,3.967.598,318.368,2018,4,10,10/4/18,NA,M. A. González-Estévez,f
Anthophora,NA,subterranea,NA,Anthophora subterranea,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Anthophora,NA,subterranea,NA,Anthophora subterranea,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Anthophora,NA,subterranea,NA,Anthophora subterranea,Spain,"Balears, Illes",Son Doblons,Santa Margalida,3.969.357,319.826,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,4,10,10/4/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,5,16,16/5/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,6,4,4/6/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Aloe Vera Farm,Santa Margalida,3.972.164,317.062,2018,11,7,7/11/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Camí de Son Dameto,Esporles,3.967.318,257.537,2018,4,9,9/4/18,NA,M. A. González-Estévez,NA
Apis,NA,mellifera,NA,Apis mellifera,Spain,"Balears, Illes",Camí de Son Dameto,Esporles,3.967.318,257.537,2018,4,9,9/4/18,NA,M. A. González-Estévez,NA
