"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Bombus ","Bombus","terrestris",NA,"Spain","Guadalajara","Guadalajara",NA,NA,NA,1983,"05","10",NA,NA,"Antonio Rodríguez","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_1"
"Bombus ","Bombus","terrestris",NA,"Spain","Cuenca","Villares del Saz",NA,NA,NA,1986,"06","25",NA,NA,"Isaac Vega","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_2"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Cerceda",NA,NA,NA,1986,"05","20",NA,NA,"J.A. Díaz","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_3"
"Bombus ","Bombus","terrestris",NA,"Spain","Segovia","El Espinar",NA,NA,NA,1986,"05","22",NA,NA,"J. Sandoz","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_4"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Algete",NA,NA,NA,1986,"06","21",NA,NA,"A. Pérez","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_5"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1983,"09","04",NA,NA,"Manuel Galdón","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_6"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1982,"07","13",NA,NA,"B. Delgado","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_7"
"Bombus ","Bombus","terrestris",NA,"Spain","León","Saelices del Río",NA,NA,NA,1977,"08","01",NA,NA,"V. Santos Vega","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_8"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Ciudad Universitaria",NA,NA,NA,1986,"04","01",NA,NA,"E. Manzanera","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_9"
"Bombus ","Bombus","terrestris",NA,"Spain","Pontevedra","Salnes",NA,NA,NA,1986,"04","01",NA,NA,"J. Alonso","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_10"
"Bombus ","Bombus","terrestris",NA,"Spain","Asturias","Llanes",NA,NA,NA,1986,"04","01",NA,NA,"M.A. Valladares","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_11"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Barajas",NA,NA,NA,1986,"06","01",NA,NA,"Soledad Fernández","C. Ornosa","1",NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_12"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1985,"09","15",NA,NA,"J.M. Vera","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_13"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Barrio de Moratalaz",NA,NA,NA,1981,"05","10",NA,NA,"Paloma Fraguio","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_14"
"Bombus ","Bombus","terrestris",NA,"Spain","Barcelona","Barcelona",NA,NA,NA,1985,"08","01",NA,NA,"J. Herrero","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_15"
"Bombus ","Bombus","terrestris",NA,"Spain","Jaén","Cazorla",NA,NA,NA,1986,"05","01",NA,NA,"S. Lorente","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_16"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Valdemorillo",NA,NA,NA,1980,"05","13",NA,NA,NA,"C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_17"
"Bombus ","Bombus","terrestris",NA,"Spain","Málaga","Marbella",NA,NA,NA,1986,"04","26",NA,NA,"M. Escobar","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_18"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","El Escorial",NA,NA,NA,1981,"06","10",NA,NA,"M. Garijo","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_19"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1978,"08","02",NA,NA,"M.A. Jardio","C. Ornosa","0","1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_20"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Casa de Campo",NA,NA,NA,1981,"05","14",NA,NA,"Rosa Feijoo","C. Ornosa","0","1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_21"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1980,"04","01",NA,NA,"Gonzalo García Pérez","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_22"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Parque del Oeste",NA,NA,NA,1980,"06","15",NA,NA,"R. Gil","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_23"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Casa de Campo",NA,NA,NA,1981,"08","01",NA,NA,"Mª Ángeles Bermejo","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_24"
"Bombus ","Bombus","terrestris",NA,"Spain","Ávila","Peguerinos",NA,NA,NA,1980,"04","09",NA,NA,"Julio César","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_25"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1983,"05","13",NA,NA,"L.J. Escorda","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_26"
"Bombus ","Bombus","terrestris",NA,"Spain","Madrid","Madrid",NA,NA,NA,1981,"05","01",NA,NA,"J. Quiroga","C. Ornosa","0",NA,1,NA,NA,NA,NA,"C. Ornosa",NA,NA,"10_Ornosa_etal_27"
