"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Avila","Becedas",40.40396,-5.66322,"30TTK7476",1977,8,6,NA,NA,"C. Ornosa y S.F. Gayubo",NA,0,2,0,0,NA,NA,NA,NA,"Altitud:1090m",NA,"73_Ornosa1"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Avila","Losar",40.38861,-5.54482,"30TTK8474",1977,9,27,NA,NA,"C. Ornosa y S.F. Gayubo",NA,0,1,0,0,NA,NA,NA,NA,"Altitud:1000m",NA,"73_Ornosa2"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Avila","Neila de San Miguel",40.41323,-5.6518,"30TTK7577",1977,8,6,NA,NA,"C. Ornosa y S.F. Gayubo",NA,1,0,0,0,NA,NA,NA,NA,"Altitud:1150m",NA,"73_Ornosa3"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Avila","San Bartolomé de Béjar",40.40396,-5.66322,"30TTK7476",1977,8,6,NA,NA,"C. Ornosa y S.F. Gayubo",NA,1,1,0,0,NA,NA,NA,NA,"Altitud:1150m",NA,"73_Ornosa4"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Caceres","Baños de Montemayor (a)",40.31819,-5.8599,"30TTK5767",1978,3,25,NA,NA,"C. Ornosa y S.F. Gayubo",NA,0,0,1,0,NA,NA,NA,NA,"Altitud:706m",NA,"73_Ornosa5"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Salamanca","Béjar",40.40147,-5.76916,"30TTK6576",1974,8,9,NA,NA,"A.Verdejo",NA,0,1,0,0,NA,NA,NA,NA,"Altitud:950m",NA,"73_Ornosa6"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Salamanca","Béjar",40.40147,-5.76916,"30TTK6576",1977,7,15,NA,NA,"C. Ornosa y S.F. Gayubo",NA,1,1,0,0,NA,NA,NA,NA,"Altitud:950m",NA,"73_Ornosa7"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Salamanca","Béjar",40.40147,-5.76916,"30TTK6576",1977,7,23,NA,NA,"C. Ornosa y S.F. Gayubo",NA,0,1,0,0,NA,NA,NA,NA,"Altitud:950m",NA,"73_Ornosa8"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Salamanca","Béjar",40.40147,-5.76916,"30TTK6576",1977,7,25,NA,NA,"C. Ornosa y S.F. Gayubo",NA,1,0,0,0,NA,NA,NA,NA,"Altitud:950m",NA,"73_Ornosa9"
"Bombus ","Bombus","terretris","ferrugineus","Spain","Salamanca","Béjar",40.40147,-5.76916,"30TTK6576",1977,8,8,NA,NA,"C. Ornosa y S.F. Gayubo",NA,2,0,0,0,NA,NA,NA,NA,"Altitud:950m",NA,"73_Ornosa10"
