"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1950758542377,-6.24884911508304,NA,2010,5,19,NA,NA,NA,"G. González Bornay",NA,NA,NA,1,NA,NA,NA,"Bornay","Ed01b_Bd1_001","Dehesa","68_Bornay1"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1950758542377,-6.24884911508304,NA,2010,6,2,NA,NA,NA,"G. González Bornay",NA,NA,NA,6,NA,NA,NA,"Bornay","Ed01b_Bd2_002","Dehesa","68_Bornay2"
"Panurgus",NA,"calcaratus",NA,"Spain","Cáceres","Dehesa",40.1950758542377,-6.24884911508304,NA,2010,6,17,NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,3,NA,NA,NA,"Bornay","Ed01b_Bd3_003","Dehesa","68_Bornay3"
"Panurgus",NA,"perezi",NA,"Spain","Cáceres","Dehesa",40.1950758542377,-6.24884911508304,NA,2010,6,17,NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,2,NA,NA,NA,"Bornay","Ed01b_Bd3_003","Dehesa","68_Bornay4"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1870492662431,-6.24640620404262,NA,2010,5,19,NA,NA,NA,"G. González Bornay",NA,NA,NA,2,NA,NA,NA,"Bornay","Ed01e_Bd1_004","Dehesa","68_Bornay5"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1870492662431,-6.24640620404262,NA,2010,6,2,NA,NA,NA,"G. González Bornay",NA,NA,NA,4,NA,NA,NA,"Bornay","Ed01e_Bd2_005","Dehesa","68_Bornay6"
"Dioxys",NA,"cincta",NA,"Spain","Cáceres","Dehesa",40.1870492662431,-6.24640620404262,NA,2010,6,2,NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,1,NA,NA,NA,"Bornay","Ed01e_Bd2_005","Dehesa","68_Bornay7"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1870492662431,-6.24640620404262,NA,2010,6,17,NA,NA,NA,"G. González Bornay",NA,NA,NA,5,NA,NA,NA,"Bornay","Ed01e_Bd3_006","Dehesa","68_Bornay8"
"Panurgus",NA,"calcaratus",NA,"Spain","Cáceres","Dehesa",40.1870492662431,-6.24640620404262,NA,2010,6,17,NA,NA,NA,"F. Javier Ortiz Sánchez",NA,NA,NA,1,NA,NA,NA,"Bornay","Ed01e_Bd3_006","Dehesa","68_Bornay9"
"Apis",NA,"mellifera",NA,"Spain","Cáceres","Dehesa",40.1914529527665,-6.25691470377156,NA,2010,5,19,NA,NA,NA,"G. González Bornay",NA,NA,NA,2,NA,NA,NA,"Bornay","Ed01f_Bd1_007","Dehesa","68_Bornay10"
