"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Bombus",NA,"terrestris",NA,"España","Asturias","S. Pedro (Soto de Luiña)",NA,NA,NA,"1979",5,27,NA,NA,"ManA�n Funes","Manón Funes",NA,NA,NA,1,NA,NA,"BOS-HYM-N01559","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","El Cristo (Oviedo)",NA,NA,NA,"1989",4,14,NA,NA,"A. M. Navarro Incio","A. M. Navarro Incio",NA,NA,NA,1,NA,NA,"BOS-HYM-N01560","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Rodiles",NA,NA,NA,"1984",4,NA,NA,NA,"Dolores Silva","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01561","Oviedo Museum","Prado",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Villar (Luarca)",NA,NA,NA,"1990",10,22,NA,NA,"A. M. Glez Lozano","A. M. Glez Lozano",NA,NA,NA,1,NA,NA,"BOS-HYM-N01562","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Luanco",NA,NA,NA,"1987",5,9,NA,NA,"M. Zavala","M. Zavala",NA,NA,NA,1,NA,NA,"BOS-HYM-N01563","Oviedo Museum","",""
"Bombus",NA,"ruderans",NA,"España","Madrid","Madrid",NA,NA,NA,"1988",7,14,NA,NA,"Antonio GA�mez Fdez","Antonio Gómez Fdez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01564","Oviedo Museum","Jardines",""
"Bombus",NA,"terrestris",NA,"España","Asturias/León","Oviedo/Ponferrada",NA,NA,NA,"1989",5,NA,NA,NA,"Idoia Villate/Claudia MartA-nez","Idoia Villate",NA,NA,NA,1,NA,NA,"BOS-HYM-N01565","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","S. Timoteo (Luarca)",NA,NA,NA,"1988",10,26,NA,NA,"T. Montoto","T. Montoto",NA,NA,NA,1,NA,NA,"BOS-HYM-N01566","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Cantabria","Cabo Mayor",NA,NA,NA,"1987",5,1,NA,NA,"Francisco Iglesias","Francisco Iglesias",NA,NA,NA,1,NA,NA,"BOS-HYM-N01567","Oviedo Museum","Pradera",""
"Bombus",NA,"terrestris",NA,"España","León","Ponferrada",NA,NA,NA,"1989",5,7,NA,NA,"Claudia MartA-nez","Claudia Martínez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01568","Oviedo Museum","",""
"Bombus",NA,"lucorum",NA,"España","Asturias","Naranco (Oviedo)",NA,NA,NA,"1988",6,7,NA,NA,"Gemma G. P.","Gemma G. P.",NA,NA,NA,1,NA,NA,"BOS-HYM-N01569","Oviedo Museum","Matorral",""
"Bombus",NA,"sp.",NA,"España","Asturias","Rodiles",NA,NA,NA,"1983",7,NA,NA,NA,"Paloma Silva","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01570","Oviedo Museum","Prado",""
"Bombus",NA,"sp.",NA,"España","Asturias","Pravia",NA,NA,NA,"1989",10,11,NA,NA,"L. Valle","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01571","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Turón",NA,NA,NA,"1982",5,9,NA,NA,"A�ngeles GarcA-a CosA-o","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01572","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Muros de Nalón",NA,NA,NA,"1989",5,25,NA,NA,"Fdo A�lvarez","Fdo Álvarez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01573","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","","Ambas",NA,NA,NA,"1989",4,22,NA,NA,"E. Eguilegor","E. Eguilegor",NA,NA,NA,1,NA,NA,"BOS-HYM-N01574","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Guipúzcoa","Zumaia",NA,NA,NA,"1989",1,NA,NA,NA,"J. M. Lasa","J. M. Lasa",NA,NA,NA,1,NA,NA,"BOS-HYM-N01575","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Oviedo",NA,NA,NA,"1989",4,22,NA,NA,"T. Sobrino","T. Sobrino",NA,NA,NA,1,NA,NA,"BOS-HYM-N01576","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Sueve",NA,NA,NA,"1975",7,NA,NA,NA,"C. Nores","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01577","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Las Caldas",NA,NA,NA,"1978",5,11,NA,NA,"Luis G.","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01578","Oviedo Museum","Prado",""
"Bombus",NA,"lucorum",NA,"España","Asturias","Pantano de Trasona",NA,NA,NA,"1987",5,30,NA,NA,"Carlos J. Francisco","Carlos J. Francisco",NA,NA,NA,1,NA,NA,"BOS-HYM-N01579","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Ribadesella",NA,NA,NA,"1979",5,25,NA,NA,"J. Berenguer","J. Berenguer",NA,NA,NA,1,NA,NA,"BOS-HYM-N01580","Oviedo Museum","En casa",""
"Bombus",NA,"sp.",NA,"España","Asturias","Arroes",NA,NA,NA,"1987",6,5,NA,NA,"Fco J. PA(C)rez B.","Fco J. Pérez B.",NA,NA,NA,1,NA,NA,"BOS-HYM-N01581","Oviedo Museum","Ribera",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Rodiles",NA,NA,NA,"1985",12,25,NA,NA,"Esther Orviz Glez","Esther Orviz Glez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01582","Oviedo Museum","Sobre hierba",""
"Bombus",NA,"sp.",NA,"España","Cantabria","Toporias",NA,NA,NA,"1986",10,3,NA,NA,"B. PA(C)rez Grrez","B. Pérez Grrez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01583","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Peón",NA,NA,NA,"1988",10,30,NA,NA,"E. C. JimA(C)nez","E. C. Jiménez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01584","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Cantabria","Suances",NA,NA,NA,"1987",5,29,NA,NA,"MA� JosA(C) S. Cacho","Mª José S. Cacho",NA,NA,NA,1,NA,NA,"BOS-HYM-N01585","Oviedo Museum","",""
"Bombus",NA,"lucorum",NA,"España","Cantabria","Santander",NA,NA,NA,"1987",10,23,NA,NA,"Severiano Pradillas","Olivia Pradillas",NA,NA,NA,1,NA,NA,"BOS-HYM-N01586","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Cantabria","Escalante",NA,NA,NA,"1983",7,7,NA,NA,"David Mata de la Sierra","David Mata de la Sierra",NA,NA,NA,1,NA,NA,"BOS-HYM-N01587","Oviedo Museum","En flores, huerta",""
"Bombus",NA,"sp.",NA,"España","Asturias","Rondera (Sama)",NA,NA,NA,"1978",5,25,NA,NA,"Cuesta Fdez B.","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01588","Oviedo Museum","Flor",""
"Bombus",NA,"terrestris",NA,"España","León","Boñar",NA,NA,NA,"1986",7,2,NA,NA,"M. ArbesA�","M. Arbesú",NA,NA,NA,1,NA,NA,"BOS-HYM-N01589","Oviedo Museum","Monte",""
"Bombus",NA,"lucorum",NA,"España","Asturias","Castañeda",NA,NA,NA,"1987",5,24,NA,NA,"M. J. Villaverde","M. J. Villaverde",NA,NA,NA,1,NA,NA,"BOS-HYM-N01590","Oviedo Museum","Monte bajo",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Oviedo",NA,NA,NA,"1987",3,8,NA,NA,"Flor RodrA-guez","Flor Rodríguez Fdez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01591","Oviedo Museum","Pradera",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Poo de Llanes",NA,NA,NA,"1988",5,3,NA,NA,"Ana MA� Glez AntuA+/-a","Ana Mª Glez Antuña",NA,NA,NA,1,NA,NA,"BOS-HYM-N01592","Oviedo Museum","",""
"Bombus",NA,"hortorum",NA,"España","Asturias","Oviedo",NA,NA,NA,"1987",5,27,NA,NA,"J. Antonio Ferreiro RA-os","J. Antonio Ferreiro Ríos",NA,NA,NA,1,NA,NA,"BOS-HYM-N01593","Oviedo Museum","",""
"",NA,NA,NA,"España","Asturias","Gijón",NA,NA,NA,"1985",10,13,NA,NA,"MA� Salud RodrA-guez","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01594","Oviedo Museum","","Terrestre"
"Bombus",NA,"terrestris",NA,"España","Asturias","Careses",NA,NA,NA,"1983",5,3,NA,NA,"Alfredo Glez","Alfredo Glez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01595","Oviedo Museum","Sobre flores",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Fitoria",NA,NA,NA,"1986",5,NA,NA,NA,"Buenaventura Fdez","Buenaventura Fdez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01596","Oviedo Museum","",""
"Bombus",NA,"lucorum",NA,"España","Asturias","Lamuño",NA,NA,NA,"1986",8,NA,NA,NA,"J. M. Rico OrdA!s","J. M. Rico Ordás",NA,NA,NA,1,NA,NA,"BOS-HYM-N01597","Oviedo Museum","Jardín",""
"Bombus",NA,"sp.",NA,"España","Asturias","Oriente-Asturias",NA,NA,NA,"1987",5,NA,NA,NA,"Juan ArgA 1/4elles","Juan Argüelles",NA,NA,NA,1,NA,NA,"BOS-HYM-N01598","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Loro",NA,NA,NA,"1986",6,15,NA,NA,"Alex Merino","Alex Merino",NA,NA,NA,1,NA,NA,"BOS-HYM-N01599","Oviedo Museum","Prado",""
"Bombus",NA,"sp.",NA,"España","León","León",NA,NA,NA,"1985",6,24,NA,NA,"L. Casado","L. Casado",NA,NA,NA,1,NA,NA,"BOS-HYM-N01600","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Quintes",NA,NA,NA,"1986",5,22,NA,NA,"A. Iglesias","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01601","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Poo de Llanes",NA,NA,NA,"1988",5,11,NA,NA,"J. Alperi Villar","J. Alperi Villar",NA,NA,NA,1,NA,NA,"BOS-HYM-N01602","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Oviedo",NA,NA,NA,"1989",3,12,NA,NA,"I. Irizar","I. Irizar",NA,NA,NA,1,NA,NA,"BOS-HYM-N01603","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Pinos Altos",NA,NA,NA,"1986",5,10,NA,NA,"Isabel Soret Matamoros","Isabel Soret Matamoros",NA,NA,NA,1,NA,NA,"BOS-HYM-N01604","Oviedo Museum","Pinar",""
"Bombus",NA,"lucorum",NA,"España","Asturias","Luanco",NA,NA,NA,"1986",5,28,NA,NA,"Rosa Arroyo","Rosa Arroyo",NA,NA,NA,1,NA,NA,"BOS-HYM-N01605","Oviedo Museum","Pradera",""
"Bombus",NA,"sp.",NA,"España","Asturias","Interior (Oviedo)",NA,NA,NA,"1986",5,NA,NA,NA,"Elena Maluenda","Elena Maluenda",NA,NA,NA,1,NA,NA,"BOS-HYM-N01606","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Vegadeo",NA,NA,NA,"1987",5,10,NA,NA,"M. M. G. P.","M. M. G. P.",NA,NA,NA,1,NA,NA,"BOS-HYM-N01607","Oviedo Museum","Pradera","Comido por insectos plaga"
"Bombus",NA,"sp.",NA,"España","Asturias","Fano",NA,NA,NA,"1986",5,8,NA,NA,"A. Maz Pelaez","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01608","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Tolivia",NA,NA,NA,"1986",5,25,NA,NA,"M. Mar GarcA-a","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01609","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","León","Geras de Gordón",NA,NA,NA,"1986",9,3,NA,NA,"G. Barroso","G. Barroso",NA,NA,NA,1,NA,NA,"BOS-HYM-N01610","Oviedo Museum","","Tiene moho"
"Bombus",NA,"sp.",NA,"España","Asturias","Plaza de Llamaquique (Oviedo)",NA,NA,NA,"1987",4,30,NA,NA,"B. Ramos PA(C)rez","B. Ramos Pérez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01611","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Soriana (Pto Vega)",NA,NA,NA,"1987",4,14,NA,NA,"J. GiA�n","J. M. García",NA,NA,NA,1,NA,NA,"BOS-HYM-N01612","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Gijón",NA,NA,NA,"1987",6,2,NA,NA,"Ana MA� A�lvarez Ll.","Ana Mª Álvarez Ll.",NA,NA,NA,1,NA,NA,"BOS-HYM-N01613","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","El Cristo (Oviedo)",NA,NA,NA,"1981",6,4,NA,NA,"T. Montoto","T. Montoto",NA,NA,NA,1,NA,NA,"BOS-HYM-N01614","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Cantabria","Torrelavega",NA,NA,NA,"1978",3,23,NA,NA,"E. Herreros","Anadón Quero",NA,NA,NA,1,NA,NA,"BOS-HYM-N01615","Oviedo Museum","","5"
"Bombus",NA,"sp.",NA,"España","Asturias","Oviedo (río Gafo)",NA,NA,NA,"1987",4,26,NA,NA,"J. Glez Esteban","J. Glez Esteban",NA,NA,NA,1,NA,NA,"BOS-HYM-N01616","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Sobrefoz",NA,NA,NA,"1986",5,4,NA,NA,"Ana Rguez Tarrazo","Ana Rguez Tarrazo",NA,NA,NA,1,NA,NA,"BOS-HYM-N01617","Oviedo Museum","Pradera",""
"Bombus",NA,"terrestris",NA,"España","Asturias","La Providencia",NA,NA,NA,"1987",5,19,NA,NA,"J. L. P. ","J. L. P. ",NA,NA,NA,1,NA,NA,"BOS-HYM-N01618","Oviedo Museum","Pradera",""
"Bombus",NA,"sp.",NA,"España","Asturias","Llanera",NA,NA,NA,"1985",7,20,NA,NA,"Elena A�l","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01619","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Luanco",NA,NA,NA,"1986",5,18,NA,NA,"J.Corrales","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01620","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","León","V. del Camino",NA,NA,NA,"1985",7,NA,NA,NA,"","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01621","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Trubia",NA,NA,NA,"1976",3,25,NA,NA,"Faustina Bravo","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01622","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","León","V. del Camino",NA,NA,NA,"1975",7,NA,NA,NA,"","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01623","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Ceares (Gijón)",NA,NA,NA,"1987",5,17,NA,NA,"JesA�s G. DurA!n","Jesús G. Durán",NA,NA,NA,1,NA,NA,"BOS-HYM-N01624","Oviedo Museum","Sobre flor Salvia",""
"Bombus",NA,"terrestris",NA,"España","Valladolid","Valoria la Buena",NA,NA,NA,"1986",7,21,NA,NA,"M. N. GarcA-a MartA-n","M. N. García Martín",NA,NA,NA,1,NA,NA,"BOS-HYM-N01625","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Ceares (Gijón)",NA,NA,NA,"1986",5,15,NA,NA,"P. A�lvarez PA(C)rez","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01626","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Colloto",NA,NA,NA,"1986",5,26,NA,NA,"Eva del Valle","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01627","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Llavandera",NA,NA,NA,"1984",10,27,NA,NA,"C. PA(C)rez AntolA-n","C. Pérez Antolín",NA,NA,NA,1,NA,NA,"BOS-HYM-N01628","Oviedo Museum","","Tiene moho"
"Bombus",NA,"sp.",NA,"España","","Villaviciosa",NA,NA,NA,"1986",5,3,NA,NA,"M. Acevedo","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01629","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Plaza Humedal (Gijón)",NA,NA,NA,"1986",5,26,NA,NA,"M. J. Lara","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01630","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","S. Lazaro",NA,NA,NA,"1980",5,12,NA,NA,"P. Ciscar","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01631","Oviedo Museum","Prado",""
"Bombus",NA,"sp.",NA,"España","Salamanca","Miranda",NA,NA,NA,"1983",7,1,NA,NA,"Miriam Acevedo","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01632","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","San Cucao",NA,NA,NA,"1987",4,17,NA,NA,"Carmen Arconada Glez","Carmen Arconada Glez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01633","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","El Caliero",NA,NA,NA,"1979",11,3,NA,NA,"J. L. Glez LA�pez","J. L. González-López",NA,NA,NA,1,NA,NA,"BOS-HYM-N01634","Oviedo Museum","Prado sobre flor",""
"Bombus",NA,"terrestris",NA,"España","Asturias","Tineo",NA,NA,NA,"1983",5,29,NA,NA,"Marta Teresa","Charo Farpon",NA,NA,NA,1,NA,NA,"BOS-HYM-N01635","Oviedo Museum","",""
"Bombus",NA,"sp.",NA,"España","Asturias","Avilés",NA,NA,NA,NA,NA,NA,NA,NA,"A. SA!nchez GarcA-a","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01636","Oviedo Museum","","Vuelan sobre flores de sauce"
"Bombus",NA,"sp.",NA,"España","Asturias","La Isla",NA,NA,NA,"1979",4,30,NA,NA,"C. Fdez CedrA�n","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01637","Oviedo Museum","Sobre flor",""
"Bombus",NA,"sp.",NA,"España","Asturias","Ballota",NA,NA,NA,"1975",5,1,NA,NA,"M. M. GuiA+/-A�n L.","",NA,NA,NA,1,NA,NA,"BOS-HYM-N01638","Oviedo Museum","",""
"Bombus",NA,"terrestris",NA,"España","Asturias","El Cristo (Oviedo)",NA,NA,NA,"1980",4,5,NA,NA,"J. L. RodrA-guez","J. L. Rodríguez",NA,NA,NA,1,NA,NA,"BOS-HYM-N01639","Oviedo Museum","Prado",""
