"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Lassioglossum","Lassioglossum","costulatum",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,6,12,NA,NA,"Monica Doblas Bajo, Alejandro Núñez Carbajal","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","lativentre",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,7,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Yamil Jimenez Rodríguez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","lativentre",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,6,19,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Yamil Jimenez Rodríguez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","xanthopus",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2023,4,27,NA,NA,"Maria Jose Servia Garcia","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Leuchalictus","leucozonium",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2023,5,25,NA,NA,"Yamil Jimenez Rodríguez, Maria Jose Servia Garcia","Alejandro Nuñez Carbajal",2,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Leuchalictus","leucozonium",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,5,24,NA,NA,"Monica Doblas Bajo, Alejandro Núñez Carbajal","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Pyghalictus","politum",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,6,27,NA,NA,"Monica Doblas Bajo, Alejandro Núñez Carbajal","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","malachurum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,6,1,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","mediterraneum",NA,"Spain","Pontevedra","PN I.A.- Cies S",42.217043,-8.907405,78,2024,6,27,NA,NA,"Emilio Alonso Gómez, Begoña Dávila Alvite","Yamil Jimenez Rodríguez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","mediterraneum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,8,17,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","mediterraneum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,6,15,NA,NA,"Diego Benito Teno, Guillermo Bañares de Dios, Yamil Jimenez Rodríguez","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","mediterraneum",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2023,8,16,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Piluca Alvarez Fidalgo",2,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","mediterraneum",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,8,7,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Yamil Jimenez Rodríguez",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","nigripes",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,8,8,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Yamil Jimenez Rodríguez",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","subhirtum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,3,30,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Alejandro Nuñez Carbajal",4,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Sphecodogastra","subhirtum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,8,8,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Seladonia","Seladonia","subaurata",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2023,5,25,NA,NA,"Elia Pérez Taboada, Manuel Cernadas Villar","Alvaro Asenjo Guerra",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Seladonia","Seladonia","subaurata",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2023,6,30,NA,NA,"Elia Pérez Taboada, Manuel Cernadas Villar","Alvaro Asenjo Guerra",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Seladonia","Seladonia","subaurata",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,6,12,NA,NA,"Monica Doblas Bajo, Alejandro Núñez Carbajal","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Seladonia","Seladonia","subaurata",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,8,8,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Yamil Jimenez Rodríguez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Sphecodes","","gibbus",NA,"Spain","A Coruña","Elviña",43.330111,-8.414682,75,2024,5,31,NA,NA,"Yamil Jimenez Rodríguez, Laura Torrado Blanco","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Sphecodes","","gibbus",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,31,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Guillermo Cabezas Torrero",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Sphecodes","","majalis",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2024,4,14,NA,NA,"Yamil Jimenez Rodríguez, Laura Torrado Blanco","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Sphecodes","","monilicornis",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,6,19,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Mario Gonzalez Ferreiro",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Sphecodes","","ruficrus",NA,"Spain","A Coruña","Elviña",43.330111,-8.414682,75,2024,4,11,NA,NA,"Laura Torrado Blanco, Yamil Jimenez Rodríguez","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Megachile","Eutricharaea","argentata",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,8,17,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Megachile","Eutricharaea","argentata",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,9,13,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Megachile","Eutricharaea","argentata",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,8,8,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Megachile","Megachile","centuncularis",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,9,5,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Megachile","Xanthosarus","circumcincta",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,8,8,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Osmia","Helicosmia","aurulenta",NA,"Spain","Pontevedra","Punta Carreiron (A Illa de Arousa)",42.528328,-8.87076,1,2023,4,19,NA,NA,"Maria Jose Servia Garcia","Alejandro Nuñez Carbajal",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Osmia","Osmia","bicornis",NA,"Spain","Pontevedra","Punta Carreiron (A Illa de Arousa)",42.528328,-8.87076,1,2023,4,19,NA,NA,"Maria Jose Servia Garcia","Alejandro Nuñez Carbajal",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Dasypoda","Dasypoda","hirtipes",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2023,6,20,NA,NA,"Yamil Jimenez Rodríguez, Maria Jose Servia Garcia","Alvaro Asenjo Guerra, Mario Gonzalez Ferreiro, Guillermo Cabezas Torrero,Carlos Fernandez Alvarez  ",31,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Dasypoda","Dasypoda","hirtipes",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2024,6,28,NA,NA,"Guillermo Mora Collado, Saul Bernat Ponce","Alvaro Asenjo Guerra",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Dasypoda","Dasypoda","hirtipes",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2024,8,6,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Mario Gonzalez Ferreiro, Ines Jimenez Fernandez, Alvaro Asenjo Guerra ",1,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
