"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Eucera","Eucera","nigrescens",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,6,20,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Alvaro Asenjo Guerra",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","nigrescens",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,5,24,NA,NA,"Monica Doblas Bajo, Alejandro Núñez Carbajal","Alejandro Nuñez Carbajal",1,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","nigrescens",NA,"Spain","A Coruña","Elviña",43.330111,-8.414682,75,2024,4,27,NA,NA,"Yamil Jimenez Rodríguez, Laura Torrado Blanco","Alvaro Asenjo Guerra",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","nigrifacies",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,5,8,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Mario Gonzalez Ferreiro",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","nigrifacies",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,6,20,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Mario Gonzalez Ferreiro",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","taurica",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,8,8,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Guillermo Cabezas Torrero",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Eucera","Eucera","taurica",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2023,6,30,NA,NA,"Elia Pérez Taboada, Manuel Cernadas Villar","Alejandro Nuñez Carbajal",0,1,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Gestamea","carnifex",NA,"Spain","A Coruña","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,5,8,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Mario Gonzalez Ferreiro, Piluca Alvarez Fidalgo, Alvaro Asenjo Guerra ",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Gestamea","similis",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,7,11,NA,NA,"Luis de Pedro Noriega, Guillermo Cabezas Torrero","Mario Gonzalez Ferreiro",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Heminomada","bisfasciata",NA,"Spain","A Coruña","Elviña",43.330111,-8.414682,75,2024,4,11,NA,NA,"Laura Torrado Blanco, Yamil Jimenez Rodríguez","Mario Gonzalez Ferreiro, Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Heminomada","lathburiana",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,31,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Heminomada","lathburiana",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,7,NA,NA,"Piluca Alvarez Fidalgo","Monica Doblas Bajo, Carlos Fernandez Alvarez",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Nomada","Nomada","hispanica",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,7,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Tetralonia","","alticincta",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2024,8,8,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Colletes","","cunicularius",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,5,7,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Colletes","","fodiens",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,8,7,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Colletes","","hederae",NA,"Spain","Pontevedra","Punta Carreiron (A Illa de Arousa)",42.528328,-8.87076,1,2024,8,9,NA,NA,"Guillermo Mora Collado, Javier García Velasco","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Colletes","","pulchellus",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,8,8,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Hylaeus","Dentigera","penalaris",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2023,7,19,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Guillermo Cabezas Torrero, Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Hylaeus","Prosopis","confusus",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2023,7,19,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Mario Gonzalez Ferreiro, Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Hylaeus","Prosopis","confusus",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2023,8,16,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Dufourea","Dufourea","halictula",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2023,6,20,NA,NA,"Yamil Jimenez Rodríguez, Maria Jose Servia Garcia","Alejandro Nuñez Carbajal, Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Halictus","Halictus","quadricinctus",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,8,17,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Mario Gonzalez Ferreiro",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Halictus","Monilapis","crenicornis",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,6,20,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Ines Jimenez Fernandez",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Halictus","Tytthalictus","maculatus",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2023,6,30,NA,NA,"Elia Pérez Taboada, Manuel Cernadas Villar","Guillermo Cabezas Torrero",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Biennilaeus","marginatum",NA,"Spain","A Coruña","Elviña",43.330111,-8.414682,75,2024,4,11,NA,NA,"Laura Torrado Blanco, Yamil Jimenez Rodríguez","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Dialictus","aureolum",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2024,6,28,NA,NA,"Guillermo Mora Collado, Saul Bernat Ponce","Carlos Fernandez Alvarez, Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Dialictus","Collopiense",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2023,6,20,NA,NA,"Yamil Jimenez Rodríguez, Maria Jose Servia Garcia","Alejandro Nuñez Carbajal",4,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects","Simone Flaminio confirmed the specimen identification"
"Lassioglossum","Dialictus","smeathmanellum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,8,17,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Dialictus","smeathmanellum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,9,13,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","ibericum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,4,15,NA,NA,"Monica Doblas Bajo, Saul Bernat Ponce","Carlos Fernandez Alvarez, Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","limbellus",NA,"Spain","A Coruña","Paderne",43.293034,-8.17196,167,2024,6,28,NA,NA,"Guillermo Mora Collado, Saul Bernat Ponce","Yamil Jimenez Rodríguez",2,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","maurusium",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,4,15,NA,NA,"Monica Doblas Bajo, Saul Bernat Ponce","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","maurusium",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,5,8,NA,NA,"Monica Doblas Bajo, Carlos Fernandez Alvarez","Piluca Alvarez Fidalgo",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","pauperatum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,7,20,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Yamil Jimenez Rodríguez",1,1,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","pauperatum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,8,17,NA,NA,"Diego Benito Teno, Luis de Pedro Noriega","Alejandro Nuñez Carbajal",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","pauperatum",NA,"Spain","Pontevedra","PN I.A.- Cies S",42.217043,-8.907405,78,2024,6,27,NA,NA,"Emilio Alonso Gómez, Begoña Dávila Alvite","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","pauperatum",NA,"Spain","A Coruña","Embalse de Abegondo-Cecebre",43.270219,-8.275169,47,2023,5,25,NA,NA,"Elia Pérez Taboada, Manuel Cernadas Villar","Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6996",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","punctatissimum",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2023,4,12,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Piluca Alvarez Fidalgo, Carlos Fernandez Alvarez",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6997",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Hemihalictus","villosulum",NA,"Spain","Pontevedra","PN I.A.- Cies N",42.233556,-8.90371,60,2023,7,13,NA,NA,"Emilio Alonso Gómez, Begoña Dávila Alvite","Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6998",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","bimaculatum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,3,30,NA,NA,"Luis de Pedro Noriega, Monica Doblas Bajo","Alejandro Nuñez Carbajal",1,0,0,0,"https://doi.org/10.70186/baeeNRAG6999",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","bimaculatum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2023,6,15,NA,NA,"Diego Benito Teno, Guillermo Bañares de Dios, Yamil Jimenez Rodríguez","Alejandro Nuñez Carbajal",2,0,0,0,"https://doi.org/10.70186/baeeNRAG7000",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","bimaculatum",NA,"Spain","Ourense","Enciña da Lastra (Rubiá)",42.46636,-6.830709,717,2024,8,8,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Yamil Jimenez Rodríguez, Piluca Alvarez Fidalgo",0,1,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
"Lassioglossum","Lassioglossum","costulatum",NA,"Spain","Lugo","Folgoso do Courel",42.614264,-7.095675,1280,2024,8,7,NA,NA,"Luis de Pedro Noriega, Celia Cantalejo Fuentenebro","Yamil Jimenez Rodríguez",0,2,0,0,"https://doi.org/10.70186/baeeNRAG6995",NA,"UCME","Núñez Carbajal, A.; Álvarez Fidalgo, P.; Jiménez Fernández, I.; Fernández Álvarez, C.; Asenjo Guerra, Á.; Jiménez Rodríguez, Y.; López Dos Santos, N.; González-Ferreiro, M.; Cabezas Torrero, G & Yanguas-Fernandez, E. ","2023, pantraps; 2024, transects",""
