"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Lithurgus",NA,"cornutus",NA,"Spain","León","Villaquejida",42.14581,-5.592914,NA,2018,"08","04",NA,NA,"R. Martínez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_1"
"Anthidium ",NA,"florentinum",NA,"Spain","León","Villaquejida",42.14581,-5.592914,NA,2018,"08","04",NA,NA,"R. Martínez","A. Núñez",0,1,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_2"
"Eucera",NA,"nigrifacies",NA,"Spain","Asturias","Caldones",43.492067,-5.631048,NA,2017,"07","04",NA,NA,"A. Núñez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_3"
"Andrena ",NA,"albopunctata","melona","Spain","Murcia","Calasparra",38.224605,-1.698912,NA,2017,"04","15",NA,NA,"R. Martínez","O. Aguado",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_4"
"Halictus",NA,"brunnescens",NA,"Spain","León","Villaquejida",42.14581,-5.592914,NA,2018,"08","04",NA,NA,"R. Martínez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_5"
"Anthophora",NA,"retusa",NA,"Spain","Asturias","Langreo",NA,NA,NA,2016,"04","11",NA,NA,"D. Luna","A. Núñez",0,1,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_6"
"Anthophora",NA,"atroalba",NA,"Spain","León","Villaquejida",42.14581,-5.592914,NA,2016,"03","26",NA,NA,"R. Martínez","O. Aguado",0,1,0,0,NA,"Prunus dulcis",NA,"A. Núñez",NA,NA,"45_Nunez_7"
"Ceratina",NA,"chalcites",NA,"Spain","León","Montejos del Camino",42.614432,-5.732133,NA,2017,"08","10",NA,NA,"A. Núñez","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_8"
"Colletes ",NA,"hederae",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,NA,2016,"09","20",NA,NA,"M. Miñarro","O. Aguado",1,0,0,0,NA,"Hedera helix",NA,"A. Núñez",NA,NA,"45_Nunez_9"
"Nomada ",NA,"fuscicornis",NA,"Spain","Asturias","Selorio",43.514807,-5.347964,NA,2016,"04","19",NA,NA,"D. Luna","A. Núñez",1,0,0,0,NA,"Senecio sp.",NA,"A. Núñez",NA,NA,"45_Nunez_10"
"Andrena ",NA,"pilipes",NA,"Spain","Asturias","Langreo",NA,NA,NA,2016,"04","11",NA,NA,"D. Luna","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_11"
"Anthophora",NA,"plumipes",NA,"Spain","Asturias","Langreo",NA,NA,NA,2016,"04","11",NA,NA,"D. Luna","A. Núñez",1,0,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_12"
"Panurgus",NA,"banksianus",NA,"Spain","Asturias","Villaviciosa",43.474481,-5.443605,NA,2015,"08","21",NA,NA,"A. Núñez","A. Núñez",0,1,0,0,NA,NA,NA,"A. Núñez",NA,NA,"45_Nunez_13"
"Osmia",NA,"caerulescens",NA,"Spain","Asturias","Sevares",43.354587,-5.265892,NA,2019,"04","12",NA,NA,"A. Núñez","A. Núñez",0,1,0,0,NA,"Centaurea nigra",NA,"A. Núñez",NA,NA,"45_Nunez_14"
"Andrena ",NA,"hattorfiana",NA,"Spain","Asturias","Mieres de Limanes (Siero)",43.3637,-5.763696,NA,2017,"07","09",NA,NA,"R. Martínez","A. Núñez",0,1,0,0,NA,"Centaurea nigra",NA,"A. Núñez",NA,NA,"45_Nunez_15"
