"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Halictus",NA,"scabiosae",NA,NA,"Salamanca",NA,"40.460343","-6.147062",NA,1976,5,13,NA,NA,"E. Asensio","Ebmer",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.5","83_Asensio1"
"Nomada",NA,"panurgina",NA,NA,"Araba",NA,"42.822097","-2.702175",NA,1981,7,16,NA,NA,"M. Fdez. Sarabia (Univ. Salamanca)","Schwarz",1,NA,NA,"1",NA,NA,NA,NA,NA,"0.8","83_Asensio2"
"Anthocopa",NA,"serrilabris",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio3"
"Osmia",NA,"dimidiata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1975,6,23,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio4"
"Ceratina",NA,"cyanea",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,7,4,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio5"
"Megachile",NA,"versicolor",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio6"
"Osmia",NA,"adunca",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,5,23,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio7"
"Megachile",NA,"pilidens",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"3",NA,NA,NA,NA,NA,"NA","83_Asensio8"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio9"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"2",NA,NA,NA,NA,NA,"2.1","83_Asensio10"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,10,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio11"
"Prosopis",NA,"pictipes",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"0.8","83_Asensio12"
"Megachile",NA,"apicalis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,10,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"13",NA,NA,NA,NA,NA,"NA","83_Asensio13"
"Hoplitis",NA,"rufohirta",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1976,5,22,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio14"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.2","83_Asensio15"
"Anthidium",NA,"florentinum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"4","83_Asensio16"
"Anthidium",NA,"florentinum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"2",NA,NA,NA,NA,NA,"5.8","83_Asensio17"
"Osmia",NA,"dimidiata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1976,5,22,NA,NA,"E. Asensio","Tkalcu",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.5","83_Asensio18"
"Ceratina",NA,"cucurbitina",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,5,12,NA,NA,"E. Asensio","Tkalcu",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio19"
"Megachile",NA,"maritima",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,13,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"4.6","83_Asensio20"
"Anthidium",NA,"florentinum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,7,12,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio21"
"Megabombus",NA,"ruderatus",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,5,29,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio22"
"Anthocopa",NA,"serrilabris",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio23"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio24"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio25"
"Osmia",NA,"dimidiata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1978,NA,NA,NA,NA,"E. Asensio","Tkalcu",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.5","83_Asensio26"
"Megachile",NA,"versicolor",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1978,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio27"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"3",NA,NA,NA,NA,NA,"NA","83_Asensio28"
"Osmia",NA,"rufa",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"3.5","83_Asensio29"
"Anthocopa",NA,"bisulca",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,6,28,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"3.9","83_Asensio30"
"Anthocopa",NA,"serrilabris",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"3.8","83_Asensio31"
"Megachile",NA,"lagopoda",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"5.1","83_Asensio32"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Tkalcu",NA,1,NA,"3",NA,NA,NA,NA,NA,"NA","83_Asensio33"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"4",NA,NA,NA,NA,NA,"NA","83_Asensio34"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1972,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"1",NA,NA,NA,NA,NA,"3.5","83_Asensio35"
"Osmia",NA,"caerulescens",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,5,12,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"1",NA,NA,NA,NA,NA,"2","83_Asensio36"
"Stelis",NA,"punctulatissima",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1980,NA,NA,NA,NA,"E. Asensio","Van Der Zanden ",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.5","83_Asensio37"
"Megachile",NA,"pilidens",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,6,27,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio38"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1980,NA,NA,NA,NA,"E. Asensio","Tkalcu M.pacifica Pz.",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio39"
"Colletes",NA,"albomaculatus",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1976,6,22,NA,NA,"E. Asensio","Warncke",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio40"
"Prosopis",NA,"sinuatus",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,13,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"1.1","83_Asensio41"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1981,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",1,NA,NA,"5",NA,NA,NA,NA,NA,"NA","83_Asensio42"
"Anthidium",NA,"oblongatum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,13,NA,NA,"E. Asensio","Van Der Zanden",1,NA,NA,"1",NA,NA,NA,NA,NA,"3.8","83_Asensio43"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.4","83_Asensio44"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio45"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"2",NA,NA,NA,NA,NA,"2.8","83_Asensio46"
"Osmia",NA,"fulviventris",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,6,17,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.5","83_Asensio47"
"Anthocopa",NA,"bisulca",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",NA,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"3",NA,NA,NA,NA,NA,"NA","83_Asensio48"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,NA,NA,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio49"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"5",NA,NA,NA,NA,NA,"NA","83_Asensio50"
"Megachile",NA,"maritima",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,6,27,NA,NA,"E. Asensio","G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"4.8","83_Asensio51"
"Stelis",NA,"punctulatissima",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio52"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio53"
"Anthocopa",NA,"bisulca",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,11,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio54"
"Megachile",NA,"apicalis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Van Der Zanden ",NA,1,NA,"2",NA,NA,NA,NA,NA,"2","83_Asensio55"
"Prosopis",NA,"clypearis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,13,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"0.3","83_Asensio56"
"Osmia",NA,"dimidiata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1979,6,17,NA,NA,"E. Asensio","correg? a G. v. d. Zanden",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.4","83_Asensio57"
"Megachile",NA,"centuncularis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio58"
"Hoplitis",NA,"rufohirta",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,6,16,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"1.9","83_Asensio59"
"Melitta",NA,"leporina",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,6,27,NA,NA,"E. Asensio","Warncke",NA,1,NA,"3",NA,NA,NA,NA,NA,"NA","83_Asensio60"
"Megachile",NA,"ericetorum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","Asensio",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio61"
"Hoplitis",NA,"crenulata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,7,4,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio62"
"Prosopis",NA,"variegatus",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,12,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"1.2","83_Asensio63"
"Megachile",NA,"rotundata",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.9","83_Asensio64"
"Megachile",NA,"apicalis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"5",NA,NA,NA,NA,NA,"NA","83_Asensio65"
"Megachile",NA,"apicalis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,NA,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"9",NA,NA,NA,NA,NA,"NA","83_Asensio66"
"Prosopis",NA,"brevicornis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,7,13,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"0.9","83_Asensio67"
"Anthidium",NA,"florentinum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,6,27,NA,NA,"E. Asensio","Asensio",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio68"
"Osmia",NA,"tricornis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1976,5,22,NA,NA,"E. Asensio","tkalcu",NA,1,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio69"
"Anthocopa",NA,"bisulca",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,7,4,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"4","83_Asensio70"
"Anthidium",NA,"florentinum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1978,6,29,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"4.6","83_Asensio71"
"Stelis",NA,"punctulatissima",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,7,4,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio72"
"Metallinella",NA,"brevicornis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1974,5,22,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio73"
"Pseudoanthidium",NA,"lituratum",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1985,NA,NA,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.1","83_Asensio74"
"Hylaeus",NA,"pictus",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1984,7,4,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio75"
"Megachile",NA,"apicalis",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1983,10,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"2",NA,NA,NA,NA,NA,"1","83_Asensio76"
"Ceratina",NA,"cucurbitina",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m",1982,6,27,NA,NA,"E. Asensio","Tkalcu",NA,1,NA,"1",NA,NA,NA,NA,NA,"0.9","83_Asensio77"
"Osmia",NA,"emarginata",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"5","83_Asensio78"
"Sphecodes",NA,"ruficrus",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Warncke",1,NA,NA,"1",NA,NA,NA,NA,NA,"2","83_Asensio79"
"Osmia",NA,"emarginata",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio80"
"Bombus",NA,"terrestris",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"10",NA,NA,NA,NA,NA,"NA","83_Asensio81"
"Lasioglossum",NA,"xanthopum",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio82"
"Lasioglossum",NA,"albocinctum",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Ebmer",1,NA,NA,"1",NA,NA,NA,NA,NA,"2.9","83_Asensio83"
"Xylocopa",NA,"violacea",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Asensio",1,NA,NA,"1",NA,NA,NA,NA,NA,"7","83_Asensio84"
"Bombus",NA,"terrestris",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Tkalcu",1,NA,NA,"1",NA,NA,NA,NA,NA,"7.8","83_Asensio85"
"Xylocopa",NA,"violacea",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"6.5","83_Asensio86"
"Lasioglossum",NA,"bimaculatum",NA,NA,"Salamanca","Batuecas","40.452735","-6.120541","<10km",1976,5,13,NA,NA,"E. Asensio","Ebmer",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio87"
"Anthophora",NA,"atroalba",NA,NA,"Sevilla",NA,"37.318546","-5.405757",NA,1971,6,NA,NA,NA,"E. Asensio","Asensio",NA,1,NA,"1",NA,NA,NA,NA,NA,"4.5","83_Asensio88"
"Anthophora",NA,"atroalba",NA,NA,"Sevilla",NA,"37.318546","-5.405757",NA,1971,6,NA,NA,NA,"E. Asensio","Lieftinck",1,NA,NA,"1",NA,NA,NA,NA,NA,"5","83_Asensio89"
"Coelioxys",NA,"afra",NA,NA,"Valladolid","Granja Escuela Jose Antonio","41.643131","-4.748269","<100m",1971,8,20,NA,NA,"E. Asensio","Pasteels",NA,1,NA,"1",NA,NA,NA,NA,NA,"2.2","83_Asensio90"
"Thyreus",NA,"ramosus",NA,NA,"Sevilla",NA,"37.424518","-5.986031",NA,1972,10,9,NA,NA,"To?o","Lieftinck",1,NA,NA,"1",NA,NA,NA,NA,NA,"3","83_Asensio91"
"Andrena",NA,"flavipes",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio92"
"Andrena",NA,"spreta",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Warncke",1,NA,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio93"
"Andrena",NA,"medeninensis",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Warncke",1,NA,NA,"1",NA,NA,NA,NA,NA,"NA","83_Asensio94"
"Eucera",NA,"trivittata",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Asensio",NA,1,NA,"2",NA,NA,NA,NA,NA,"NA","83_Asensio95"
"Andrena",NA,"spreta",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"1.1","83_Asensio96"
"Eucera",NA,"nigrilabris",NA,NA,"Valladolid","Parc. 16 Granja Escuela Jose Antonio","41.643099","-4.747883","<100m",1983,3,19,NA,NA,"E. Asensio","Asensio",NA,1,NA,"4",NA,NA,NA,NA,NA,"NA","83_Asensio97"
"Andrena",NA,"schencki",NA,NA,"Valladolid","Granja Escuela Jose Antonio","41.643131","-4.748269","<100m",1972,6,9,NA,NA,"E. Asensio","Warncke",NA,1,NA,"1",NA,NA,NA,NA,NA,"1.6","83_Asensio98"
