country,year,site_id,landscape_type,transect,period,round,date,temperature,starting_time,interval_in_transect,pollinator_group,pollinator_genus,pollinator_species,pollinator_species.1,morpho_descriptions,collected,plant_genus,plant_species,Gen_sp,Plant_sp,longitude,latitude
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cartaya,high,1,during,2,4/11/11,27,13:20,1,Honeybee,Apis,mellifera,mellifera,NA,no,Rosmarinus,officinalis,Apis_mellifera,Rosmarinus_officinalis,-7.1469,37.2624
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,1,other wild bee,Panurgus,perezi,perezi,NA,no,Andryala,integrifolia,Panurgus_perezi,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,integrifolia,Panurgus_dargius,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,ragusina,Panurgus_calcaratus_lagopus,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,ragusina,Panurgus_calcaratus_lagopus,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,ragusina,Panurgus_calcaratus_lagopus,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Lasioglossum,malachurum,malachurum,NA,no,Andryala,ragusina,Lasioglossum_malachurum,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Panurgus,dargius,dargius,NA,yes,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,other wild bee,Lasioglossum,malachurum,malachurum,NA,no,Andryala,ragusina,Lasioglossum_malachurum,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,ragusina,Panurgus_calcaratus_lagopus,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,ragusina,Panurgus_calcaratus_lagopus,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,other wild bee,Panurgus,dargius,dargius,NA,no,Andryala,ragusina,Panurgus_dargius,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,2,other wild bee,Lasioglossum,discum,discum,NA,no,Andryala,ragusina,Lasioglossum_discum,Andryala_ragusina,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,2,other wild bee,Panurgus,calcaratus_lagopus,calcaratus_lagopus,NA,no,Andryala,integrifolia,Panurgus_calcaratus_lagopus,Andryala_integrifolia,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,other wild bee,Lasioglossum,albocinctum,albocinctum,NA,yes,Cistus,crispus,Lasioglossum_albocinctum,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,3,5/9/11,24,10:45,2,other wild bee,Lasioglossum,malachurum,malachurum,NA,yes,Cistus,crispus,Lasioglossum_malachurum,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,other wild bee,Andrena,flavipes,flavipes,NA,no,Cistus,crispus,Andrena_flavipes,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,1,other wild bee,Andrena,flavipes,flavipes,NA,yes,Cistus,crispus,Andrena_flavipes,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Andrena,flavipes,flavipes,NA,no,Cistus,crispus,Andrena_flavipes,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,1,after,4,5/9/11,28,12:05,2,other wild bee,Eucera,notata,notata,NA,yes,Cistus,crispus,Eucera_notata,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,Hoverfly,Episyrphus,balteatus,balteatus,NA,no,Cistus,crispus,Episyrphus_balteatus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,1,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,2,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Andrena,nigroaenea_nigrosericea,nigroaenea_nigrosericea,NA,no,Cistus,crispus,Andrena_nigroaenea_nigrosericea,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,3,5/9/11,26,11:25,3,other wild bee,Flavipanurgus,venustus,venustus,NA,no,Cistus,crispus,Flavipanurgus_venustus,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,1,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
Spain,2011,Cetrero,high,2,after,4,5/9/11,29,12:35,2,Honeybee,Apis,mellifera,mellifera,NA,no,Cistus,crispus,Apis_mellifera,Cistus_crispus,-7.0932,37.314
