;ID;site;ITD;Genus;Species;Sex;plant_genus;plant_species;Determined.by;Day;Month;Year
584;584;MED2CA;NA;NA;NA;unknown;Cistus;monspeliensis;L.O. Aguado;26;4;2005
585;585;BAT2CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;28;4;2005
586;586;BAT2CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;28;4;2005
587;587;BAT1CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;28;4;2005
588;588;BAT2CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;28;4;2005
589;589;MED3CA;NA;Platynochaetus;setosus;male;Cistus;albidus;L.O. Aguado;14;4;2005
590;590;MED1CA;NA;NA;NA;unknown;NA;NA;L.O. Aguado;28;3;2005
591;591;MED3CA;NA;NA;NA;unknown;Cistus;monpeliensis;L.O. Aguado;25;5;2005
592;592;MIQ1OP;NA;NA;NA;unknown;Sonchus;sp;L.O. Aguado;10;6;2005
593;593;MED1CA;NA;Platynochaetus;setosus;male;NA;NA;L.O. Aguado;28;5;2005
594;594;MED2CA;NA;Platynochaetus;setosus;male;Rosmarinus;officinalis;L.O. Aguado;14;4;2005
595;595;MED2CA;NA;Platynochaetus;setosus;male;Rosmarinus;officinalis;L.O. Aguado;14;4;2005
596;596;MED2CA;NA;Platynochaetus;setosus;male;Cistus;albidus;L.O. Aguado;14;4;2005
597;597;MIQ1OP;NA;Physocephala;sp;unknown;Scabiosa;sp;L.O. Aguado;10;6;2005
598;598;MIQ1OP;NA;NA;NA;unknown;Scabiosa;sp;L.O. Aguado;10;6;2005
599;599;MED3CA;NA;NA;NA;unknown;Lavandula;stoechas;L.O. Aguado;23;5;2005
600;600;MED4CA;NA;Conophorus;virescens;unknown;Cistus;salvifolius;I. Bartomeus;18;5;2004
601;601;SEL2OP;NA;Lasiopogon;sp;unknown;Psolarea;bituminosa;I. Bartomeus;8;6;2005
602;602;BAT2CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;13;4;2005
603;603;MED2CA;NA;Conophorus;virescens;unknown;Cistus;salvifolius;L.O. Aguado;30;4;2005
604;604;SEL2OP;NA;Selidopogon;diadema;unknown;Eryngium;sp;I. Bartomeus;2;6;2004
605;605;BAT2CA;NA;Bibio;sp;unknown;Thymelea;hirsuta;I. Bartomeus;16;3;2004
606;606;MED1CA;NA;Bombilius;sp;unknown;Rosmarinus;officinalis;L.O. Aguado;14;4;2005
607;607;MED3CA;NA;Bombilius;sp;unknown;Lavandula;stoechas;L.O. Aguado;25;5;2005
608;608;MED1CA;NA;Bombilius;sp;unknown;Rosmarinus;officinalis;L.O. Aguado;14;4;2005
609;609;MED1CA;NA;Bombilius;sp;unknown;Rosmarinus;officinalis;L.O. Aguado;26;4;2005
610;610;BAT1CA;NA;NA;NA;unknown;Thymelea;hirsuta;L.O. Aguado;28;3;2005
611;611;SEL2OP;NA;Lasiopogon;cintus;unknown;Psolarea;bituminosa;L.O. Aguado;21;6;2004
