"","Genus","Subgenus","Species","Subspecies","Accepted_name","Original_name","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_id","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Uid"
"359","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Aznalcazar","37.290","-6.433","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus ladanifer","no_captured","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8668"
"360","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Villamanriqueeste","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","BF124","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8669"
"361","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Aznalcazar","37.282","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","BF131","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8731"
"362","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Pinodelcuervo","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus ladanifer","no_captured","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8806"
"363","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Aznalcazar","37.218","-6.304","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Lavatera cretica","BF119","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8807"
"364","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Elpozo","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Rosmarinus officinalis","BF361","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8921"
"365","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Aznalcazar","37.124","-6.507","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus ladanifer","no_captured","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_8927"
"366","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Villamanriqueeste","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus ladanifer","no_captured","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9014"
"367","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","CotitodeSantaTeresa","37.249","-6.661","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Lavandula stoechas","BF694","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9025"
"368","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriqueeste","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus ladanifer","no_captured","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9028"
"369","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriquesur","37.290","-6.433","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF699","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9066"
"370","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriqueeste","37.247","-6.429","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF701","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9076"
"371","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","CotitodeSantaTeresa","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF268","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9081"
"372","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriquesur","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Armeria velutina","BF115","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9082"
"373","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Villamanriquesur","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF699","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9083"
"374","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Villamanriquesur","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Halimium halimifolium","BF114","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9096"
"375","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriquesur","37.282","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF699","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9097"
"376","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","Villamanriquesur","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF699","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9098"
"377","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Huelva","PinaresdeHinojos","37.195","-6.761","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",1,NA,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF136","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9099"
"378","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","CotitodeSantaTeresa","37.235","-6.169","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Lavandula stoechas","BF694","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9100"
"379","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Sevilla","Villamanriquesur","37.291","-6.223","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF699","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9101"
"380","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1924,7,1,"01/07/1924","08/07/1924","Zerny","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"NMV","54_Wood_etal_1563"
"381","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1924,7,11,"11/07/1924","18/07/1924","Zerny","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"NMV","54_Wood_etal_1573"
"382","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",1924,7,11,"11/07/1924","18/07/1924","Zerny","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"NMV","54_Wood_etal_1574"
"383","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Burgos","Burgos","42.315","-3.667","uncert. < than 1km",1951,NA,NA,NA,"26/06/1951",NA,"Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_2993"
"384","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Burgos","Burgos","42.315","-3.667","uncert. < than 1km",1951,NA,NA,NA,"26/06/1951",NA,"Warncke K",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_2994"
"385","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Málaga","Marbella","36.536","-4.843","uncert. < than 1km",1952,NA,NA,NA,"26/05/1952","Beaumont","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Lausanne","54_Wood_etal_3025"
"386","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain",NA,"Benidorm","38.500","-0.191","uncert. < than 1km",1952,NA,NA,NA,"02/06/1952","Beaumont","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Lausanne","54_Wood_etal_3029"
"387","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Portugal",NA,"Praia Das Maçãs, Near Lisboa","38.820","-9.470","uncert. < than 1km",1953,5,17,"17/05/1953","17/05/1953","N. F. D'andrade","K. Warncke",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"MZ, Coimbra","54_Wood_etal_3092"
"388","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Praia Das Maçãs","38.825","-9.470","uncert. < than 1km",1953,5,17,"17/05/1953","17/05/1953",NA,NA,1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood","Ornosa C. (1998)",NA,"54_Wood_etal_3093"
"389","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Portugal",NA,"Resende","41.110","-7.960","uncert. < than 1km",1953,7,19,"19/07/1953","19/07/1953",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_3187"
"390","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Barcelona","Cañet","41.504","2.221","uncert. < than 1km",1954,NA,NA,NA,"08/06/1954",NA,NA,NA,1,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_3209"
"391","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Barcelona","Cañet","41.504","2.221","uncert. < than 1km",1954,NA,NA,NA,"09/06/1954",NA,NA,NA,2,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_3210"
"392","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Portugal",NA,"Porto","41.150","-8.630","uncert. < than 1km",1954,7,14,"14/07/1954","14/07/1954","N. F. D'andrade","K. Warncke",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"MZ, Coimbra","54_Wood_etal_3256"
"393","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Huelva","Doñana","36.974","-6.472","uncert. < than 1km",1954,NA,NA,NA,"14/07/1954",NA,NA,1,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_3258"
"394","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Ourense","Oporto","42.392","-7.117","uncert. < than 1km",1954,NA,NA,NA,"14/07/1954",NA,NA,1,NA,NA,NA,"Ornosa C. 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_3259"
"395","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Huesca","Parque de Ordesa","42.639","-0.036","uncert. < than 1km",1954,8,13,"13/08/1954","17/08/1954","Stanck","Leclercq J",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_3276"
"396","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Huesca","Parque de Ordesa","42.639","-0.036","uncert. < than 1km",1954,8,13,"13/08/1954","17/08/1954","Stanck","Leclercq J",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"FSAGX","54_Wood_etal_3277"
"397","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Málaga","Marbella","36.536","-4.843","uncert. < than 1km",1959,5,14,"14/05/1959","15/05/1959",NA,"Michez D",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_3762"
"398","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Portugal",NA,"Âncora","41.810","-8.860","uncert. < than 1km",1966,7,19,"19/07/1966","19/07/1966",NA,"Warncke K",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_6222"
"399","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Soria","Herreros","41.776","-2.699","uncert. < than 1km",1966,7,8,"08/07/1966","09/08/1966","Yarrow","Warncke K",6,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_6297"
"400","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Sines","37.950","-8.860","uncert. < than 1km",1970,6,12,"12/06/1970","12/06/1970","Colln. Mendoça","D. Baldock",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Mendoça Colln., Lisbon Museum","54_Wood_etal_8033"
"401","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Quarteira","37.087","-8.044","uncert. < than 1km",1972,6,16,"16/06/1972","16/06/1972","Guichard","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_9164"
"402","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Valladolid","El Pinar","41.584","-4.739","uncert. < than 1km",1979,NA,NA,NA,"04/06/1979",NA,"Warncke K",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"OOLL","54_Wood_etal_13469"
"403","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Ávila","Arenas de San Pedro","40.227","-5.057","uncert. < than 1km",1979,NA,NA,NA,"07/06/1979","Teunissen","Michez D",2,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13481"
"404","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Ávila","Arenas de San Pedro","40.227","-5.057","uncert. < than 1km",1979,NA,NA,NA,"07/06/1979","Teunissen","Michez D",NA,7,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13482"
"405","Dasypoda",NA,"dusmeti",NA,"Dasypoda dusmeti","Dasypoda dusmeti","Spain","Ávila","San Pedro del Arroyo","40.771","-4.837","uncert. < than 1km",1979,NA,NA,NA,"07/06/1979","Verhoeff","Michez D",NA,2,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_13483"
"406","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Cádiz","El Bosque","36.794","-5.522","uncert. < than 1km",1985,NA,NA,NA,"25/05/1985","Teunissen","Michez D",NA,4,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_16422"
"407","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Cádiz","El Bosque","36.794","-5.522","uncert. < than 1km",1985,NA,NA,NA,"25/05/1985","Teunissen","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_16423"
"408","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Portugal",NA,"Gambelas","37.087","-7.931","uncert. < than 1km",1987,3,27,"27/03/1987","27/03/1987","Teunissen","Michez D",NA,3,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_17114"
"409","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Portugal",NA,"Faro","36.996","-7.932","uncert. < than 1km",1987,4,2,"02/04/1987","02/04/1987","Corstanje","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"RNHL","54_Wood_etal_17172"
"410","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Spain","Madrid","Madrid (El Pardo)","40.424","-3.648","uncert. < than 1km",1991,NA,NA,NA,"15/05/1991",NA,NA,NA,20,NA,NA,"Ornosa C 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_19479"
"411","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Sevilla","Parque Nacional de Doñana","36.972","-6.360","uncert. < than 1km",2003,NA,NA,NA,"20/04/2003","Else Gr","Michez D",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_22638"
"412","Dasypoda",NA,"cingulata",NA,"Dasypoda cingulata","Dasypoda cingulata","Spain","Sevilla","Parque Nacional de Doñana","36.972","-6.360","uncert. < than 1km",2003,NA,NA,NA,"20/04/2003","Else Gr","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"BMNH","54_Wood_etal_22639"
"413","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Portugal",NA,"Torres Vedras","39.090","-9.260","uncert. < than 1km",2013,5,16,"16/05/2013","16/05/2013","C. Reis","D. Baldock",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"C.Reis Colln.","54_Wood_etal_26155"
"414","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis","Portugal",NA,"Vale Da Telha, Near Aljezur, Area West of","37.310","-8.870","uncert. < than 1km",2016,5,1,"01/05/2016","09/05/2016","T. Wood","T. Wood",1,NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"TJW Colln.","54_Wood_etal_29113"
"415","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Pontevedra","Ordesa, Parque Nacional de","42.675","-8.329","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36524"
"416","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Burgos","Cantabrana","42.767","-3.428","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36580"
"417","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Valencia/València","Valencia","39.495","-0.383","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ornosa & Al 1998",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36590"
"418","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Zaragoza","Zaragoza","41.668","-0.898","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36594"
"419","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Cáceres","Pena de Francia","40.390","-6.114","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Warncke 1973",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36603"
"420","Dasypoda",NA,"pyrotrichia",NA,"Dasypoda pyrotrichia","Dasypoda pyrotrichia","Spain","Granada","Moncayo","37.902","-2.602","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36609"
"421","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Teruel","Albarracín","40.415","-1.409","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Warncke 1973b",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36611"
"422","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Toledo","Alberche, Río","39.961","-4.815","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36612"
"423","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Madrid","Alcalá de Henares","40.515","-3.413","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36613"
"424","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Salamanca","Ciudad-Rodrigo","40.580","-6.578","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36614"
"425","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Cuenca","Cuenca","40.062","-2.121","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Warncke 1973b",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36615"
"426","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Girona","Figueras","42.227","2.939","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Quilis 1928",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36616"
"427","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Spain","Granada","Granada","37.180","-3.620","uncert. < than 1km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Ceballos & Al 1956",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_36617"
"428","Dasypoda",NA,"hirtipes",NA,"Dasypoda hirtipes","Dasypoda hirtipes","Spain","Barcelona","Barcelona","41.414","2.222","uncert. < than 1km",NA,NA,NA,NA,NA,"Tournier","Michez D",NA,1,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"Genève","54_Wood_etal_41326"
"429","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Granada","Alcornocal de Lujar, Picacho Alt","36.773","-3.419",NA,2007,6,10,NA,NA,"Online_Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Online_Michez, Denis",0,0,0,1,NA,NA,NA,NA,NA,NA,"i1_Gbif_22101"
"430","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Almería","Sierra de Gador, Monte Coto Lupio","36.854","-2.757",NA,2007,6,8,NA,NA,"Online_Engel, M, Hinojosa, I, Bennett, D, & Davis, S","Online_Michez, Denis",0,0,0,1,NA,NA,NA,NA,NA,NA,"i1_Gbif_22102"
"431","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Girona","Empúries; Alt Empord","42.135","3.120",NA,1962,6,20,NA,NA,"Online_Baker, D. & Baker, M.",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,"i1_Gbif_22267"
"432","Dasypoda",NA,"argentata",NA,"Dasypoda argentata","Dasypoda argentata","Spain","Girona","Empúries; Alt Empord","42.135","3.120",NA,1962,6,20,NA,NA,"Online_Baker, D. & Baker, M.",NA,0,0,0,1,NA,NA,NA,NA,NA,NA,"i1_Gbif_22268"
"433","Dasypoda",NA,"morotei",NA,"Dasypoda morotei","Dasypoda morotei","Spain","Zamora","7 km SW of Tor","41.472","-5.459",NA,NA,NA,NA,NA,NA,"Online_P. F. Torchio & E. Asensio",NA,1,0,0,0,NA,NA,NA,NA,NA,NA,"i1_Gbif_22280"
"434","Dasypoda",NA,"crassicornis",NA,"Dasypoda crassicornis","Dasypoda crassicornis",NA,NA,"Portugal Almansi","37.024","-8.008",NA,2019,3,5,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,"i1_Gbif_22289"
"435","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.247","-6.429","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9220"
"436","Dasypoda",NA,"iberica",NA,"Dasypoda iberica","Dasypoda iberica","Spain","Huelva","Villamanriquesur","37.233","-6.555","gps",2015,NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,1,NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus salvifolius","BF135","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_9248"
"437","Dasypoda",NA,"visnaga",NA,"Dasypoda visnaga","Dasypoda visnaga","Portugal",NA,"Charneca da Caparic","38.614","-9.176",NA,1964,6,23,NA,NA,"Online_António Mendoça","Online_David W. Baldock",0,1,0,0,NA,NA,NA,NA,NA,NA,"i1_Gbif_22302"
