"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"18275",41.84528,-4.72743,"Colletidae","Hylaeus soror",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 21 km N",NA,"i1_Gbif_18275"
"18276",36.83801,-2.47036,"Colletidae","Hylaeus pictipes",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Andalusia","Almeria",NA,"i1_Gbif_18276"
"18277",36.62143,-4.50004,"Colletidae","Hylaeus signatus",1974,6,1,"F.D. Parker","H.H. Dathe 1986",NA,"Malaga","Torremolinos",NA,"i1_Gbif_18277"
"18278",41.5262,-5.39526,"Colletidae","Hylaeus signatus",1974,6,9,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Toro",NA,"i1_Gbif_18278"
"18279",41.69954,-4.83906,"Colletidae","Hylaeus signatus",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"i1_Gbif_18279"
"18280",41.69954,-4.83906,"Colletidae","Hylaeus signatus",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"i1_Gbif_18280"
"18281",41.69954,-4.83906,"Colletidae","Hylaeus signatus",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"i1_Gbif_18281"
"18282",41.69954,-4.83906,"Colletidae","Hylaeus signatus",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"i1_Gbif_18282"
"18283",41.69954,-4.83906,"Colletidae","Hylaeus signatus",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Villanubla",NA,"i1_Gbif_18283"
"18284",41.83601,-4.72604,"Colletidae","Hylaeus signatus",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 20 km N",NA,"i1_Gbif_18284"
"18285",41.83601,-4.72604,"Colletidae","Hylaeus signatus",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 20 km N",NA,"i1_Gbif_18285"
"18286",36.83801,-2.47036,"Colletidae","Hylaeus signatus",1974,6,21,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA,"Andalusia","Almeria",NA,"i1_Gbif_18286"
"18287",41.84528,-4.72743,"Colletidae","Hylaeus signatus",1974,6,5,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid, 21 km N",NA,"i1_Gbif_18287"
"18288",41.6529,-4.7284,"Colletidae","Hylaeus signatus",1974,6,22,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid",NA,"i1_Gbif_18288"
"18289",41.6529,-4.7284,"Colletidae","Hylaeus signatus",1974,6,12,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA,"Castile and León","Valladolid",NA,"i1_Gbif_18289"
"18290",41.70376,0.62073,"Colletidae","Colletes marginatus",1974,6,14,NA,"M. Kuhlmann 2003",NA,"Huesca","Lerida, 10 km N",NA,"i1_Gbif_18290"
"18291",41.1667,1.31667,"Colletidae","Hylaeus angustatus",1974,7,15,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18291"
"18292",41.1667,1.31667,"Colletidae","Hylaeus hyalinatus",1974,7,18,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18292"
"18293",41.1667,1.31667,"Colletidae","Hylaeus hyalinatus",1974,7,18,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18293"
"18294",41.1667,1.31667,"Colletidae","Hylaeus variegatus",1974,7,15,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18294"
"18295",41.1667,1.31667,"Colletidae","Hylaeus variegatus",1974,7,18,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18295"
"18296",41.1667,1.31667,"Colletidae","Hylaeus variegatus",1974,7,18,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18296"
"18297",41.1667,1.31667,"Colletidae","Hylaeus sulphuripes",1974,7,15,NA,NA,NA,NA,"Tarragona, Catllar",NA,"i1_Gbif_18297"
