title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Iberian Bee Database,Bees are a diverse group with more than 1000 species described in the Iberian Peninsula. This is a collaborative effort to collate and curate a database of bee occurrences.,2022-01-01,TBA,"Biodiversity, Apoidea, Pollinators, Phenology",CC-by,NA,Iberian peninsula,44.15,4.76,35.67,-10.13,Polygon,1900-01-01,2022-12-31
