"Id","CodigoColeccion","nNoCatalogo","Ejs","Familia","Subfamilai","Genero","Subgenero","Especie","Subespecie","Autor.taxon","Localidad.en.etiqueta","Localidad","Municipio","Provincia","Autonomia","Pais","Fecha.colecta.en.etiqueta","Colector","Fecha.captura","Notas.captura","Altitud","UTM","Sexo","Procedencia","Determino","Anho.determ"
1728,"MNCN_Ent",273067,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","El Escorial","San Lorenzo de El Escorial",NA,"Madrid","Madrid","España","10-5-24","Dusmet","10/05/1924",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1732,"MNCN_Ent",273071,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Sierra de Guadarrama/Cercedilla","Cercedilla",NA,"Madrid","Madrid","España","14-5-19","Dusmet","14/05/1919",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1711,"MNCN_Ent",273059,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaverde","Villaverde",NA,"Madrid","Madrid","España","17-3-6","Dusmet","17/03/1906",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1691,"MNCN_Ent",273061,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","19-4-1","Dusmet","19/04/1901",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1731,"MNCN_Ent",273070,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Sierra de Guadarrama","Sierra de Guadarrama",NA,NA,NA,"España","23-5-34","Dusmet","23/05/1934",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1720,"MNCN_Ent",273066,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","El Escorial","San Lorenzo de El Escorial",NA,"Madrid","Madrid","España","25-4-33","J. Dusmet","25/04/1933",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1734,"MNCN_Ent",273073,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Barcelona Flare-blanc","Barcelona",NA,"Barcelona","Cataluña","España","27.III.98","sin datos","27/03/1898",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1735,"MNCN_Ent",273074,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Barcelona Vallvidrera","Barcelona",NA,"Barcelona","Cataluña","España","4.IV.98","sin datos","04/04/1898",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1677,"MNCN_Ent",273054,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","9-4-903","G. Mercet","09/04/1903",NA,NA,NA,"hembra","Colección Gª Mercet","P. Álvarez",2020
1730,"MNCN_Ent",273069,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","C. Campo","Torrelodones",NA,"Madrid","Madrid","España","Abril","sin datos","04/19[??]",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1719,"MNCN_Ent",273064,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Escorial","San Lorenzo de El Escorial",NA,"Madrid","Madrid","España","sin datos","Arias","1903-1908",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1723,"MNCN_Ent",273058,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaverde","Villaverde",NA,"Madrid","Madrid","España","sin datos","Arias","1905-1908",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1724,"MNCN_Ent",273065,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Escorial","San Lorenzo de El Escorial",NA,"Madrid","Madrid","España","sin datos","Arias","1903-1908",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1729,"MNCN_Ent",273068,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Torrelodones","Torrelodones",NA,"Madrid","Madrid","España","sin datos","C. Bolivar","1923",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1658,"MNCN_Ent",273042,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1662,"MNCN_Ent",273040,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1661,"MNCN_Ent",273043,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1703,"MNCN_Ent",273041,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1680,"MNCN_Ent",273048,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1681,"MNCN_Ent",273049,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1676,"MNCN_Ent",273044,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1684,"MNCN_Ent",273045,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1679,"MNCN_Ent",273047,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1701,"MNCN_Ent",273046,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Chicote","1880-1890",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1692,"MNCN_Ent",273060,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Dusmet","sin datos",NA,NA,NA,"macho","Colección Dusmet","P. Álvarez",2020
1690,"MNCN_Ent",273062,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Dusmet","sin datos",NA,NA,NA,"hembra","Colección Dusmet","P. Álvarez",2020
1660,"MNCN_Ent",273026,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1652,"MNCN_Ent",273019,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1650,"MNCN_Ent",273028,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1648,"MNCN_Ent",273016,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1647,"MNCN_Ent",273017,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1668,"MNCN_Ent",273027,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1670,"MNCN_Ent",273025,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1671,"MNCN_Ent",273024,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1672,"MNCN_Ent",273023,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1673,"MNCN_Ent",273022,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1675,"MNCN_Ent",273020,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1646,"MNCN_Ent",273018,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1667,"MNCN_Ent",273029,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1727,"MNCN_Ent",273031,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1726,"MNCN_Ent",273032,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1725,"MNCN_Ent",273033,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1722,"MNCN_Ent",273034,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1674,"MNCN_Ent",273021,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1645,"MNCN_Ent",273030,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","Escalera","1891-1933",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1721,"MNCN_Ent",273039,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","F. [M.] Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1649,"MNCN_Ent",273015,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","F. [M.]Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1659,"MNCN_Ent",273014,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","F. [M.]Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1688,"MNCN_Ent",273056,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Los Molinos","Los Molinos",NA,"Madrid","Madrid","España","sin datos","G. Mercet","1902-1912",NA,NA,NA,"macho","Colección Gª Mercet","P. Álvarez",2020
1687,"MNCN_Ent",273055,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Los Molinos","Los Molinos",NA,"Madrid","Madrid","España","sin datos","G. Mercet","1902-1912",NA,NA,NA,"hembra","Colección Gª Mercet","P. Álvarez",2020
1685,"MNCN_Ent",273053,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","G. Mercet","1900-1917",NA,NA,NA,"macho","Colección Gª Mercet","P. Álvarez",2020
1716,"MNCN_Ent",271370,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1702,"MNCN_Ent",271376,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1704,"MNCN_Ent",271374,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1705,"MNCN_Ent",271373,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1706,"MNCN_Ent",271365,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1707,"MNCN_Ent",271364,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1708,"MNCN_Ent",271363,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1709,"MNCN_Ent",271362,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1712,"MNCN_Ent",271366,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1666,"MNCN_Ent",273035,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1713,"MNCN_Ent",271367,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1718,"MNCN_Ent",271372,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1715,"MNCN_Ent",271369,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1657,"MNCN_Ent",273007,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1717,"MNCN_Ent",271371,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1700,"MNCN_Ent",271378,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1665,"MNCN_Ent",273036,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1710,"MNCN_Ent",271377,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1664,"MNCN_Ent",273037,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1663,"MNCN_Ent",273038,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1651,"MNCN_Ent",273013,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1653,"MNCN_Ent",273011,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1654,"MNCN_Ent",273010,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1655,"MNCN_Ent",273009,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1656,"MNCN_Ent",273008,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1714,"MNCN_Ent",271368,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1644,"MNCN_Ent",273005,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1698,"MNCN_Ent",271380,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1643,"MNCN_Ent",273012,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1697,"MNCN_Ent",271381,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1696,"MNCN_Ent",271382,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1695,"MNCN_Ent",273003,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1694,"MNCN_Ent",271375,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1678,"MNCN_Ent",273006,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1699,"MNCN_Ent",271379,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1686,"MNCN_Ent",271361,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1669,"MNCN_Ent",273004,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaviciosa","Villaviciosa de Odón",NA,"Madrid","Madrid","España","sin datos","M. Escalera","1891-1933",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1693,"MNCN_Ent",273052,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Mercet","1900-1917",NA,NA,NA,"macho",NA,"P. Álvarez",2020
1736,"MNCN_Ent",273057,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Villaverde","Villaverde",NA,"Madrid","Madrid","España","sin datos","Mercet","1902-1906",NA,NA,NA,"macho","Colección Gª Mercet","P. Álvarez",2020
1682,"MNCN_Ent",273050,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Mercet","1900-1917",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1683,"MNCN_Ent",273051,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Mercet","1900-1917",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1689,"MNCN_Ent",273063,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","sin datos","Sanz","sin datos",NA,NA,NA,"hembra","Colección Dusmet","P. Álvarez",2020
1733,"MNCN_Ent",273072,1,"Andrenidae","Andreninae","Andrena","Biareolina","lagopus",NA,"Latreille, 1809","Madrid","Madrid",NA,"Madrid","Madrid","España","V-1936","Gil Collado","05/1936",NA,NA,NA,"hembra",NA,"P. Álvarez",2020
1740,"MNCN_Ent",274165,1,"Andrenidae","Andreninae","Andrena","Charitandrena","hattorfiana",NA,"(Fabricius, 1775)","Valle de Ordesa Prov. De Huesca","Valle de Ordesa",NA,"Huesca","Aragón","España","11-12-VII-1943","Exp. Inst. de Entomología","11-12/07/1943",NA,"1.300 m.",NA,"hembra",NA,"P. Álvarez",2020
1739,"MNCN_Ent",274166,1,"Andrenidae","Andreninae","Andrena","Charitandrena","hattorfiana",NA,"(Fabricius, 1775)","V. de Ordesa","Valle de Ordesa",NA,"Huesca","Aragón","España","26-7-18","Dusmet","26/07/1918",NA,NA,NA,"hembra","Colección Dusmet","P. Álvarez",2020
1741,"MNCN_Ent",274164,1,"Andrenidae","Andreninae","Andrena","Charitandrena","hattorfiana",NA,"(Fabricius, 1775)","Valle de Ordesa","Valle de Ordesa",NA,"Huesca","Aragón","España","Agosto 1931","Dusmet","08/1931",NA,NA,NA,"hembra","Colección Dusmet","P. Álvarez",2020
