"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780606500","-2.8103869300","<1km",2020,5,18,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_47","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780270000","-2.8103655100","<1km",2020,5,18,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_48","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780650000","-2.8103601100","<1km",2020,5,18,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_49","Ainhoa Magrach",NA,NA
"Bombus","terrestris",NA,"Spain","Bizkaia","Orozko","43.0760673100","-2.8250790000","<1km",2020,5,19,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Lathyrus linifolius","BC3_51","Ainhoa Magrach",NA,NA
"Bombus","terrestris",NA,"Spain","Bizkaia","Orozko","43.055566292309209","-2.857616178638630","<1km",2020,5,21,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Scorzonera humilis ","BC3_65","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809924900","-2.8188902200","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_77","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0809584300","-2.8188609300","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_84","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0809584300","-2.8188609300","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_88","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0810680800","-2.8188706600","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_91","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0810048600","-2.8188943400","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_92","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809466300","-2.8190001500","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_99","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0809600500","-2.8188883800","<1km",2020,5,22,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_106","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780182900","-2.8104191400","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_112","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780606500","-2.8103869300","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_113","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781275300","-2.8105084300","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_114","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780685600","-2.8104906000","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_115","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780383500","-2.8103464300","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_116","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780453400","-2.8103541700","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_117","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0782048500","-2.8105149200","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_118","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781126300","-2.8103970100","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_119","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780895300","-2.8105138300","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_120","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781175000","-2.8105447900","<1km",2020,5,24,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_121","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.075945553356867","-2.825165142545641","<1km",2020,5,28,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Lotus corniculatus","BC3_189","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0808704200","-2.8188764500","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_205","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0808781100","-2.8188701000","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_207","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0808971400","-2.8189836900","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_208","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809138800","-2.8189266700","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_209","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809419500","-2.8189896500","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_211","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809757400","-2.8189472400","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_212","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809138800","-2.8189266700","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_213","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0808984900","-2.8189394300","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_214","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0808861200","-2.8189353200","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_215","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809397400","-2.8188189200","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_216","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0809185600","-2.8189371700","<1km",2020,5,29,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_217","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0781502300","-2.8104702700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_232","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0780353100","-2.8103905300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_235","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0781161900","-2.8105275100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_238","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0780379500","-2.8104250900","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_239","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781511500","-2.8105662100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_256","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781642200","-2.8104857600","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_257","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780379500","-2.8104250900","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_258","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780383500","-2.8103464300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_259","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780383500","-2.8103464300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_260","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780689600","-2.8104119500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_268","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781105100","-2.8105370500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_272","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780353100","-2.8103905300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_275","Ainhoa Magrach",NA,NA
"Bombus","lapidarius",NA,"Spain","Bizkaia","Orozko","43.0781834700","-2.8105703500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_278","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781161900","-2.8105275100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_281","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780785900","-2.8104542500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_283","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781035200","-2.8105293100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_284","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780353100","-2.8103905300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_286","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780309600","-2.8104173400","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_287","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780746300","-2.8104024100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_288","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780453400","-2.8103541700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_289","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780523400","-2.8103619100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_290","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781821600","-2.8105530700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_292","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781249000","-2.8104738700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_295","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780646000","-2.8104387700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_298","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780549700","-2.8103964700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_300","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780855800","-2.8104619900","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_301","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780405900","-2.8104596400","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_302","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781192200","-2.8104834100","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_303","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780606500","-2.8103869300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_309","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.078169493796","-2.81055487692074","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Ajuga reptans","BC3_312","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780859800","-2.8103833300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_316","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780995600","-2.8104774700","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_317","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780479800","-2.8103887300","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_318","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780593300","-2.8103696500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_319","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780623700","-2.8103255500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_320","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0781611800","-2.8105298500","<1km",2020,5,25,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Vicia pyrenaica","BC3_321","Ainhoa Magrach",NA,NA
"Bombus","pascuorum",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Viola sp","BC3_tran2","Ainhoa Magrach",NA,NA
"Apis","mellifera",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Taraxacum sp.","BC3_tran3","Ainhoa Magrach",NA,NA
"Apis","melifera",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Taraxacum sp.","BC3_tran4","Ainhoa Magrach",NA,NA
"Apis","mellifera",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Taraxacum sp.","BC3_tran5","Ainhoa Magrach",NA,NA
"Apis","mellifera",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Taraxacum sp.","BC3_tran6","Ainhoa Magrach",NA,NA
"Apis","mellifera",NA,"Spain","Bizkaia","Orozko","43.0780985800","-2.8098968300","<1km",2020,4,16,NA,NA,"Paula Dominguez","Paula Dominguez",0,0,0,1,NA,"Taraxacum sp.","BC3_tran7","Ainhoa Magrach",NA,NA
