"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..Collection.place.within.<XX.radius.of.the.provided.coordinate..For.example:.<10m;.<100m;.<1km;.<10km)","Year","Month","day","Start.date","End.Date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Collection.Location_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Anthidium","manicatum",NA,"Portugal","Beira Litoral","Coimbra",40206514,-8424495,"<1 km",2015,"Agosto",NA,2015-08-06,2015-08-20,"J. Costa","J. Costa",0,0,0,1,"10.3732/ajb.1600408","Lythrum salicaria",NA,"Joana Costa, Sílvia Castro, João Loureiro, Spencer C. H. Barrett",NA,NA
"Xylocopa","violacea",NA,"Portugal","Beira Litoral","Coimbra",40206514,-8424495,"<1 km",2015,"Agosto",NA,2015-08-06,2015-08-20,"J. Costa","J. Costa",0,0,0,1,"10.3732/ajb.1600408","Lythrum salicaria",NA,"Joana Costa, Sílvia Castro, João Loureiro, Spencer C. H. Barrett",NA,NA
"Apis ","mellifera",NA,"Portugal","Beira Litoral","Coimbra",40206514,-8424495,"<1 km",2015,"Agosto",NA,2015-08-06,2015-08-20,"J. Costa","J. Costa",0,0,0,1,"10.3732/ajb.1600408","Lythrum salicaria",NA,"Joana Costa, Sílvia Castro, João Loureiro, Spencer C. H. Barrett",NA,NA
"Andrena","sp.",NA,"Portugal","Beira Litoral","Cortagaça",40.940278,-8.655278,"<2km",2012,"Março",9,NA,NA,"J. Costa","J. Costa",0,0,0,1,"10.1080/11263504.2014.991363","Oxalis pes-caprae",NA,"Joana Costa, Sílvia Castro, João Loureiro, Victoria Ferrero, Mariana Castro, Andreia Jorge, Ana Afonso",NA,NA
"Eucera ","sp.",NA,"Portugal","Beira Litoral","Torres do Mondego",40205061,-8356154,"<2km",2014,"Agosto",NA,NA,NA,"J. Costa","J. Costa",0,0,0,1,NA,"Lythrum salicaria",NA,NA,NA,NA
