Genus,species,subspecies,year,latitude,longitude
Bombus,magnus,,2018,42.90046,-5.42149
Bombus,mendax,,2018,42.90046,-5.42149
Bombus,mendax,,2018,42.90046,-5.42149
Bombus,mendax,,2018,42.90046,-5.42149
Bombus,mesomelas,,2018,42.90046,-5.42149
Bombus,mesomelas,vasco,2018,42.90046,-5.42149
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07574,-5.39723
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2017,43.07307,-5.38774
Bombus,mesomelas,,2018,43.53293,-5.37542
Bombus,mesomelas,,2018,43.53293,-5.37542
Bombus,mesomelas,,2018,43.53293,-5.37542
Bombus,mesomelas,,2018,43.53293,-5.37542
Bombus,mesomelas,,2018,43.26419,-5.33358
Bombus,mesomelas,,2018,43.26419,-5.33358
Bombus,mesomelas,,2018,43.26419,-5.33358
Bombus,mesomelas,,2018,43.26419,-5.33358
Bombus,mesomelas,,2017,43.4467,-5.24993
Bombus,mesomelas,,2017,43.4467,-5.24993
Bombus,mesomelas,,2017,43.4467,-5.24993
Bombus,mesomelas,,2017,43.4467,-5.24993
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.11591,-5.24866
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.43335,-5.24511
Bombus,mesomelas,,2017,43.42338,-5.23474
Bombus,mesomelas,,2017,43.42338,-5.23474
Bombus,mesomelas,,2017,43.42338,-5.23474
Bombus,mesomelas,,2017,43.42338,-5.23474
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2017,43.17549,-5.22374
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2018,43.07175,-5.22041
Bombus,mesomelas,,2017,43.43805,-5.21056
Bombus,mesomelas,,2017,43.43805,-5.21056
Bombus,mesomelas,,2017,43.43805,-5.21056
Bombus,mesomelas,,2017,43.43805,-5.21056
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,vasco,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0402,-5.21002
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.0458,-5.20405
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,,2017,43.03511,-5.19658
Bombus,mesomelas,vasco,2017,43.03511,-5.19658
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03322,-5.19113
Bombus,monticola,vasco,2017,43.03322,-5.19113
Bombus,monticola,,2017,43.03962,-5.19047
Bombus,monticola,,2017,43.03962,-5.19047
Bombus,monticola,,2017,43.03962,-5.19047
Bombus,montincola,,2017,43.03962,-5.19047
Bombus,montincola,,2017,43.03962,-5.19047
Bombus,montincola,vasco,2017,43.03962,-5.19047
Bombus,montincola,,2018,43.13306,-5.18719
Bombus,montincola,,2018,43.13306,-5.18719
Bombus,montincola,,2018,43.13306,-5.18719
Bombus,montincola,,2018,43.16717,-5.09799
Bombus,mucidus,,2018,43.16717,-5.09799
Bombus,mucidus,,2018,43.16717,-5.09799
Bombus,mucidus,,2018,43.16717,-5.09799
Bombus,mucidus,,2018,43.16717,-5.09799
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.17235,-5.09168
Bombus,mucidus,,2018,43.25147,-5.00633
Bombus,mucidus,,2018,43.25147,-5.00633
Bombus,mucidus,,2018,43.25147,-5.00633
Bombus,mucidus,,2018,43.25147,-5.00633
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Mendacibombus ,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2018,43.21737,-4.97077
Bombus,mucidus,,2017,43.17453,-4.80997
Bombus,mucidus,,2017,43.20544,-4.80162
Bombus,mucidus,,2017,43.20544,-4.80162
Mendacibombus ,mucidus,,2017,43.20544,-4.80162
Bombus,mucidus,vasco,2017,43.20544,-4.80162
Bombus,muscorum,,2018,42.94491,-4.79537
Bombus,muscorum,,2018,42.94491,-4.79537
Bombus,muscorum,,2017,43.20813,-4.79508
Bombus,muscorum,,2017,43.20813,-4.79508
Bombus,muscorum,,2017,43.20813,-4.79508
Bombus,muscorum,,2018,42.94223,-4.7942
Bombus,muscorum,,2018,42.94223,-4.7942
Bombus,muscorum,,2018,42.94394,-4.79347
Bombus,muscorum,,2018,42.94394,-4.79347
Bombus,muscorum,,2018,43.08497,-4.79138
Bombus,muscorum,,2018,43.08497,-4.79138
Bombus,muscorum,,2018,43.08497,-4.79138
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,42.9353,-4.77791
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2018,43.08089,-4.77739
Bombus,muscorum,,2017,43.20344,-4.77242
Bombus,muscorum,,2017,43.20344,-4.77242
Bombus,muscorum,,2017,43.20344,-4.77242
Bombus,muscorum,,2017,43.20344,-4.77242
Bombus,muscorum,,2017,43.20344,-4.77242
Bombus,muscorum,vasco,2017,43.20344,-4.77242
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2018,43.14653,-4.76595
Bombus,pascuorum,,2017,43.33224,-4.75528
Bombus,pascuorum,,2017,43.33224,-4.75528
Bombus,pascuorum,,2017,43.33224,-4.75528
Bombus,pascuorum,,2017,43.33224,-4.75528
Bombus,pascuorum,,2017,43.33224,-4.75528
Bombus,pascuorum,,2017,43.02869,-4.74292
Bombus,pascuorum,vasco,2017,43.02869,-4.74292
Bombus,pascuorum,vasco,2017,43.03347,-4.7412
Bombus,pascuorum,vasco,2017,43.0499,-4.73784
Bombus,pascuorum,,2017,43.19431,-4.73344
Bombus,pascuorum,,2017,43.1952,-4.72824
Bombus,pascuorum,,2017,43.1952,-4.72824
Bombus,pascuorum,,2017,43.1952,-4.72824
Bombus,pascuorum,vasco,2017,43.1952,-4.72824
Bombus,pascuorum,,2017,43.20051,-4.7179
Bombus,pascuorum,,2017,43.20051,-4.7179
Bombus,pascuorum,,2017,43.20051,-4.7179
Bombus,pascuorum,,2017,43.20051,-4.7179
Mendacibombus ,pascuorum,,2017,43.20051,-4.7179
Bombus,pascuorum,,2017,43.20051,-4.7179
Bombus,pascuorum,,2017,43.33357,-4.71651
Bombus,pascuorum,,2017,43.33357,-4.71651
Bombus,pascuorum,,2017,43.33357,-4.71651
Bombus,pascuorum,,2017,43.33357,-4.71651
Bombus,pascuorum,,2017,43.33357,-4.71651
Bombus,pascuorum,,2018,42.96075,-4.67148
Bombus,pascuorum,,2018,42.96075,-4.67148
Bombus,pascuorum,,2017,43.37322,-4.6697
Bombus,pascuorum,,2017,43.37322,-4.6697
Bombus,pascuorum,,2017,43.37322,-4.6697
Bombus,pascuorum,,2017,43.37322,-4.6697
Bombus,pascuorum,,2017,43.37322,-4.6697
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2017,43.37419,-4.65712
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.14431,-4.52193
Bombus,pascuorum,,2018,43.15134,-4.47775
Bombus,pascuorum,,2018,43.15134,-4.47775
Bombus,pascuorum,,2018,43.15134,-4.47775
Bombus,pascuorum,,2018,43.15134,-4.47775
Bombus,pascuorum,,2018,42.89114,-5.4223
Bombus,pascuorum,,2018,42.90046,-5.42149
Bombus,pascuorum,,2017,42.93458,-5.61867
Bombus,pascuorum,,2018,42.94491,-4.79537
Bombus,pascuorum,,2018,42.96075,-4.67148
Bombus,pascuorum,,2017,42.9804,-5.76897
Bombus,pascuorum,,2018,42.98279,-6.16053
Bombus,pascuorum,,2018,42.99236,-6.42394
Bombus,pascuorum,,2017,42.99301,-5.92504
Bombus,pascuorum,,2017,42.99301,-5.92504
Bombus,pascuorum,,2017,42.99554,-5.88346
Bombus,pascuorum,,2017,43.00374,-5.86494
Bombus,pascuorum,,2017,43.00374,-5.86494
Bombus,pascuorum,,2018,43.00809,-5.90992
Bombus,pascuorum,,2017,43.01055,-5.91644
Bombus,pascuorum,,2018,43.01283,-5.95641
Bombus,pascuorum,,2017,43.01474,-5.95023
Bombus,pascuorum,,2017,43.02188,-6.11989
Bombus,pascuorum,,2017,43.02331,-6.12452
Bombus,pascuorum,,2017,43.02519,-6.05293
Bombus,pascuorum,,2017,43.02519,-6.05293
Bombus,pascuorum,,2017,43.02572,-6.15077
Bombus,pascuorum,,2017,43.02572,-6.15077
Bombus,pascuorum,,2017,43.02683,-6.05863
Bombus,pascuorum,,2017,43.02683,-6.05863
Bombus,pascuorum,,2018,43.03255,-6.09766
Bombus,pascuorum,,2017,43.03322,-5.19113
Bombus,pascuorum,,2018,43.03449,-5.61841
Bombus,pascuorum,,2017,43.03511,-5.19658
Bombus,pascuorum,,2017,43.03885,-5.47858
Bombus,pascuorum,,2017,43.03908,-5.93616
Bombus,pascuorum,,2017,43.03962,-5.19047
Bombus,pascuorum,,2017,43.03962,-5.19047
Bombus,pascuorum,,2017,43.0402,-5.21002
Bombus,pascuorum,,2017,43.0402,-5.21002
Bombus,pascuorum,,2017,43.04377,-6.17313
Bombus,pascuorum,,2017,43.04459,-5.51294
Bombus,pascuorum,,2017,43.04459,-5.51294
Bombus,pascuorum,,2017,43.04526,-6.18698
Bombus,pascuorum,,2017,43.04526,-6.18698
Bombus,pascuorum,,2017,43.0458,-5.20405
Bombus,pascuorum,,2017,43.04634,-6.18105
Bombus,pascuorum,,2017,43.0499,-4.73784
Bombus,pascuorum,,2018,43.05547,-6.09167
Bombus,pascuorum,,2017,43.06984,-5.94066
Bombus,pascuorum,,2018,43.07175,-5.22041
Bombus,pascuorum,,2018,43.07175,-5.22041
Bombus,pascuorum,,2017,43.07307,-5.38774
Bombus,pascuorum,,2017,43.07574,-5.39723
Bombus,pascuorum,,2018,43.08089,-4.77739
Bombus,pascuorum,,2018,43.08497,-4.79138
Bombus,pratorum,,2017,43.10195,-6.05444
Bombus,pratorum,,2017,43.12444,-6.20177
Bombus,pratorum,,2018,43.12654,-6.00935
Bombus,pratorum,,2017,43.13255,-5.90008
Bombus,pratorum,,2017,43.13559,-6.19261
Bombus,pratorum,,2018,43.16717,-5.09799
Bombus,pratorum,,2017,43.19262,-6.11848
Bombus,pratorum,,2017,43.20813,-4.79508
Bombus,pratorum,,2017,43.22349,-6.11301
Bombus,pratorum,,2017,43.22956,-5.94028
Bombus,pratorum,,2017,43.22956,-5.94028
Bombus,pratorum,,2017,43.23344,-6.10927
Bombus,pratorum,,2017,43.23752,-5.93556
Bombus,pratorum,,2017,43.24796,-5.46593
Bombus,pratorum,,2018,43.25147,-5.00633
Bombus,pratorum,,2018,43.34179,-6.40533
Bombus,pratorum,,2018,43.56116,-6.16791
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,42.9566,-6.43807
Bombus,pratorum,,1988,43.04521,-6.71927
Bombus,pratorum,,1988,43.17687,-6.29949
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,42.9566,-6.43807
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.06539,-6.50554
Bombus,pratorum,,1988,43.40063,-6.13269
Bombus,pratorum,,1988,43.04565,-6.24815
Bombus,pratorum,,1988,43.09577,-6.00544
Bombus,pratorum,,1988,43.15674,-6.25815
Bombus,pratorum,,1988,43.10461,-6.21276
Bombus,pratorum,,1988,43.55256,-6.65036
Bombus,pratorum,,1988,43.25587,-6.57744
Bombus,pratorum,,1988,43.06539,-6.50554
Bombus,pratorum,,1988,43.17241,-6.2708
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.02439,-6.21769
Bombus,pratorum,,1988,43.04773,-6.21293
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,43.04521,-6.71927
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.07269,-6.30103
Bombus,pratorum,,1988,43.02439,-6.21769
Bombus,pratorum,,1988,43.05217,-6.14461
Bombus,pratorum,,1988,42.9566,-6.43807
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.06539,-6.50554
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,43.55931,-6.74452
Bombus,pratorum,,1988,43.17241,-6.2708
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,43.0687,-6.25505
Bombus,pratorum,,1988,43.04521,-6.71927
Bombus,pratorum,,1988,42.98908,-6.62814
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.27441,-6.67603
Bombus,pratorum,,1988,43.07269,-6.30103
Bombus,pratorum,,1988,43.02439,-6.21769
Bombus,pratorum,,1988,43.15674,-6.25815
Bombus,pratorum,,1988,43.17241,-6.2708
Bombus,pratorum,,1988,43.05217,-6.14461
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,pratorum,,1988,43.0687,-6.25505
Bombus,pratorum,,1988,42.9566,-6.43807
Bombus,pratorum,,1988,42.98908,-6.62814
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.06539,-6.50554
Bombus,pratorum,,1988,43.07269,-6.30103
Bombus,pratorum,,1988,43.04565,-6.24815
Bombus,pratorum,,1988,43.02439,-6.21769
Bombus,pratorum,,1988,43.02965,-6.22165
Bombus,pratorum,,1988,43.04773,-6.21293
Bombus,pratorum,,1988,43.05217,-6.14461
Bombus,pratorum,,1988,42.98777,-6.40881
Bombus,pratorum,,1988,43.04773,-6.21293
Bombus,pratorum,,1988,43.17687,-6.29949
Bombus,pratorum,,1988,43.56078,-6.61618
Bombus,pratorum,,1988,43.0687,-6.25505
Bombus,pratorum,,1988,43.56546,-6.18691
Bombus,pratorum,,1988,43.36301,-6.26839
Bombus,pratorum,,1988,42.98908,-6.62814
Bombus,pratorum,,1988,43.55931,-6.74452
Bombus,pratorum,,1988,43.09577,-6.00544
Bombus,pratorum,,1988,43.05217,-6.14461
Bombus,pratorum,,1988,43.10461,-6.21276
Bombus,pratorum,,1988,43.55256,-6.65036
Bombus,pratorum,,1988,43.0479,-6.23816
Bombus,quadricolor,,1988,43.25587,-6.57744
Bombus,quadricolor,,1988,43.36301,-6.26839
Bombus,quadricolor,,1988,42.98908,-6.62814
Bombus,quadricolor,,1988,43.06539,-6.50554
Bombus,quadricolor,,1988,43.40063,-6.13269
Bombus,quadricolor,,1988,43.04565,-6.24815
Bombus,ruderarius,,1988,43.09413,-6.25482
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.17241,-6.2708
Bombus,ruderarius,,1988,43.10461,-6.21276
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,43.56078,-6.61618
Bombus,ruderarius,,1988,43.01287,-6.44445
Bombus,ruderarius,,1988,43.56546,-6.18691
Bombus,ruderarius,,1988,43.04521,-6.71927
Bombus,ruderarius,,1988,42.98908,-6.62814
Bombus,ruderarius,,1988,43.07269,-6.30103
Bombus,ruderarius,,1988,43.15674,-6.25815
Bombus,ruderarius,,1988,43.10461,-6.21276
Bombus,ruderarius,,1988,43.55256,-6.65036
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,42.98777,-6.40881
Bombus,ruderarius,,1988,43.27441,-6.67603
Bombus,ruderarius,,1988,43.04565,-6.24815
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.04773,-6.21293
Bombus,ruderarius,,1988,43.05217,-6.14461
Bombus,ruderarius,,1988,43.02965,-6.22165
Bombus,ruderarius,,1988,43.25587,-6.57744
Bombus,ruderarius,,1988,42.98777,-6.40881
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,42.98777,-6.40881
Bombus,ruderarius,,1988,43.04773,-6.21293
Bombus,ruderarius,,1988,43.05217,-6.14461
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,42.9566,-6.43807
Bombus,ruderarius,,1988,43.04521,-6.71927
Bombus,ruderarius,,1988,42.98777,-6.40881
Bombus,ruderarius,,1988,43.06539,-6.50554
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.05217,-6.14461
Bombus,ruderarius,,1988,43.0687,-6.25505
Bombus,ruderarius,,1988,43.25587,-6.57744
Bombus,ruderarius,,1988,42.98777,-6.40881
Bombus,ruderarius,,1988,43.40063,-6.13269
Bombus,ruderarius,,1988,43.55931,-6.74452
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.04773,-6.21293
Bombus,ruderarius,,1988,43.17241,-6.2708
Bombus,ruderarius,,1988,43.55256,-6.65036
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,43.56078,-6.61618
Bombus,ruderarius,,1988,43.0687,-6.25505
Bombus,ruderarius,,1988,43.56546,-6.18691
Bombus,ruderarius,,1988,42.98908,-6.62814
Bombus,ruderarius,,1988,43.40063,-6.13269
Bombus,ruderarius,,1988,43.55931,-6.74452
Bombus,ruderarius,,1988,43.09577,-6.00544
Bombus,ruderarius,,1988,43.04773,-6.21293
Bombus,ruderarius,,1988,43.02965,-6.22165
Bombus,ruderarius,,1988,43.55256,-6.65036
Bombus,ruderarius,,1988,43.0479,-6.23816
Bombus,ruderarius,,1988,43.07269,-6.30103
Bombus,ruderarius,,1988,43.02439,-6.21769
Bombus,ruderarius,,1988,43.09577,-6.00544
Bombus,ruderarius,,1988,43.04773,-6.21293
Bombus,ruderarius,,1988,43.05217,-6.14461
Bombus,ruderarius,,1988,43.02965,-6.22165
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderarius,,2007,42.99064,-6.42845
Bombus,ruderarius,,2007,42.99483,-6.4354
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderarius,decipiens,2007,43.05813,-6.09001
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderarius,,2007,42.99067,-6.42431
Bombus,ruderarius,,2007,42.99064,-6.42845
Bombus,ruderarius,,2007,42.99483,-6.4354
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderarius,,2007,43.06393,-6.03507
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderarius,,2007,42.99483,-6.4354
Bombus,ruderarius,,2007,43.05813,-6.09001
Bombus,ruderatus,,2007,43.05813,-6.09001
Bombus,ruderatus,,2007,42.99067,-6.42431
Bombus,ruderatus,,2007,42.99483,-6.4354
Bombus,ruderatus,,2007,43.05813,-6.09001
Bombus,ruderatus,,2007,43.06393,-6.03507
Bombus,ruderatus,lectitatus,2007,42.99067,-6.42431
Bombus,ruderatus,ancaricus,2007,42.99064,-6.42845
Bombus,ruderatus,,2007,43.05813,-6.09001
Bombus,ruderatus,lectitatus,2007,43.05813,-6.09001
Bombus,ruderatus,ancaricus,2007,43.05813,-6.09001
Bombus,ruderatus,,2007,43.06393,-6.03507
Bombus,ruderatus,,2007,42.99067,-6.42431
Bombus,rupestris,,2007,42.99064,-6.42845
Bombus,rupestris,,2007,42.99483,-6.4354
Bombus,rupestris,,2007,43.05813,-6.09001
Bombus,rupestris,,2007,43.05813,-6.09001
Bombus,rupestris,,2007,43.06393,-6.03507
Bombus,rupestris,,2009,43.17687,-6.29949
Bombus,rupestris,,2009,43.59165,-6.23584
Bombus,rupestris,,2009,43.05217,-6.14461
Bombus,rupestris,,2009,43.04773,-6.21293
Bombus,rupestris,,2009,43.15176,-6.17876
Bombus,rupestris,,2009,43.05217,-6.14461
Bombus,rupestris,decipiens,2009,43.17687,-6.29949
Bombus,rupestris,decipiens,2009,43.04169,-6.11963
Bombus,rupestris,,2009,43.04521,-6.71927
Bombus,rupestris,decipiens,2009,42.98777,-6.40881
Bombus,rupestris,decipiens,2009,43.11094,-6.78275
Bombus,rupestris,,2009,43.11094,-6.78275
Bombus,rupestris,decipiens,2009,43.09577,-6.00544
Bombus,rupestris,,2009,43.09577,-6.00544
Bombus,rupestris,decipiens,2009,43.15176,-6.17876
Bombus,rupestris,lapidarius,2009,43.05217,-6.14461
Bombus,rupestris,,2009,43.04169,-6.11963
Bombus,rupestris,,2009,43.04521,-6.71927
Bombus,rupestris,,2009,42.98777,-6.40881
Bombus,rupestris,,2009,43.02439,-6.21769
Bombus,rupestris,,2009,43.09577,-6.00544
Bombus,rupestris,,2009,43.04773,-6.21293
Bombus,rupestris,,2009,43.05217,-6.14461
Bombus,rupestris,,2009,43.04169,-6.11963
Bombus,rupestris,,2009,43.02439,-6.21769
Bombus,sichelii,,2009,43.04773,-6.21293
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.04169,-6.11963
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.17687,-6.29949
Bombus,sichelii,,2009,43.15176,-6.17876
Bombus,sichelii,,2009,43.04169,-6.11963
Bombus,sichelii,,2009,43.04521,-6.71927
Bombus,sichelii,,2009,43.02439,-6.21769
Bombus,sichelii,,2009,43.04773,-6.21293
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.04169,-6.11963
Bombus,sichelii,,2009,43.04521,-6.71927
Bombus,sichelii,,2009,42.98777,-6.40881
Bombus,sichelii,,2009,43.04773,-6.21293
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,ancaricus,2009,43.04169,-6.11963
Bombus,sichelii,lectitatus,2009,43.04169,-6.11963
Bombus,sichelii,lectitatus,2009,43.04521,-6.71927
Bombus,sichelii,ancaricus,2009,43.04521,-6.71927
Bombus,sichelii,ancaricus,2009,42.98777,-6.40881
Bombus,sichelii,lectitatus,2009,42.98777,-6.40881
Bombus,sichelii,,2009,42.98777,-6.40881
Bombus,sichelii,lectitatus,2009,43.09577,-6.00544
Bombus,sichelii,ancaricus,2009,43.09577,-6.00544
Bombus,sichelii,,2009,43.09577,-6.00544
Bombus,sichelii,lectitatus,2009,43.15176,-6.17876
Bombus,sichelii,ancaricus,2009,43.15176,-6.17876
Bombus,sichelii,lectitatus,2009,43.05217,-6.14461
Bombus,sichelii,ancaricus,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.09577,-6.00544
Bombus,sichelii,,2009,43.02439,-6.21769
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.59165,-6.23584
Bombus,sichelii,,2009,43.17687,-6.29949
Bombus,sichelii,,2009,43.04169,-6.11963
Bombus,sichelii,,2009,42.98777,-6.40881
Bombus,sichelii,,2009,43.04773,-6.21293
Bombus,sichelii,,2009,43.15176,-6.17876
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,2009,43.59165,-6.23584
Bombus,sichelii,,2009,43.02439,-6.21769
Bombus,sichelii,,2009,43.05217,-6.14461
Bombus,sichelii,,1988,43.05764,-5.93082
Bombus,sichelii,,1988,43.15175,-5.2769
Bombus,sichelii,,1988,43.65716,-5.85463
