Published by,Author,doi,local_id,family,genus,species,subspecies,sex,individuals,collector,taxonomist,m_plant_genus,m_plant_species,Other plants,day,month,year,Altitude (m),UTM,lat,long,"Precision (GPS, 1km,2km,...)",location,Province,country,Notes,editor
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Heliotaurus,Heliotaurus ruficolli,,,,J. Herrera,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Heliotaurus,Heliotaurus ruficolli,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthaxia,Anthaxia parallela,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthaxia,Anthaxia dimidiata,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthaxia,Anthaxia dimidiata,,,,,"Cobos, A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Acmaeodera,Acmaeodera,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Acmaeodera,Acmaeodera,,,,,"Cobos, A.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Malthodes,Malthodes,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Nustera,Nustera distigma,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Nustera,Nustera distigma,,,,,"Cobos, A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Deilus,Deilus,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Deilus,Deilus,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Coptocephala,Coptocephala unifasciata,,,,,"Cobos, A.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Coptocephala,Coptocephala unifasciata,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Coptocephala,Coptocephala scopolina,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Tychius,Tychius,,,,,"Cobos, A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lobonyx,Lobonyx aeneus,,,,,"Cobos, A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lobonyx,Lobonyx aeneus,,,,,"Cobos, A.",Helianthemum,Helianthemum croceum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lobonyx,Lobonyx aeneus,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lobonyx,Lobonyx aeneus,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lobonyx,Lobonyx aeneus,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Helianthemum,Helianthemum croceum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Osyris,Osyris alba,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Anthrenus,Anthrenus,,,,,"Cobos, A.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Attagenus,Attagenus,,,,,"Cobos, A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Cardiophorus,Cardiophorus bipunctatus,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Malachius,Malachius,,,,,"Cobos, A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Malachius,Malachius,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Malachius,Malachius,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mylabrix,Mylabrix,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Chasmatopterus,Chasmatopterus,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Chasmatopterus,Chasmatopterus,,,,,"Cobos, A.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Hymenoplia,Hymenoplia,,,,,"Cobos, A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mordellistena,Mordellistena,,,,,"Cobos, A.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mordellistena,Mordellistena,,,,,"Cobos, A.",Helianthemum,Helianthemum croceum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mordellistena,Mordellistena,,,,,"Cobos, A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mordellistena,Mordellistena,,,,,"Cobos, A.",Osyris,Osyris alba,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Mordellistena,Mordellistena,,,,,"Cobos, A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius argentifrons,,,,,"Báez, J., Bowden, J.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius ater,,,,,"Báez, J., Bowden, J.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius ater,,,,,"Báez, J., Bowden, J.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius fulvescens,,,,,"Báez, J., Bowden, J.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius torquatus,,,,,"Báez, J., Bowden, J.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius torquatus,,,,,"Báez, J., Bowden, J.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Bombylius,Bombylius torquatus,,,,,"Báez, J., Bowden, J.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Dischistus,Dischistus senex,,,,,"Báez, J., Bowden, J.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Conophorus,Conophorus fuminervis,,,,,"Báez, J., Bowden, J.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Conophorus,Conophorus fuminervis,,,,,"Báez, J., Bowden, J.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lomatia,Lomatia infernalis,,,,,"Báez, J., Bowden, J.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lomatia,Lomatia infernalis,,,,,"Báez, J., Bowden, J.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Exoprosopa,Exoprosopa italica,,,,,"Báez, J., Bowden, J.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Petrorossia,Petrorossia,,,,,"Báez, J., Bowden, J.",Myrtus,Myrtus communis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Petrorossia,Petrorossia,,,,,"Báez, J., Bowden, J.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Cistus,Cistus libanotis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Helichrysum,Helichrysum picardii,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Halimium,Halimium halimifolium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Phthiria,Phthiria,,,,,"Báez, J., Bowden, J.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Lavandula,Lavandula stoechas,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Armeria,Armeria velutina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Osyris,Osyris quadripartita,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Rubus,Rubus ulmifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Erica,Erica ciliaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Ulex,Ulex parviflorus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis tenax,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis arbustorum,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis pratorum,,,,,"Marcos, M. A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis pratorum,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalis,Eristalis pratorum,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalodes,Eristalodes taeniops,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalodes,Eristalodes taeniops,,,,,"Marcos, M. A.",Asparagus,Asparagus aphyllus,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Eristalodes,Eristalodes taeniops,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus balteatus,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus balteatus,,,,,"Marcos, M. A.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus balteatus,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus auricollis,,,,,"Marcos, M. A.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus auricollis,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus auricollis,,,,,"Marcos, M. A.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Episyrphus,Episyrphus auricollis,,,,,"Marcos, M. A.",Ulex,Ulex minor,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Chrysotoxum,Chrysotoxum intermedium,,,,,"Marcos, M. A.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lathyrophtalmus,Lathyrophtalmus aeneus,,,,,"Marcos, M. A.",Halimium,Halimium commutatum,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lathyrophtalmus,Lathyrophtalmus aeneus,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lathyrophtalmus,Lathyrophtalmus quinquelineatus,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Lathyrophtalmus,Lathyrophtalmus quinquelineatus,,,,,"Marcos, M. A.",Calluna,Calluna vulgaris,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Melanostoma,Melanostoma mellinum,,,,,"Marcos, M. A.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Metasyrphus,Metasyrphus corollae,,,,,"Marcos, M. A.",Rosmarinus,Rosmarinus officinalis,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Metasyrphus,Metasyrphus corollae,,,,,"Marcos, M. A.",Osyris,Osyris quadripartita,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Metasyrphus,Metasyrphus corollae,,,,,"Marcos, M. A.",Daphne,Daphne gnidium,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Metasyrphus,Metasyrphus corollae,,,,,"Marcos, M. A.",Smilax,Smilax aspera,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Metasyrphus,Metasyrphus corollae,,,,,"Marcos, M. A.",Ulex,Ulex minor,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria scripta,,,,,"Marcos, M. A.",Cistus,Cistus salvifolius,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
"Journal of Ecology (1988), 76, 274-287","Herrera, J.",,,,Sphaerophoria,Sphaerophoria scripta,,,,,"Marcos, M. A.",Thymus,Thymus mastichina,,,,1983,,,37.046761,-6.44979,,Doñana National Park,Huelva,Spain,Year from 1982-1984,Blake
