Published by,Author,doi,local_id,family,genus,species,subspecies,sex,individuals,collector,taxonomist,m_plant_genus,m_plant_species,Other plants,day,month,year,Altitude (m),UTM,lat,long,"Precision (GPS, 1km,2km,...)",location,Province,country,Notes,editor
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mesomelas,,F,1,C. Ornosa,,,,"Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",11,7,2009,1589-1882,,42.957496,-1.09371,,Abodi,Navarra,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mucidus,Bombus mucidus mollis,F,1,C. Ornosa,,,,"Cirsium acaule, Gentiana lutea, Lotus corniculatus, Trifolium repens",23,7,2009,1589-1882,,42.313394,2.365487,,Camprodón,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mucidus,Bombus mucidus mollis,F,1,C. Ornosa,,,,"Cirsium acaule, Gentiana lutea, Lotus corniculatus, Trifolium repens",25,7,2009,1589-1882,31T 414014 4688456,42.343611,1.956111,,La Molina,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mucidus,Bombus mucidus mollis,Q,1,C. Ornosa,,,,"Cirsium acaule, Gentiana lutea, Lotus corniculatus, Trifolium repens",10,7,2013,1589-1882,31T 258720 4728559,42.671667,0.055556,,Ordesa,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mucidus,Bombus mucidus mollis,Q,1,C. Ornosa,,,,"Cirsium acaule, Gentiana lutea, Lotus corniculatus, Trifolium repens",10,7,2013,1589-1882,,42.654442,0.00228,,Gradas de Soaso,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus mucidus,Bombus mucidus mollis,Q,1,C. Ornosa,,,,"Cirsium acaule, Gentiana lutea, Lotus corniculatus, Trifolium repens",11,7,2013,1310-2175,,42.638393,-0.048069,,Las cutas,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus muscorum,,F,7,C. Ornosa,,,,"Centaurea scabiosa, Digitalis purpurea, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Prunella vulgaris, Silene acaulis, Trifolium pratense, Trifolium repens",14,7,2011,1310-1800,31T 297641 4719346,42.6,0.533333,,Chía-Benasque,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus muscorum,,Q,1,C. Ornosa,,,,"Centaurea scabiosa, Digitalis purpurea, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Prunella vulgaris, Silene acaulis, Trifolium pratense, Trifolium repens",10,7,2013,1310-2175,,42.654442,0.00228,,Gradas de Soaso,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus muscorum,,F,1,P. de la Rúa,,,,"Centaurea scabiosa, Digitalis purpurea, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Prunella vulgaris, Silene acaulis, Trifolium pratense, Trifolium repens",9,8,2014,1532-1800,,42.69435,-0.107914,,San Nicolás de Bujuarelo,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus muscorum,,F,2,C. Ornosa,,,,"Centaurea scabiosa, Digitalis purpurea, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Prunella vulgaris, Silene acaulis, Trifolium pratense, Trifolium repens",10,7,2009,1310-1800,,42.865475,-0.812954,,Zuriza,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,F,2,C. Ornosa,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",9,7,2015,1440-2800,31T 414014 4688456,42.343611,1.956111,,La Molina,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,Q,1,B. Guzmán,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",13,6,2013,1000,31T 431710 4684467,42.309444,2.171389,,Ribes de Freser,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,F,6,F. Torres,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",9,7,2015,1000,31T 431710 4684467,42.309444,2.171389,,Ribes de Freser,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,F,4,C. Ornosa,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",8,7,2015,850-1950,,42.235872,2.288452,,Sant Joan de Abadesses,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,F,1,F. Torres,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",8,7,2014,1440-2800,,42.574622,1.090097,,Espot,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,F,1,C. Ornosa,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",9,8,2014,1532-1950,,42.69435,-0.107914,,San Nicolás de Bujuarelo,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum freygessneri,Q,1,C. Ornosa,,,,"Acinos alpinum, Asarina procumbens, Echium plantagineum, Malva sylvestris, Medicago sativa, Rhododendron ferrugineum, Trifolium repens",8,7,2014,1440-2800,,42.575248,0.932288,,Estany Sant Maurici,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,3,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",25,7,2009,960-1992,,"42.372136, 1.774055","42.372136, 1.774055",,Bellver de Cerdanya,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,3,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",25,7,2009,1589-1882,31T 414014 4688456,42.343611,1.956111,,La Molina,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,3,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",25,7,2009,1589-1882,31T 414014 4688456,42.343611,1.956111,,La Molina,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,4,P. Vargas,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",,6,2009,1000,31T 431710 4684467,42.309444,2.171389,,Ribes de Freser,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,7,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",15,7,2011,960-1992,,42.604886,0.522938,,Benasque,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,M,1,P. Acosta,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",10,8,2014,1451-1992,30T 719670 4723022,42.628333,-0.321111,,Biescas,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,P. Acosta,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",10,8,2014,1451-1992,30T 719670 4723022,42.628333,-0.321111,,Biescas,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,2,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",3,7,2006,1415-1950,30T 702626 4732191,42.7155,-0.5255,,Canfranc,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,3,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",14,7,2011,,,42.604886,0.522938,,Baños de Benasque,Girona,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,Q,1,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",9,7,2009,1589-1882,,42.776564,-0.377708,,Formigal,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,2,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",9,7,2009,1589-1882,,42.776564,-0.377708,,Formigal,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,P. Acosta,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",8,7,2014,960-1992,31T 258720 4728559,42.671667,0.055556,,Ordesa,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",5,6,2006,960-1992,,42.723768,-0.284554,,Panticosa,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,Q,1,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",2,5,2009,960-1992,,42.515078,-0.54219,,Peña Oroel,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,P. de la Rúa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",9,8,2014,960-1992,,42.69435,-0.107914,,San Nicolás de Bujuarelo,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,2,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",10,7,2009,950-1992,,42.83438,-0.710821,,Selva de Oza,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,4,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",9,7,2009,960-1992,,40.430705,-1.573519,,Tramacastilla,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,7,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",15,7,2011,960-1992,,42.593848,0.654584,,Vallibierna,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,4,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",12,8,2014,950-1992,,42.865475,-0.812954,,Zuriza,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,M,1,E. Acosta,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",12,8,2014,950-1992,,42.865475,-0.812954,,Zuriza,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,E. Acosta,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",12,8,2014,950-1992,,42.865475,-0.812954,,Zuriza,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,M,2,P. de la Rúa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",14,8,2012,950-1992,,42.666247,0.723506,,Artiga de Lin,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,2,P. de la Rúa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",14,8,2012,950-1992,,42.666247,0.723506,,Artiga de Lin,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,2,P. de la Rúa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",11,8,2012,950-1992,,41.994826,1.503088,,Castellvell de Solsona,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,4,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",26,7,2006,950-1992,,42.586619,0.989136,,Estany Ratera-Mirador,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,1,C. Ornosa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",10,7,2014,950-1992,,42.700289,0.930093,,Ruda,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus pascuorum,Bombus pascuorum maculatus,F,3,P. de la Rúa,,,,"Antirrhinum majus, Buxus sempervirens, Centaurea scabiosa, Echium plantagineum, Echium vulgare, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Prunella vulgaris, Reseda lutea, Silene acaulis, Salvia pratensis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca",13,8,2012,950-1992,,42.709586,0.794474,,Viella,Lleida,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus ruderarius,Bombus ruderarius montanus,F,1,C. Ornosa,,,,"Juniperus communis, Rhododendron ferrugineum, Calluna vulgaris, Acinos alpinum, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Cynoglossum officinale, Echium vulgare, Eryngium bourgatii, Eriophorum angustifolium, Gentiana lutea, Jurinea humilis, Lotus corniculatus, Origanum vulgare, Phlomis lychnitis, Ranunculus acris, Rhododendron ferrugineum, Silene acaulis, Trifolium pratense, Trifolium repens, Vicia cracca",9,7,2009,1589-1882,,42.776564,-0.377708,,Formigal,Huesca,Spain,,Collado
Zootaxa 4237 (1): 041–087,"Concepción Ornosa, Félix Torres & Pilar de la Rúa",https://doi.org/10.11646/zootaxa.4237.1.13,,Apidae,Bombus,Bombus ruderarius,Bombus ruderarius montanus,F,2,C. Ornosa,,,,"Juniperus communis, Rhododendron ferrugineum, Calluna vulgaris, Acinos alpinum, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Cynoglossum officinale, Echium vulgare, Eryngium bourgatii, Eriophorum angustifolium, Gentiana lutea, Jurinea humilis, Lotus corniculatus, Origanum vulgare, Phlomis lychnitis, Ranunculus acris, Rhododendron ferrugineum, Silene acaulis, Trifolium pratense, Trifolium repens, Vicia cracca",23,7,2009,1000,,42.313204,2.365659,,Campodrón,Girona,Spain,,Collado
