"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","rm","original_species","accepted_name"
"Andrena",NA,"wollastoni","acuta","Spain","Canary Islands","TenerifeAdejeBarrancodelInfierno",28.1288,-16.7199,"<10km",1983,5,4,"5/4/1983","5/4/1983","A. Aptroot & R. Hensen","T. Wood",1,0,0,1,"","","ZMA.INS.5088296","Compiled by T. Wood","","; ; ; ","Wood_etal15298","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","gomerensis","Spain","Canary Islands","Zarza",28.24294,-16.47798,NA,1983,NA,NA,"","6/3/1983","","Warncke K",1,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal15351","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","acuta","Spain","Canary Islands","TenerifePuertodeErjos",28.3181,-16.8045,"<10km",1975,2,28,"2/28/1975","2/28/1975","J. v. d. Vecht","T. Wood",1,0,0,1,"","","ZMA.INS.5088054","Compiled by T. Wood","","; ; ; ","Wood_etal10815","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","catula","Spain","Canary Islands","GranCanariaSanBartolomeDeTirajana",27.9223,-15.5735,"<10km",1987,3,24,"3/24/1987","3/24/1987","A.C. & W.N. Ellis","T. Wood",1,0,0,1,"","","ZMA.INS.5088322","Compiled by T. Wood","","; ; ; ","Wood_etal17113","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","catula","Spain","Canary Islands","GranCanariaSanBartolomeDeTirajana",27.9223,-15.5735,"<10km",1987,3,24,"3/24/1987","3/24/1987","A.C. & W.N. Ellis","T. Wood",0,1,0,1,"","","ZMA.INS.5088335","Compiled by T. Wood","","; ; ; ","Wood_etal17114","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni",NA,"Spain","Canary Islands","GomeraMiradordeTajaque",28.1091,-17.2245,"<10km",2011,4,11,"4/11/2011","4/11/2011","E. Ockermuller","T. Wood",2,0,0,1,"","","","Compiled by T. Wood","","; O�LM; ; ","Wood_etal25153","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","gomerensis","Spain","Canary Islands","Vallehermosa",28.1415,-17.29105,NA,1990,NA,NA,"","3/13/1990","","Warncke K",0,3,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal19109","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","acuta","Spain","Canary Islands","ErjosenElPalmar",28.3268,-16.8065,"<10km",1971,4,26,"4/26/1971","4/26/1971","M.C. & G. Kreuseman","T. Wood",0,1,0,1,"","","ZMA.INS.5089848","Compiled by T. Wood","","; ; ; ","Wood_etal8705","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni",NA,"Spain","Canary Islands","GranCanariaSantaLucia800m",27.9102,-15.5434,"<10km",2001,1,15,"1/15/2001","1/27/2001","H. & I. v. Oorschot","T. Wood",1,0,0,1,"","","ZMA.INS.1396562","Compiled by T. Wood","","; Naturalis; ; ","Wood_etal22397","Remove","Andrena wollastoni","Remove"
"Andrena",NA,"wollastoni","gomerensis","Spain","Canary Islands","GomeraIsladela",28.14476,-17.08751,NA,1942,NA,NA,"","4/22/1942","","Warncke K",1,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal2650","Remove","Andrena wollastoni","Remove"
"Anthidium",NA,"fuscatum",NA,"Spain","Almería","Punta Sabinal",36.7580206,-2.9736576,NA,1961,10,26,NA,NA,"Antonio Cobos","",0,2,0,1,"","",NA,"Ortiz-Sanchez, F.J.","Boletín Asoc. esp. Entom. - Vol. 14:251-260. Salamanca (1990)","","Historical2283","Remove","Anthidium fuscatum","Remove"
"Anthidium",NA,"fuscatum",NA,"Spain","Málaga","Río Guadalhorce",36.6778575,-4.4600743,NA,1942,5,NA,NA,NA,"Antonio Cobos","",2,0,0,1,"","",NA,"Ortiz-Sanchez, F.J.","Boletín Asoc. esp. Entom. - Vol. 14:251-260. Salamanca (1990)","","Historical2287","Remove","Anthidium fuscatum","Remove"
"Anthidium",NA,"fuscatum",NA,"Spain","Almería","Las Gaidas",36.8559686,-2.4197137,NA,1989,2,17,NA,NA,"Antonio Jiménez","",0,2,0,1,"","",NA,"Ortiz-Sanchez, F.J.","Boletín Asoc. esp. Entom. - Vol. 14:251-260. Salamanca (1990)","","Historical2281","Remove","Anthidium fuscatum","Remove"
"Anthidium",NA,"fuscatum",NA,"Spain","Almería","Laujar",36.9939431,-2.8898117,NA,1964,7,3,NA,NA,"F. Javier Suárez","",0,2,0,1,"","",NA,"Ortiz-Sanchez, F.J.","Boletín Asoc. esp. Entom. - Vol. 14:251-260. Salamanca (1990)","","Historical2282","Remove","Anthidium fuscatum","Remove"
"Anthocopa",NA,"bidentata",NA,"Spain","Teruel","Calomarde",40.3725088,-1.5750772,NA,1979,6,16,NA,NA,"","Morawitz",0,2,0,1,"","",NA,"Pérez-Iñigo Mora, C.","Bol. Asoc. esp. Entom., Vol. 4 (1980), páginas 43-125","","Historical2581","Remove","Anthocopa bidentata","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifePdelaCruz",28.33318,-16.47922,NA,1978,NA,NA,"","5/16/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12854","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33982","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeVilaflor",28.15036,-16.68036,NA,1994,NA,NA,"","3/27/1994","Hamer, Ian","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal20046","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12841","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi","fuerteventurae","Spain","Canary Islands","LanzaroteIslade",28.96693,-13.7171,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33983","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","GranCanariaIslade",27.97898,-15.55927,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33979","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","HierroSpanishFerroconventional",27.76714,-17.97124,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33980","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeChioTiede",28.24059,-16.68177,NA,1994,NA,NA,"","3/26/1994","Hamer, L","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal20041","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12874","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeBarrancodelInfierno",28.15036,-16.68036,NA,1994,NA,NA,"","3/21/1994","Hamer, Ian","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal20034","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","Vilaflor",28.15036,-16.68036,NA,2014,NA,NA,"","5/3/2014","","Le Goff G",0,1,0,1,"","","","Compiled by T. Wood","","; LE GOFF G; ; ","Wood_etal26611","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12872","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi","hierroensis","Spain","Canary Islands","Sabinosa",27.7693,-18.10821,NA,1994,NA,NA,"","4/3/1994","terracognitas96","RASMONT P",1,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal20054","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12842","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12868","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12836","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeChioTiede",28.24059,-16.68177,NA,1994,NA,NA,"","3/26/1994","Hamer, L","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal20040","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifePdelaCruz",28.33318,-16.47922,NA,1978,NA,NA,"","5/16/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12853","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12875","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifePdelaCruz",28.33318,-16.47922,NA,1978,NA,NA,"","5/16/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12855","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12834","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12873","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12840","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40783","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12871","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifeChioTiede",28.24059,-16.68177,NA,1994,NA,NA,"","3/26/1994","Hamer, L","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal20039","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","Vilaflor",28.15036,-16.68036,NA,2014,NA,NA,"","5/3/2014","","Le Goff G",1,0,0,1,"","","","Compiled by T. Wood","","; LE GOFF G; ; ","Wood_etal26610","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12833","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","LaOrotavaMinasdeSanJosPNTeide",28.2418,-16.57987,NA,1995,NA,NA,"","6/3/1995","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21056","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12839","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PalmaseeLaPalmaIslade",28.67084,-17.9162,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33981","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","CasaForestalMiradordeIgualeroLaGomera",28.1415,-17.29105,NA,2013,NA,NA,"","4/8/2013","1315648783","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal26132","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40785","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","LaPalmaIslandLaCombrecita",28.673,-17.81398,NA,1978,NA,NA,"","5/5/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12793","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12832","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","LaOrotavaMinasdeSanJosPNTeide",28.2418,-16.57987,NA,1995,NA,NA,"","6/3/1995","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21057","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40784","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","LaOrotavaMinasdeSanJosPNTeide",28.2418,-16.57987,NA,1995,NA,NA,"","6/3/1995","GIET","Francisco La Roche",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal21055","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12876","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12838","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","LaOrotavaRoquedelPeralproximidadesPNTei204019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40780","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40781","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","SanJuandelaRamblaRiscosdeLaFortalezaPN196019950611GIETFranciscoLaRocheGBIF2015ULL",28.33204,-16.58121,NA,NA,NA,NA,"","//","","",0,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal40782","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","TenerifePdelaCruz",28.33318,-16.47922,NA,1978,NA,NA,"","5/16/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12852","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12869","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12835","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/17/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12870","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"alluaudi",NA,"Spain","Canary Islands","PicoTeideTenerife",28.33318,-16.47922,NA,1978,NA,NA,"","5/15/1978","G.E. Bohart","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12837","Remove","Anthophora alluaudi","Remove"
"Anthophora",NA,"dispar?",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2011,4,6,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Lavandula_stoechas",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach630","Remove","Anthophora dispar?","Remove"
"Anthophora",NA,"dispar?",NA,"Spain","Huelva","Lucena",37.292,-6.7533,"<1km",2011,4,6,NA,NA,"Juan. P. Gonzalez-Varo","J. Ortiz",0,0,0,1,"10.1038/s41559-017-0249-9","Rosmarinus_officinalis",NA,"J. Gonzalez-varo, M.Vilà",NA,NA,"Magrach640","Remove","Anthophora dispar?","Remove"
"Anthophora",NA,"erschowi",NA,NA,"Castile and León","Fuentadeña",41.44237,-3.97858,NA,1978,4,18,NA,NA,"F.D. Parker",NA,0,0,0,1,NA,NA,NA,NA,"Gbif/iNat",NA,"Internet1040","Remove","Anthophora erschowi","Remove"
"Anthophora",NA,"erschowi",NA,"Spain","","Fuentadea",41.4121,-4.017,"<1km",1978,NA,NA,"","4/18/1978","F.D. Parker","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal12723","Remove","Anthophora erschowi","Remove"
"Anthophora",NA,"nigrilabris",NA,NA,"Castile-La Mancha","Cuenca",40.0652,-2.13993,NA,1955,4,8,NA,NA,"unknown","Brooks, Robert",0,1,0,1,NA,NA,NA,NA,"Gbif/iNat",NA,"Internet1538","Remove","Anthophora nigrilabris","Remove"
"Anthophora",NA,"orotavae",NA,"Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33984","Remove","Anthophora orotavae","Remove"
"Anthophora",NA,"orotavae",NA,"Spain","Canary Islands","Vilaflor",28.15036,-16.68036,NA,2014,NA,NA,"","5/3/2014","","Le Goff G",1,0,0,1,"","","","Compiled by T. Wood","","; LE GOFF G; ; ","Wood_etal26612","Remove","Anthophora orotavae","Remove"
"Anthophora",NA,"pulverosa",NA,"Spain","Canary Islands","CanaryIslandsseeCanariasIslas",27.97936,-15.45759,NA,NA,NA,NA,"","00/00/1853","Smith","",0,1,0,1,"Friese,1897","","","Compiled by T. Wood","","; ; ; ","Wood_etal32676","Remove","Anthophora pulverosa","Remove"
"Anthophora",NA,"pulverosa",NA,"Spain","Canary Islands","CanaryIslandsseeCanariasIslas",27.97936,-15.45759,NA,NA,NA,NA,"","00/00/1853","Smith","",1,0,0,1,"Friese,1897","","","Compiled by T. Wood","","; ; ; ","Wood_etal32675","Remove","Anthophora pulverosa","Remove"
"Anthophora",NA,"pulverosa",NA,"Spain","Canary Islands","TenerifeIslade",28.33204,-16.58121,NA,NA,NA,NA,"","00/00/1978","","",0,0,0,1,"Baez & Ortega 1978","","","Compiled by T. Wood","","; ; ; ","Wood_etal33985","Remove","Anthophora pulverosa","Remove"
"Anthophora",NA,"purpuraria",NA,"Spain","Canary Islands","PapagayoPunta",28.87763,-13.82073,NA,2013,NA,NA,"","5/5/2013","terracognitas96","RASMONT P",1,0,0,1,"","","","Compiled by T. Wood","","; ; ; ","Wood_etal26159","Remove","Anthophora purpuraria","Remove"
"Anthophora",NA,"rutilans",NA,"Spain","","Villabez",41.677,-4.5017,"<1km",1974,NA,NA,"","6/22/1974","Torchio & Asensio","",0,0,0,1,"GBIF,2015","","","Compiled by T. Wood","","; ; ; ","Wood_etal10566","Remove","Anthophora rutilans","Remove"
