"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex","subspecies"
"653","Bombus lucorum",38.909163,-0.229156,"Apidae",2018,6,9,"supergan",NA,NA,NA
"654","Apis mellifera",36.184324,-5.954338,"Apidae",2018,6,9,"Yeray Seminario",NA,NA,NA
"655","Bombus terrestris",41.634754,2.704791,"Apidae",2018,6,12,"ant-toniscla",NA,NA,NA
"656","Apis mellifera",41.38423,2.152259,"Apidae",2018,6,24,"John Palmer",NA,NA,NA
"657","Apis mellifera",43.058613,-7.613333,"Apidae",2018,6,28,"castedo",NA,NA,NA
"658","Apis mellifera",41.125031,1.236181,"Apidae",2018,6,1,"luciadefv",NA,NA,NA
"659","Apis mellifera",41.184544,1.529462,"Apidae",2018,6,2,"Leonardo Platania",NA,NA,NA
"660","Apis mellifera",40.119942,-5.853089,"Apidae",2018,6,13,"-658151596",NA,NA,NA
"661","Xylocopa violacea",40.251923,-5.678876,"Apidae",2018,6,12,"-658151596",NA,NA,NA
"662","Apis mellifera",40.667132,-3.763914,"Apidae",2018,6,24,"Angel",NA,NA,NA
"665","Apis mellifera",38.842925,-0.115694,"Apidae",2018,7,5,"Donna's Utopia",NA,NA,NA
"666","Apis mellifera",37.53285,-6.149108,"Apidae",2018,7,16,"jimarcor",NA,NA,NA
"667","Xylocopa violacea",42.477533,-8.902729,"Apidae",2018,7,9,"Yago",NA,NA,NA
"669","Apis mellifera",43.343945,-5.941377,"Apidae",2018,7,6,"ollosouca",NA,NA,NA
"670","Apis mellifera",43.362376,-5.900897,"Apidae",2018,7,25,"ollosouca",NA,NA,NA
"671","Apis mellifera",43.279671,-8.306585,"Apidae",2018,7,4,"Manu Cernadas",NA,NA,NA
"672","Xylocopa violacea",39.322739,2.996173,"Apidae",2018,7,28,"-2057092445",NA,NA,NA
"673","Bombus lapidarius",42.078445,-8.862039,"Apidae",2018,8,19,"790597811",NA,NA,NA
"674","Apis mellifera",40.87509,0.398905,"Apidae",2018,8,20,"John Palmer",NA,NA,NA
"675","Bombus pascuorum",41.654831,2.688202,"Apidae",2018,8,5,"xaubet",NA,NA,NA
"676","Bombus terrestris",41.129353,1.308155,"Apidae",2018,8,1,"albertcardona",NA,NA,NA
"677","Bombus pascuorum",43.271561,-5.591093,"Apidae",2018,8,10,"daniel_singu",NA,NA,NA
"679","Xylocopa violacea",41.85861,2.671805,"Apidae",2018,8,28,"Alfons Delgado-Garcia",NA,NA,NA
"680","Apis mellifera",39.71138,2.62363,"Apidae",2018,8,3,"-2057092445",NA,NA,NA
"681","Xylocopa violacea",39.322739,2.996173,"Apidae",2018,8,16,"-2057092445",NA,NA,NA
"682","Xylocopa violacea",39.783215,2.787094,"Apidae",2018,8,3,"-2057092445",NA,NA,NA
"683","Xylocopa violacea",39.322739,2.996173,"Apidae",2018,8,11,"-2057092445",NA,NA,NA
"684","Xylocopa violacea",39.322739,2.996173,"Apidae",2018,8,10,"-2057092445",NA,NA,NA
"685","Xylocopa violacea",39.71138,2.62363,"Apidae",2018,8,3,"-2057092445",NA,NA,NA
"686","Xylocopa violacea",39.322739,2.996173,"Apidae",2018,8,17,"-2057092445",NA,NA,NA
"688","Apis mellifera",41.128007,-3.582153,"Apidae",2018,8,9,"Ángel Fernández Cancio",NA,NA,NA
"689","Apis mellifera",42.338288,-4.109227,"Apidae",2018,8,11,"Cesar Pollo",NA,NA,NA
"690","Xylocopa violacea",36.981623,-3.113997,"Apidae",2018,9,4,"David Urry",NA,NA,NA
"691","Bombus pascuorum",36.983346,-3.111721,"Apidae",2018,9,5,"David Urry",NA,NA,NA
"692","Apis mellifera",41.384337,2.175622,"Apidae",2018,9,14,"Gerardo Chavarri",NA,NA,NA
"693","Xylocopa violacea",42.833458,-2.673182,"Apidae",2018,9,29,"garnikaisabel",NA,NA,NA
"694","Xylocopa cantabrita",40.515757,-4.443293,"Apidae",2018,9,27,"Ángel Fernández Cancio",NA,NA,NA
"695","Xylocopa violacea",42.370436,-8.735986,"Apidae",2018,10,4,"ovillegas",NA,NA,NA
"696","Apis mellifera",39.683628,-0.281528,"Apidae",2018,10,7,"juanvi",NA,NA,NA
"697","Apis mellifera",39.472317,-6.383554,"Apidae",2018,10,19,"David Claro",NA,NA,NA
"698","Apis mellifera",40.476083,-3.695973,"Apidae",2018,10,23,"Manuel J. Gomez",NA,NA,NA
"699","Bombus terrestris",43.268443,-2.893902,"Apidae",2018,10,17,"zarapito",NA,NA,NA
"700","Apis mellifera",41.793638,1.63303,"Apidae",2018,10,7,"peresol",NA,NA,NA
"701","Apis mellifera",41.634296,2.697951,"Apidae",2018,11,7,"ant-toniscla",NA,NA,NA
"702","Apis mellifera",42.133679,2.810425,"Apidae",2018,11,8,"mammal",NA,NA,NA
"703","Apis mellifera",39.019028,-0.368806,"Apidae",2018,12,17,"supergan",NA,NA,NA
"706","Apis mellifera",38.712158,-1.12022,"Apidae",2018,12,23,"605694170",NA,NA,NA
"730","Xylocopa violacea",41.440694,2.244851,"Apidae",2018,12,28,"John Palmer",NA,NA,NA
"731","Apis mellifera",37.008835,-4.573057,"Apidae",2018,12,30,"Manuel J. García",NA,NA,NA
"736","Apis mellifera",38.7,-0.48,"Apidae",2017,1,24,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"737","Xylocopa violacea",39.467238,-0.339675,"Apidae",2017,2,21,"David Lozano Vázquez",NA,NA,NA
"738","Apis mellifera",36.76356,-4.44875,"Apidae",2017,2,26,"Daniel Capilla",NA,NA,NA
"740","Apis mellifera",36.839156,-4.643891,"Apidae",2017,3,8,"Lies Van Rompaey",NA,NA,NA
"741","Apis mellifera",37.763278,-6.200133,"Apidae",2017,3,5,"Javier Solís",NA,NA,NA
"742","Apis mellifera",38.74,-0.77,"Apidae",2017,3,21,"jose manuel aragoneses garcia","jose manuel aragoneses garcia",NA,NA
"743","Apis mellifera",38.66,-0.54,"Apidae",2017,3,26,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"744","Melecta albifrons",39.744156,3.431425,"Apidae",2017,3,20,"1782348037",NA,NA,NA
"745","Xylocopa violacea",37.133709,-6.479653,"Apidae",2017,4,11,"Susanne Vogel",NA,NA,NA
"746","Bombus pascuorum",42.385652,-2.630646,"Apidae",2017,4,29,"p_alonso",NA,NA,NA
"747","Apis mellifera",41.4064,1.920766,"Apidae",2017,4,23,"oriolusoriolus",NA,NA,NA
"748","Xylocopa cantabrita",42.486235,-6.459843,"Apidae",2017,4,9,"Cesar Pollo",NA,NA,NA
"751","Bombus terrestris",42.385414,-2.630555,"Apidae",2017,4,29,"p_alonso",NA,NA,NA
"752","Apis mellifera",42.254656,-8.789757,"Apidae",2017,4,19,"Carlos Pizcueta Suárez",NA,NA,NA
"755","Xylocopa cantabrita",42.497557,-6.455954,"Apidae",2017,4,9,"Cesar Pollo",NA,NA,NA
"756","Xylocopa violacea",38.08485,-6.422796,"Apidae",2017,4,4,"-742136095",NA,NA,NA
"757","Bombus pascuorum",43.395557,-2.680555,"Apidae",2017,5,17,"Fero Bednar",NA,NA,NA
"759","Apis mellifera",42.050655,3.195743,"Apidae",2017,6,2,"Eduardo Martínez",NA,NA,NA
"760","Apis mellifera",41.419613,2.098753,"Apidae",2017,6,13,"Gerardo Chavarri",NA,NA,NA
"761","Apis mellifera",39.636473,2.647256,"Apidae",2017,6,26,"Joshua Borràs",NA,NA,NA
"762","Bombus terrestris",42.928651,-5.274897,"Apidae",2017,6,7,"Cesar Pollo",NA,NA,NA
"763","Bombus terrestris",42.553483,-2.583207,"Apidae",2017,6,11,"David Kaposi",NA,NA,NA
"764","Bombus terrestris",43.300056,-2.245352,"Apidae",2017,6,13,"David Kaposi",NA,NA,NA
"766","Apis mellifera",39.557992,-0.289625,"Apidae",2017,7,25,"Cesar Pollo",NA,NA,NA
"767","Xylocopa violacea",36.508229,-4.657817,"Apidae",2017,8,6,"Philip Mark Osso",NA,NA,NA
"768","Anthophora bimaculata",36.509131,-4.656572,"Apidae",2017,8,6,"Philip Mark Osso",NA,NA,NA
"769","Xylocopa cantabrita",41.029886,-4.51897,"Apidae",2017,8,14,"papato",NA,NA,NA
"771","Xylocopa violacea",42.833338,-2.67376,"Apidae",2017,9,29,"garnikaisabel",NA,NA,NA
"772","Xylocopa violacea",42.508715,-7.558706,"Apidae",2017,9,10,"Manu Cernadas",NA,NA,NA
"773","Xylocopa violacea",41.364858,2.166624,"Apidae",2017,10,3,"Daniel Newberry",NA,NA,NA
"774","Xylocopa violacea",42.699121,-2.433461,"Apidae",2017,10,15,"garnikaisabel",NA,NA,NA
"775","Apis mellifera",40.862352,0.534807,"Apidae",2017,11,4,"Arnau Martinez Pellisa",NA,NA,NA
"776","Apis mellifera",40.861547,0.53582,"Apidae",2017,11,15,"Arnau Martinez Pellisa",NA,NA,NA
"777","Apis mellifera",36.906627,-2.431259,"Apidae",2017,11,10,"cassi saari",NA,NA,NA
"789","Xylocopa violacea",37.011909,-4.555292,"Apidae",2016,1,23,"Susanne Vogel",NA,NA,NA
"790","Apis mellifera",38.66,-0.54,"Apidae",2016,2,22,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"791","Xylocopa violacea",36.911419,-4.760867,"Apidae",2016,2,6,"Susanne Vogel",NA,NA,NA
"792","Apis mellifera",41.040861,0.733086,"Apidae",2016,2,21,"Xavier Ma Ma",NA,NA,NA
"793","Xylocopa violacea",36.670145,-3.999064,"Apidae",2016,2,10,"Lies Van Rompaey",NA,NA,NA
"795","Apis mellifera",41.059437,0.739313,"Apidae",2016,3,28,"Xavier Ma Ma",NA,NA,NA
"796","Bombus terrestris",40.444125,-3.700268,"Apidae",2016,3,12,NA,NA,NA,NA
"798","Apis mellifera",38.014142,-6.090134,"Apidae",2016,3,17,"Humberto Ferrón Jiménez",NA,NA,NA
"799","Apis mellifera",38.015929,-6.110627,"Apidae",2016,3,17,"Humberto Ferrón Jiménez",NA,NA,NA
"800","Apis mellifera",38.014142,-6.090134,"Apidae",2016,3,17,"Humberto Ferrón Jiménez",NA,NA,NA
"801","Apis mellifera",41.81054,1.403618,"Apidae",2016,3,24,"marcdomenech",NA,NA,NA
"802","Apis mellifera",41.604083,1.772635,"Apidae",2016,4,19,"Andrei Deulofeu Brils",NA,NA,NA
"803","Apis mellifera",38.28,-0.68,"Apidae",2016,4,26,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"804","Apis mellifera",38.28,-0.63,"Apidae",2016,4,26,"V. Urios Moliner | A. Cano | J. Vidal","V. Urios Moliner | A. Cano | J. Vidal",NA,NA
"805","Apis mellifera",38.25,-0.66,"Apidae",2016,4,26,"P. Perales Pacheco | R. GarcÃ­a de la Serrana MartÃ­nez","P. Perales Pacheco | R. GarcÃ­a de la Serrana MartÃ­nez",NA,NA
"806","Apis mellifera",38.3,-0.54,"Apidae",2016,4,28,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"808","Apis mellifera",39.21,-0.9,"Apidae",2016,5,17,"J. Estela Andreu","J. Estela Andreu",NA,NA
"809","Apis mellifera",36.7836,-4.4029,"Apidae",2016,6,6,"Daniel Capilla",NA,NA,NA
"810","Apis mellifera",42.053067,1.089879,"Apidae",2016,6,3,"Eduardo Martínez",NA,NA,NA
"811","Apis mellifera",38.65,-0.55,"Apidae",2016,6,11,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"812","Apis mellifera",38.69,-0.48,"Apidae",2016,6,21,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"813","Apis mellifera",38.66,-0.54,"Apidae",2016,6,28,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"814","Apis mellifera",42.618068,1.082092,"Apidae",2016,7,2,"ivetpalomera",NA,NA,NA
"815","Apis mellifera",42.617978,1.082148,"Apidae",2016,7,2,"Paolo Lammens",NA,NA,NA
"816","Apis mellifera",38.65,-0.55,"Apidae",2016,7,10,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"817","Apis mellifera",38.65,-0.55,"Apidae",2016,7,2,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"818","Amegilla quadrifasciata",39.07,-1.22,"Apidae",2016,7,12,"J. Estela Andreu","J. Estela Andreu",NA,NA
"819","Amegilla quadrifasciata",39.08,-1.23,"Apidae",2016,7,15,"J. Estela Andreu","J. Estela Andreu",NA,NA
"820","Apis mellifera",39.26,-0.47,"Apidae",2016,7,28,NA,"Alberto Martínez-Ortí",NA,NA
"821","Xylocopa violacea",41.624234,-4.729285,"Apidae",2016,7,8,"jmori",NA,NA,NA
"823","Apis mellifera",38.7,-0.48,"Apidae",2016,8,5,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"824","Amegilla quadrifasciata",39.12,-0.95,"Apidae",2016,8,20,"J. Estela Andreu","J. Estela Andreu",NA,NA
"825","Xylocopa violacea",38.789349,-0.298702,"Apidae",2016,8,20,"Susanne Vogel",NA,NA,NA
"827","Amegilla quadrifasciata",39.2,-1.02,"Apidae",2016,9,1,"J. Estela Andreu","J. Estela Andreu",NA,NA
"828","Xylocopa cantabrita",40.902109,-4.007168,"Apidae",2016,9,8,"Guillermo García-Saúco",NA,NA,NA
"829","Anthophora bimaculata",37.042729,-6.434447,"Apidae",2016,9,23,"lrussoutk",NA,NA,NA
"830","Apis mellifera",42.776228,-6.462691,"Apidae",2016,10,6,"Cesar Pollo",NA,NA,NA
"831","Apis mellifera",38.798108,0.158357,"Apidae",2016,10,21,"nick_goldwater",NA,NA,NA
"832","Apis mellifera",37.76363,-6.199787,"Apidae",2016,11,1,"Javier Solís",NA,NA,NA
"833","Xylocopa violacea",36.433334,-5.46101,"Apidae",2016,11,18,"1139381203",NA,NA,NA
"834","Apis mellifera",39.513148,-0.437126,"Apidae",2016,12,31,"Rafael Medina",NA,NA,NA
"844","Apis mellifera",38.58,-0.83,"Apidae",2015,3,27,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"845","Apis mellifera",38.58,-0.82,"Apidae",2015,3,27,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"846","Apis mellifera",40.71,-0.17,"Apidae",2015,3,30,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"847","Apis mellifera",40.72,-0.06,"Apidae",2015,3,11,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"848","Apis mellifera",40.44,0.04,"Apidae",2015,3,7,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"849","Apis mellifera",40.38,0.16,"Apidae",2015,3,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"850","Apis mellifera",40.38,0.16,"Apidae",2015,3,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"851","Apis mellifera",40.39,0.16,"Apidae",2015,3,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"852","Apis mellifera",40.38,0.17,"Apidae",2015,3,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"853","Xylocopa violacea",39.847401,3.129148,"Apidae",2015,3,11,"1338700638",NA,NA,NA
"854","Xylocopa violacea",39.780704,3.134365,"Apidae",2015,3,9,"1338700638",NA,NA,NA
"855","Apis mellifera",36.75436,-4.42587,"Apidae",2015,4,16,"Daniel Capilla",NA,NA,NA
"856","Apis mellifera",38.6,-0.73,"Apidae",2015,4,29,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"857","Apis mellifera",38.59,-0.8,"Apidae",2015,4,24,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"858","Apis mellifera",38.59,-0.8,"Apidae",2015,4,24,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"859","Apis mellifera",38.6,-0.73,"Apidae",2015,4,29,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"860","Apis mellifera",40.66,-0.33,"Apidae",2015,4,2,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"861","Apis mellifera",40.66,-0.32,"Apidae",2015,4,2,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"862","Apis mellifera",40.67,-0.33,"Apidae",2015,4,2,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"863","Apis mellifera",40.66,-0.3,"Apidae",2015,4,2,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"864","Apis mellifera",40.68,-0.2,"Apidae",2015,4,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"865","Apis mellifera",40.78,-0.18,"Apidae",2015,4,9,"M. Agueras Moreno","M. Agueras Moreno",NA,NA
"866","Apis mellifera",36.623602,-3.894828,"Apidae",2015,5,23,"Lies Van Rompaey",NA,NA,NA
"867","Apis mellifera",40.58,-0.18,"Apidae",2015,5,4,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"868","Apis mellifera",40.59,-0.22,"Apidae",2015,5,5,"A. Ribes Koninckx | J. L. CantÃ³ Corchado","A. Ribes Koninckx | J. L. CantÃ³ Corchado",NA,NA
"869","Apis mellifera",40.6,-0.22,"Apidae",2015,5,5,"A. Ribes Koninckx | J. L. CantÃ³ Corchado","A. Ribes Koninckx | J. L. CantÃ³ Corchado",NA,NA
"870","Apis mellifera",40.57,-0.21,"Apidae",2015,5,6,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"871","Apis mellifera",40.58,-0.21,"Apidae",2015,5,7,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"872","Apis mellifera",40.58,-0.21,"Apidae",2015,5,7,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"873","Apis mellifera",40.58,-0.21,"Apidae",2015,5,7,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"874","Apis mellifera",40.58,-0.21,"Apidae",2015,5,7,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"875","Apis mellifera",38.72,-0.77,"Apidae",2015,5,15,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"876","Apis mellifera",38.68,-0.61,"Apidae",2015,5,16,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"877","Apis mellifera",38.68,-0.61,"Apidae",2015,5,16,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"878","Apis mellifera",38.68,-0.61,"Apidae",2015,5,16,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"879","Apis mellifera",40.57,0.01,"Apidae",2015,5,23,"M. Agueras Moreno | M. J. Sanchis Carles","M. Agueras Moreno | M. J. Sanchis Carles",NA,NA
"880","Apis mellifera",38.909163,-0.229156,"Apidae",2015,5,23,"supergan",NA,NA,NA
"881","Bombus pascuorum",41.027928,0.724432,"Apidae",2015,6,20,"Xavier Ma Ma",NA,NA,NA
"882","Bombus terrestris",41.028057,0.724604,"Apidae",2015,6,20,"Xavier Ma Ma",NA,NA,NA
"884","Apis mellifera",38.82,-0.69,"Apidae",2015,6,1,"Guillermo FernÃ¡ndez Alfaro","Guillermo FernÃ¡ndez Alfaro",NA,NA
"885","Apis mellifera",39.07,-1.04,"Apidae",2015,6,15,"Guillermo FernÃ¡ndez Alfaro","Guillermo FernÃ¡ndez Alfaro",NA,NA
"886","Apis mellifera",38.35,-0.53,"Apidae",2015,7,27,"J. Aragoneses GarcÃ­a","J. Aragoneses GarcÃ­a",NA,NA
"889","Apis mellifera",36.683586,-3.838598,"Apidae",2015,8,28,"Lies Van Rompaey",NA,NA,NA
"890","Apis mellifera",42.363286,-4.313733,"Apidae",2015,8,16,"Cesar Pollo",NA,NA,NA
"892","Xylocopa violacea",39.322739,2.996173,"Apidae",2015,8,7,"-2057092445",NA,NA,NA
"893","Xylocopa violacea",39.71138,2.62363,"Apidae",2015,8,3,"-2057092445",NA,NA,NA
"896","Apis mellifera",39.12,-0.94,"Apidae",2015,10,10,"Guillermo FernÃ¡ndez Alfaro","Guillermo FernÃ¡ndez Alfaro",NA,NA
"901","Bombus terrestris",36.834047,-2.463714,"Apidae",2015,11,8,"n30byn31b",NA,NA,NA
"902","Apis mellifera",36.772099,-3.887068,"Apidae",2015,12,20,"Lies Van Rompaey",NA,NA,NA
"904","Apis mellifera",38.8,-0.4,"Apidae",2014,1,1,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"905","Apis mellifera",38.7,-0.48,"Apidae",2014,2,2,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"906","Apis mellifera",40.12,0.09,"Apidae",2014,2,4,"G. Ros Montolio","G. Ros Montolio",NA,NA
"907","Apis mellifera",40.1,-0.12,"Apidae",2014,2,12,"G. Ros Montolio","G. Ros Montolio",NA,NA
"908","Anthophora plumipes",37.024947,-4.546707,"Apidae",2014,2,28,"Susanne Vogel",NA,NA,NA
"909","Xylocopa violacea",37.186852,-3.587894,"Apidae",2014,3,6,"1647598034",NA,NA,NA
"910","Xylocopa violacea",37.1768,-3.591285,"Apidae",2014,3,5,"1647598034",NA,NA,NA
"911","Xylocopa violacea",37.172695,-3.585577,"Apidae",2014,3,7,"1647598034",NA,NA,NA
"912","Nomada femoralis",36.829947,-2.155771,"Apidae",2014,3,25,"Petr Bogusch","Maximilian Schwarz","MALE",NA
"913","Nomada integra",36.86913,-2.619975,"Apidae",2014,3,30,"Petr Bogusch","Maximilian Schwarz","MALE",NA
"914","Xylocopa violacea",41.461306,2.244255,"Apidae",2014,3,8,"robertosaez",NA,NA,NA
"915","Apis mellifera",41.461222,2.244231,"Apidae",2014,3,2,"robertosaez",NA,NA,NA
"917","Bombus terrestris",39.785034,3.115326,"Apidae",2014,3,17,"-2075801121",NA,NA,NA
"918","Bombus terrestris",39.389774,3.149643,"Apidae",2014,3,15,"-2075801121",NA,NA,NA
"919","Apis mellifera",38.296838,-3.606736,"Apidae",2014,4,9,"La Almeja MaYa",NA,NA,NA
"920","Bombus terrestris",38.70708,-0.224018,"Apidae",2014,4,27,"Pep-Laura Ferrer Mengual",NA,NA,NA
"921","Apis mellifera",36.77478,-3.888865,"Apidae",2014,5,11,"Lies Van Rompaey",NA,NA,NA
"922","Bombus terrestris",36.77478,-3.888865,"Apidae",2014,5,11,"Lies Van Rompaey",NA,NA,NA
"923","Xylocopa violacea",39.61,-0.9,"Apidae",2014,5,12,"J. Baixeras Almela","J. Baixeras Almela",NA,NA
"924","Apis mellifera",39.57,-0.94,"Apidae",2014,5,13,"Semana de la Biodiversidad","Semana de la Biodiversidad",NA,NA
"925","Apis mellifera",39.56,-0.89,"Apidae",2014,5,14,"S. Montagud Alario | J. V. PÃ©rez Santa Rita | M. A. IbÃ¡Ã±ez-Orrico | J. Estela Andreu | J. Baixeras Almela | G. FernÃ¡ndez Alfaro","S. Montagud Alario | J. V. PÃ©rez Santa Rita | M. A. IbÃ¡Ã±ez-Orrico | J. Estela Andreu | J. Baixeras Almela | G. FernÃ¡ndez Alfaro",NA,NA
"926","Apis mellifera",39.59,-0.93,"Apidae",2014,5,14,"G. FernÃ¡ndez Alfaro | J. Baixeras Almela | J. Estela Andreu | J. V. PÃ©rez Santa Rita | M. A. IbÃ¡Ã±ez-Orrico | S. Montagud Alario","G. FernÃ¡ndez Alfaro | J. Baixeras Almela | J. Estela Andreu | J. V. PÃ©rez Santa Rita | M. A. IbÃ¡Ã±ez-Orrico | S. Montagud Alario",NA,NA
"927","Bombus terrestris",39.59,-0.99,"Apidae",2014,5,12,"A. SebastiÃ¡n de la Cruz | E. GÃ³mez Nacher","A. SebastiÃ¡n de la Cruz | E. GÃ³mez Nacher",NA,NA
"928","Xylocopa violacea",39.55,-0.95,"Apidae",2014,5,14,"C. Viedma Gil de Bergara | J. Nebot | M. Montesinos","C. Viedma Gil de Bergara | J. Nebot | M. Montesinos",NA,NA
"929","Xylocopa violacea",39.57,-0.94,"Apidae",2014,5,13,"C. Viedma Gil de Bergara | E. Laguna Lumbreras | I. Ferrando Pardo | M. Piera Ortiz | P. P. Ferrer Gallego | X. GarcÃ­a MartÃ­","C. Viedma Gil de Bergara | E. Laguna Lumbreras | I. Ferrando Pardo | M. Piera Ortiz | P. P. Ferrer Gallego | X. GarcÃ­a MartÃ­",NA,NA
"930","Apis mellifera",39.06,-1.06,"Apidae",2014,5,16,"Guillermo FernÃ¡ndez Alfaro","Guillermo FernÃ¡ndez Alfaro",NA,NA
"931","Xylocopa cantabrita",36.797372,-3.911267,"Apidae",2014,5,11,"Mark Schellekens",NA,NA,NA
"932","Xylocopa cantabrita",36.797372,-3.91124,"Apidae",2014,5,11,"Mark Schellekens",NA,NA,NA
"933","Apis mellifera",41.258172,0.932587,"Apidae",2014,6,16,"patpucela",NA,NA,NA
"934","Apis mellifera",38.65,-0.55,"Apidae",2014,6,7,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"935","Apis mellifera",38.66,-0.53,"Apidae",2014,6,18,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"936","Xylocopa violacea",36.717697,-4.423027,"Apidae",2014,6,17,"688861900",NA,NA,NA
"937","Xylocopa violacea",39.374945,-0.323348,"Apidae",2014,7,16,"David Lozano Vázquez",NA,NA,NA
"953","Apis mellifera",37.019532,-6.537695,"Apidae",2013,3,27,"Christoph Häuser","Christoph Häuser",NA,NA
"954","Apis mellifera",38.67,-0.56,"Apidae",2013,4,16,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"960","Bombus terrestris",39.759068,3.329372,"Apidae",2013,4,12,"-2075801121",NA,NA,NA
"961","Bombus terrestris",36.717346,-4.964706,"Apidae",2013,5,25,"Thorhold Souilljee",NA,NA,NA
"962","Apis mellifera",38.66,-0.53,"Apidae",2013,5,5,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"963","Apis mellifera",39.24,-0.76,"Apidae",2013,5,20,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"964","Apis mellifera",39.24,-0.76,"Apidae",2013,5,20,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"965","Apis mellifera",39.24,-0.76,"Apidae",2013,5,20,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"966","Apis mellifera",39.23,-0.77,"Apidae",2013,5,21,"G. FernÃ¡ndez Alfaro | J. Baixeras Almela | O. Molla HernÃ¡ndez","G. FernÃ¡ndez Alfaro | J. Baixeras Almela | O. Molla HernÃ¡ndez",NA,NA
"967","Apis mellifera",39.22,-0.79,"Apidae",2013,5,21,"G. FernÃ¡ndez Alfaro | J. Baixeras Almela | O. Molla HernÃ¡ndez","G. FernÃ¡ndez Alfaro | J. Baixeras Almela | O. Molla HernÃ¡ndez",NA,NA
"968","Apis mellifera",38.65,-0.55,"Apidae",2013,5,25,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"969","Apis mellifera",38.66,-0.52,"Apidae",2013,5,30,"J. L. CantÃ³ Corchado","J. L. CantÃ³ Corchado",NA,NA
"970","Apis mellifera",38.68,-0.61,"Apidae",2013,5,10,"M. J. Sanchis Carles","M. J. Sanchis Carles",NA,NA
"971","Apis mellifera",41.355426,1.979352,"Apidae",2013,7,6,"spliff",NA,NA,NA
"972","Thyreus histrionicus",42.170784,0.028496,"Apidae",2013,7,24,"-1692779921",NA,NA,NA
