"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Ceratina",NA,"cucurbitina",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","J. Bosch",1,1,0,0,NA,NA,NA,"B. Arroyo-Correa, J.Bosch",NA,NA,"4_Arroyo-Correa_1"
"Ceratina",NA,"cyanea",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","J. Bosch",2,0,0,0,NA,NA,NA,"B. Arroyo-Correa, J.Bosch",NA,NA,"4_Arroyo-Correa_2"
"Andrena",NA,"flavipes",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",2,1,0,0,NA,NA,NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_3"
"Dufourea",NA,"halictula",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",1,0,0,0,NA,NA,NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_4"
"Lasioglossum",NA,"fulvicorne",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",1,0,0,0,NA,NA,NA,"B. Arroyo-Correa, J.Bosch",NA,NA,"4_Arroyo-Correa_5"
"Anthidium",NA,"septemdentatum",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","J. Bosch",0,1,0,0,NA,NA,NA,"B. Arroyo-Correa, J.Bosch",NA,NA,"4_Arroyo-Correa_6"
"Nomada",NA,"guttulata",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",1,0,0,0,NA,NA,NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_7"
"Chelostoma",NA,"campanularum",NA,"Spain","Lleida","Espot",42.571086,1.104549,"GPS",2019,"06",NA,NA,NA,"B. Arroyo-Correa","J. Bosch",1,0,0,0,NA,NA,NA,"B. Arroyo-Correa, J.Bosch",NA,NA,"4_Arroyo-Correa_8"
"Bombus",NA,"terrestris",NA,"Spain","Huelva","La Rocina",37.131187,-6.528114,"GPS",2019,"05",13,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",0,0,1,0,NA,"Halimium halimifolium",NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_9"
"Xylocopa",NA,"violacea",NA,"Spain","Huelva","La Rocina",37.131187,-6.528114,"GPS",2019,"05",13,NA,NA,"B. Arroyo-Correa","B. Arroyo-Correa",0,0,0,1,NA,"Halimium halimifolium",NA,"B. Arroyo-Correa",NA,NA,"4_Arroyo-Correa_10"
