"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries"
"Osmia","niveata",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",16,11,0,0,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","adunca",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",11,8,0,0,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","cyanoxantha",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",NA,NA,NA,3,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","submicans",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",2,4,NA,NA,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","caerulescens",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",NA,NA,NA,1,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","ravouxi",NA,"Spain","Jaén","Olive orchard",-4.043418,37.841219,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",NA,3,NA,NA,NA,NA,"BE_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","submicans",NA,"Spain","Jaén","Olive orchard",-4.03029,37.836642,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",40,43,NA,3,NA,NA,"BE_E","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","adunca",NA,"Spain","Jaén","Olive orchard",-4.03029,37.836642,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",8,7,NA,NA,NA,NA,"BE_E","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","submicans",NA,"Spain","Córdoba","Olive orchard",-4.518691,37.624877,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",8,12,NA,NA,NA,NA,"CA_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","submicans",NA,"Spain","Jaén","Olive orchard",-3.62784,37.74612,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",100,178,NA,3,NA,NA,"CAS_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","adunca",NA,"Spain","Jaén","Olive orchard",-3.62784,37.74612,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",3,12,NA,NA,NA,NA,"CAS_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","niveata",NA,"Spain","Jaén","Olive orchard",-3.62784,37.74612,"GPS; ~400m",2017,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",NA,2,NA,NA,NA,NA,"CAS_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
"Osmia","caerulescens",NA,"Spain","Jaén","Olive orchard",-3.62784,37.74612,"GPS; ~400m",2018,NA,NA,"Martínez-Núñez C.","Martínez-Núñez C.",NA,NA,NA,5,NA,NA,"CAS_C","Martínez-Núñez C. and Rey P.J.","Sampled using bee trap nests",NA
