"Genus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision.(e.g..GPS;.~10km)","Year","month","day","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.(doi)","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","Notes.and.queries.(2)"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Grases",43.4524,-5.500788,"0,1 km",2016,6,13,NA,NA,1,0,0,0,NA,"Actinidia deliciosa","K16-321","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","La Matona",43.283461,-5.700367,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,"Actinidia deliciosa","K16-403","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","La Matona",43.283461,-5.700367,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,"Actinidia deliciosa","K16-417","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Forcinas",43.483535,-6.101761,"0,1 km",2016,6,11,NA,NA,1,0,0,0,NA,"Actinidia deliciosa","K16-78","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Repolles",43.442003,-6.131293,"0,1 km",2015,6,2,NA,NA,1,0,0,0,NA,"Taraxacum officinale","K-236","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","El Rebollar",43.404533,-5.524047,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","POST-111","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,"Epilobium ciliatum","POST-157","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","La Camocha",43.490044,-5.668344,"0,1 km",2016,7,14,NA,NA,1,0,0,0,NA,NA,"POST-290","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,6,20,NA,NA,1,0,0,0,NA,NA,"POST-299","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","La Ría",43.516418,-5.379757,"0,1 km",2016,6,28,NA,NA,1,0,0,0,NA,NA,"POST-327","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,NA,"POST-415","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,NA,"POST-476","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Venta de la salve",43.379986,-5.6491,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,NA,"POST-477","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,NA,"POST-695","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,7,14,NA,NA,1,0,0,0,NA,NA,"POST-769","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2016,7,14,NA,NA,1,0,0,0,NA,NA,"POST-946","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Bellis perennis","PRE-106","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-1126","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Pañeda Nueva",43.425936,-5.71511,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-1127","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,NA,"PRE-1164","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,NA,"PRE-1166","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-1182","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","La Camocha",43.490044,-5.668344,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-1279","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Lavandera",43.468483,-5.648872,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-161","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","PRE-326","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Taraxacum officinale","PRE-370","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,"Bellis perennis","PRE-375","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","PRE-432","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,4,11,NA,NA,1,0,0,0,NA,"Ranunculus bulbosus","PRE-45","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,"Bellis perennis","PRE-490","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,"Hypochaeris radicata","PRE-616","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-664","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-668","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-677","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-678","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-681","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-695","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-696","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-698","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-699","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-740","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-747","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Camoca",43.451808,-5.482956,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-755","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,4,18,NA,NA,1,0,0,0,NA,NA,"PRE-766","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-774","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,12,NA,NA,1,0,0,0,NA,NA,"PRE-777","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-809","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-811","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-812","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-813","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2016,4,12,NA,NA,1,0,0,0,NA,NA,"PRE-819","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Poreño",43.437171,-5.448616,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-836","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-852","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","fulvicorne",NA,"Spain","Asturias","Lavandera",43.468483,-5.648872,"0,1 km",2016,4,25,NA,NA,1,0,0,0,NA,NA,"PRE-907","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2014,5,20,"M.Miñarro","A.Núñez",0,0,0,1,NA,NA,"14-327","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Caldones",43.492067,-5.631048,"0,1 km",2016,6,1,"R.Martínez","A.Núñez",1,0,0,0,NA,NA,"16-1443","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,5,24,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-10","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,7,6,"A.Nuñez","A.Núñez",1,0,0,0,NA,NA,"EC17-242","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Las Vías",43.500869,-6.086791,"0,1 km",2015,6,4,"R.Rosa","A.Núñez",1,0,0,0,NA,"Bellis perennis","K-12","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Caldones",43.492067,-5.631048,"0,1 km",2016,6,27,"A.Nuñez","A.Núñez",1,0,0,0,NA,"Lythrum salicaria","POST-78","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,6,1,"D.Luna","F.J.Ortiz",1,0,0,0,NA,NA,"16-1495","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","La Camocha",43.490044,-5.668344,"0,1 km",2016,6,1,"D.Luna","F.J.Ortiz",1,0,0,0,NA,"Epilobium hirsutum","16-95","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-1496","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,6,2,NA,NA,1,0,0,0,NA,NA,"16-1535","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,5,31,NA,NA,1,0,0,0,NA,NA,"16-1619","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-900","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Bustariega",43.455078,-5.465953,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-913","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","La Mata",43.375878,-6.068432,"0,1 km",2016,7,28,NA,NA,1,0,0,0,NA,NA,"G-311","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Noreña",43.402281,-5.716353,"0,1 km",2016,6,27,NA,NA,1,0,0,0,NA,NA,"POST-1106","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2016,7,14,NA,NA,0,1,0,0,NA,NA,"POST-273","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","glabriusculum",NA,"Spain","Asturias","Santurio",43.506336,-5.626319,"0,1 km",2016,6,20,NA,NA,1,0,0,0,NA,NA,"POST-429","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","laticeps",NA,"Spain","Asturias","La Matona",43.283461,-5.700367,"0,1 km",2016,6,27,"R.Rosa","A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K16-416","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","laticeps",NA,"Spain","Asturias","Forcinas",43.483535,-6.101761,"0,1 km",2015,6,2,"M.Miñarro","A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K-194","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","laticeps",NA,"Spain","Asturias","Cornellana",43.405241,-6.151523,"0,1 km",2015,6,2,"C.Guardado","A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K-261","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Fontona",43.370503,-5.67942,"0,1 km",2019,4,12,NA,"A.Núñez",0,1,0,0,NA,"Vaccinium corymbosum","A19-46","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2016,8,3,"A.Nuñez","A.Núñez",0,0,0,1,NA,NA,"EC-1094","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Villaviciosa",43.477415,-5.441535,"0,1 km",2017,7,6,"A.Nuñez","A.Núñez",0,1,0,0,NA,NA,"EC17-243","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Cornellana",43.405241,-6.151523,"0,1 km",2015,6,2,"C.Guardado","A.Núñez",1,0,0,0,NA,"Actinidia deliciosa","K-260","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Quintana",43.454017,-5.628486,"0,1 km",2016,4,25,"R.Martínez","A.Núñez",1,0,0,0,NA,NA,"PRE-897","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2015,5,12,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Trifolium pratense","15-336","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,6,1,"M.Miñarro","F.J.Ortiz",1,0,0,0,NA,"Malus domestica","16-177","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Las Vías",43.500869,-6.086791,"0,1 km",2016,6,11,"D.Luna","F.J.Ortiz",1,0,0,0,NA,"Oxalis latifolia","K16-223","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","La Matona",43.283461,-5.700367,"0,1 km",2016,6,27,"R.Rosa","F.J.Ortiz",1,0,0,0,NA,"Trifolium repens","K16-419","M. Miñarro & A. Núñez",NA,NA,NA
"Lasioglossum","lativentre",NA,"Spain","Asturias","Tornón",43.503374,-5.40733,"0,1 km",2015,5,13,NA,NA,1,0,0,0,NA,"Crepis sp.","15-355","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Ceyanes",43.452423,-5.386444,"0,1 km",2016,6,7,NA,NA,1,0,0,0,NA,NA,"16-1034","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Cayao",43.454412,-5.410579,"0,1 km",2016,6,7,NA,NA,1,0,0,0,NA,NA,"16-1087","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Verdera",43.403172,-5.500578,"0,1 km",2016,6,6,NA,NA,1,0,0,0,NA,NA,"16-1226","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Noreña",43.402281,-5.716353,"0,1 km",2016,5,31,NA,NA,1,0,0,0,NA,NA,"16-1557","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","San Juan del Obispo",43.367398,-5.737518,"0,1 km",2016,6,2,NA,NA,1,0,0,0,NA,NA,"16-1616","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Tiñana",43.3637,-5.763696,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-1625","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","Sorribes",43.479962,-5.445828,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,"Lavatera cretica","16-171","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","La Rasa",43.514807,-5.347964,"0,1 km",2016,6,14,NA,NA,1,0,0,0,NA,"Trifolium pratense","16-486","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","La Espuncia",43.491797,-5.419347,"0,1 km",2016,5,26,NA,NA,1,0,0,0,NA,"Trifolium repens","16-581","M. Miñarro & A. Núñez",NA,NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","La Rasa",43.514807,-5.347964,"0,1 km",2016,6,14,NA,NA,1,0,0,0,NA,NA,"16-697","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
"Lasioglossum","lativentre",NA,"Spain","Asturias","La Ría",43.516418,-5.379757,"0,1 km",2016,6,1,NA,NA,1,0,0,0,NA,NA,"16-767","M. Miñarro & A. Núñez","Caught by netting in apple orchard groundcover",NA,"Identified by A.Núñez, O. Aguado and/or J. Ortiz"
