Published by;Author;Reference.doi;Local_id;Family;Genus;Species;Subspecies;Sex;Individuals;collector;taxonomist;m_plant_genus;m_plant_species;Other plants;Day;Month;Year;Start.date;End.date;Altitude (m);UTM;Latitude;Longitude;Coordinate.precision;Location;Province;Country;Notes;editor
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;2;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2009;NA;NA;;;42.83438;-0.710821;;Selva de Oza;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2009;NA;NA;;;42.83438;-0.710821;;Selva de Oza;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;5;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;5;6;2006;NA;NA;;;42.865475;-0.812954;;Zuriza;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;7;7;2014;NA;NA;;;42.573194;0.937438;;Aigüestortes;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;2;P. de la Rúa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;14;8;2012;NA;NA;1310-1992;;42.666247;0.723506;;Artiga de Lin;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;8;7;2014;NA;NA;;;42.574622;1.090097;;Espot;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;2;P. de la Rúa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;8;7;2014;NA;NA;;;42.574622;1.090097;;Espot;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;2;P. de la Rúa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;8;7;2014;NA;NA;;;42.574622;1.090097;;Espot;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;3;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;8;7;2014;NA;NA;;;42.574622;1.090097;;Espot;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;8;7;2014;NA;NA;;;42.574622;1.090097;;Espot;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;Q;4;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2014;NA;NA;;;42.700289;0.930093;;Ruda;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;2;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2014;NA;NA;;;42.700289;0.930093;;Ruda;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;M;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;27;7;2006;NA;NA;;;42.707141;0.900626;;Salardú;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus humilis;Bombus humilis quasimuscorum;W;1;C. Ornosa;;;;Acinos alpinum, Centaurea scabiosa, Cirsium monspessulanum, Echium plantagineum, Echium vulgare, Epilobium angustifolium, Eryngium bourgatii, Fragaria vesca, Lotus corniculatus, Malva sylvestris, Medicago sativa, Melilotus officinalis, Mentha longifolia, Origanum vulgare, Reseda lutea, Rhododendron ferrugineum, Rubus ulmifolius, Silene acaulis, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;27;7;2006;NA;NA;;;42.707141;0.900626;;Salardú;Lleida;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;W;10;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;14;7;2011;NA;NA;;;42.604886;0.522938;;Benasque;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;W;1;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;3;7;2006;NA;NA;;30T 702626 4732191;42.7155;-0.5255;;Canfranc;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;Q;1;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;17;6;2006;NA;NA;1050;;43.167844;-4.775125;;Áliva;Cantabria;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;Q;1;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;26;6;2010;NA;NA;710;;41.7;-4.766667;;Fuensaldaña;Valladolid;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;Q;2;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;26;6;2010;NA;NA;700;;41.630676;-4.524078;;Villaibañez;Valladolid;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;W;3;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;14;7;2011;NA;NA;690-1800;31T 297641 4719346;42.6;0.533333;;Chía-Benasque;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;W;1;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;9;8;2014;NA;NA;1532-2125;;42.69435;-0.107914;;San Nicolás de Bujuarelo;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mocsaryi;;W;2;C. Ornosa;;;;Centaurea scabiosa, Echium plantagineum, Melilotus officinalis, Reseda lutea, Rubus ulmifolius, Taraxacum officinale, Trifolium pratense;10;7;2009;NA;NA;690-1800;;42.83438;-0.710821;;Selva de Oza;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;7;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;23;7;2009;NA;NA;1440-2800;31T 447809 4685038;42.315833;2.366667;;Campodrón;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;23;7;2009;NA;NA;1440-2800;31T 447809 4685038;42.315833;2.366667;;Campodrón;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;1;F. Torres;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;23;7;2009;NA;NA;1440-2800;31T 447809 4685038;42.315833;2.366667;;Campodrón;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;25;7;2009;NA;NA;1440-2800;31T 414014 4688456;42.343611;1.956111;;La Molina;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;1;F. Torres;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;9;7;2015;NA;NA;1440-2800;31T 414014 4688456;42.343611;1.956111;;La Molina;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;5;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;25;7;2009;NA;NA;1440-2800;31T 414014 4688456;42.343611;1.956111;;La Molina;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;M;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;25;7;2009;NA;NA;1440-2800;31T 414014 4688456;42.343611;1.956111;;La Molina;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;24;7;2009;NA;NA;1440-2800;;42.396871;2.156714;;Bosc de la Verge;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;24;7;2009;NA;NA;1440-2800;;42.396871;2.156714;;Pic de l´Àliga;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;5;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2015;NA;NA;1440-2800;;42.396871;2.156714;;Pic de l´Àliga;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2015;NA;NA;1440-2800;;42.396871;2.156714;;Pic de l´Àliga;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;3;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2015;NA;NA;1440-2800;;42.396871;2.156714;;Pic de l´Àliga;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;P. Vargas;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;4;7;2012;NA;NA;950-1992;;42.321405;2.015427;;Tosas pass;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;13;7;2011;NA;NA;;31T 298030 4718594;42.593333;0.538333;;Cerler;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;15;7;2011;NA;NA;;;42.604886;0.522938;;Baños de Benasque;Girona;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;9;7;2009;NA;NA;1589-1882;;42.776564;-0.377708;;Formigal;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;15;7;2011;NA;NA;1589-1882;;42.678869;0.64933;;La Besurta;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;3;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;15;7;2011;NA;NA;1589-1882;;42.678869;0.64933;;La Besurta;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;1;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;10;7;2013;NA;NA;1589-1882;31T 258720 4728559;42.671667;0.055556;;Ordesa;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;Q;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;11;7;2013;NA;NA;1589-1882;;42.638393;-0.048069;;Las cutas;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;2;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;9;8;2014;NA;NA;1532-2125;;42.69435;-0.107914;;San Nicolás de Bujuarelo;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;4;C. Ornosa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;15;7;2011;NA;NA;1589-1882;;42.593848;0.654584;;Vallibierna;Huesca;Spain;;Collado
Zootaxa 4237 (1): 041–087;Concepción Ornosa, Félix Torres & Pilar de la Rúa;https://doi.org/10.11646/zootaxa.4237.1.13;;Apidae;Bombus;Bombus mesomelas;;W;3;P. de la Rúa;;;;Asarina procumbens, Centaurea scabiosa, Cirsium acaule, Cirsium monspessulanum, Eryngium bourgatii, Lotus corniculatus, Medicago sativa, Origanum vulgare, Rhododendron ferreugineum, Taraxacum officinale, Trifolium pratense, Trifolium repens, Vicia cracca;14;8;2012;NA;NA;1589-1882;;42.666247;0.723506;;Artiga de Lin;Lleida;Spain;;Collado
