"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2007,"02","06",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_19"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_20"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_21"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_22"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","29",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_23"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","29",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_24"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","29",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_25"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","29",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_26"
"Xylocopa ",NA,"violacea",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","29",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_27"
"Xylocopa ",NA,"violacea",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_28"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_29"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_30"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_31"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_32"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2007,"03","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_33"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"01","27",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_34"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"01","27",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_35"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","13",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_36"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","13",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_37"
"Tetralonia ",NA,"berlandi",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","13",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_38"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_39"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_40"
"Tetralonia ",NA,"berlandi",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","15",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_41"
"Apis",NA,"mellifera",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","21",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_42"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","21",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_43"
"Tetralonia ",NA,"berlandi",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"02","21",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_44"
"Anthophora ",NA,"dispar",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"03","10",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_45"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Almonte",37.736946,-6.50777777777777,"<10m",2008,"03","10",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_46"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","05",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_47"
"Anthophora ",NA,"dispar",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","05",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_48"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","05",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_49"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","05",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_50"
"Anthophora ",NA,"dispar",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","18",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_51"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","18",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_52"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","18",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_53"
"Anthophora ",NA,"dispar",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","17",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_54"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","17",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_55"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","17",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_56"
"Xylocopa ",NA,"violacea",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","17",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_57"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","17",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_58"
"Bombus ",NA,"terrestris",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","12",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_59"
"Anthophora ",NA,"dispar",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","12",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_60"
"Anthophora ",NA,"plumipes",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","12",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_61"
"Anthophora ",NA,"hispanicus",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","12",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_62"
"Xylocopa ",NA,"violacea",NA,"Spain","Huelva","Hinojos",37.2922222,-6.41777777777777,"<10m",2008,"03","12",NA,NA,"Ramon Casimiro-Soriguer","Javier Herrera",NA,NA,NA,NA,NA,"Erophaca baetica",NA,"Francisco Javier Ortiz",NA,NA,"48_Casimiro-Soriguer_etal_63"
