"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Bombus",NA,"pascuorum",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","1 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_1"
"Bombus",NA,"pascuorum",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","2 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_2"
"Anthidium",NA,"manicatum",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","4 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_3"
"Bombus",NA,"pascuorum",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,NA,1,NA,NA,"Malus domestica var. Reineta","5 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_4"
"Bombus",NA,"terrestris",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","6 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_5"
"Apis",NA,"mellifera",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,NA,1,NA,NA,"Malus domestica var. Reineta","7 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_6"
"Bombus",NA,"pascuorum",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,NA,1,NA,NA,"Malus domestica var. Reineta","11 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_7"
"Bombus",NA,"terrestris",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",1,NA,NA,NA,NA,"Malus domestica var. Reineta","12 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_8"
"Eucera",NA,"longicornis",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","13 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_9"
"Andrena",NA,"labialis",NA,"Portugal","Leiria","Óbidos",39.392314,-9.166054,"<100m",2019,"05","02",NA,NA,"Rafael Carvalho","Rafael Carvalho",NA,1,NA,NA,NA,"Malus domestica var. Reineta","14 GOPolimax (CEF-UC)","R. Carvalho, S. Castro, J. Loureiro",NA,NA,"16_Carvalho_10"
