"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Osmia",NA,"niveata",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",16,11,0,0,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_1"
"Osmia",NA,"adunca",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",11,8,0,0,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_2"
"Osmia",NA,"cyanoxantha",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,NA,NA,3,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_3"
"Osmia",NA,"submicans",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",2,4,NA,NA,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_4"
"Osmia",NA,"caerulescens",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,NA,NA,1,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_5"
"Osmia",NA,"ravouxi",NA,"Spain","Jaén","Olive orchard",37.841219,-4.043418,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,3,NA,NA,NA,NA,"BE_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_6"
"Osmia",NA,"submicans",NA,"Spain","Jaén","Olive orchard",37.836642,-4.03029,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",40,43,NA,3,NA,NA,"BE_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_7"
"Osmia",NA,"adunca",NA,"Spain","Jaén","Olive orchard",37.836642,-4.03029,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",8,7,NA,NA,NA,NA,"BE_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_8"
"Osmia",NA,"submicans",NA,"Spain","Córdoba","Olive orchard",37.624877,-4.518691,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",8,12,NA,NA,NA,NA,"CA_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_9"
"Osmia",NA,"submicans",NA,"Spain","Jaén","Olive orchard",37.74612,-3.62784,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",100,178,NA,3,NA,NA,"CAS_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_10"
"Osmia",NA,"adunca",NA,"Spain","Jaén","Olive orchard",37.74612,-3.62784,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",3,12,NA,NA,NA,NA,"CAS_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_11"
"Osmia",NA,"niveata",NA,"Spain","Jaén","Olive orchard",37.74612,-3.62784,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,2,NA,NA,NA,NA,"CAS_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_12"
"Osmia",NA,"caerulescens",NA,"Spain","Jaén","Olive orchard",37.74612,-3.62784,"GPS; ~400m",2018,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,NA,NA,5,NA,NA,"CAS_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_13"
"Osmia",NA,"adunca",NA,"Spain","Jaén","Olive orchard",37.75597,-3.619434,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",25,15,NA,NA,NA,NA,"CAS_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_14"
"Osmia",NA,"submicans",NA,"Spain","Jaén","Olive orchard",37.75597,-3.619434,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",13,37,NA,NA,NA,NA,"CAS_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_15"
"Dioxys",NA,"cinctus",NA,"Spain","Jaén","Olive orchard",37.75597,-3.619434,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",3,NA,NA,NA,NA,NA,"CAS_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_16"
"Osmia",NA,"cyanoxantha",NA,"Spain","Jaén","Olive orchard",37.75597,-3.619434,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,NA,NA,4,NA,NA,"CAS_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_17"
"Osmia",NA,"submicans",NA,"Spain","Córdoba","Olive orchard",37.705548,-4.499743,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",58,59,NA,1,NA,NA,"CD_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_18"
"Stelis",NA,"phaeoptera",NA,"Spain","Córdoba","Olive orchard",37.705548,-4.499743,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",1,3,NA,NA,NA,NA,"CD_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_19"
"Osmia",NA,"adunca",NA,"Spain","Córdoba","Olive orchard",37.705548,-4.499743,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",1,NA,NA,NA,NA,NA,"CD_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_20"
"Megachile",NA,"apicalis",NA,"Spain","Córdoba","Olive orchard",37.705548,-4.499743,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",1,NA,NA,NA,NA,NA,"CD_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_21"
"Osmia",NA,"ravouxi",NA,"Spain","Córdoba","Olive orchard",37.705548,-4.499743,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",3,1,NA,NA,NA,NA,"CD_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_22"
"Dioxys",NA,"cinctus",NA,"Spain","Córdoba","Olive orchard",37.703227,-4.542759,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",2,2,NA,NA,NA,NA,"CD_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_23"
"Coelioxys",NA,"afra",NA,"Spain","Córdoba","Olive orchard",37.703227,-4.542759,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,2,NA,NA,NA,NA,"CD_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_24"
"Osmia",NA,"niveata",NA,"Spain","Córdoba","Olive orchard",37.703227,-4.542759,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",8,27,NA,NA,NA,NA,"CD_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_25"
"Megachile",NA,"apicalis",NA,"Spain","Córdoba","Olive orchard",37.703227,-4.542759,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,NA,NA,12,NA,NA,"CD_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_26"
"Megachile",NA,"apicalis",NA,"Spain","Jaén","Olive orchard",37.907957,-3.30413,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",NA,2,NA,5,NA,NA,"CG_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_27"
"Coelioxys",NA,"haemorroa",NA,"Spain","Jaén","Olive orchard",37.907957,-3.30413,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",2,1,NA,NA,NA,NA,"CG_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_28"
"Osmia",NA,"submicans",NA,"Spain","Jaén","Olive orchard",37.907957,-3.30413,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",3,6,NA,NA,NA,NA,"CG_C","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_29"
"Osmia",NA,"subimcans",NA,"Spain","Jaén","Olive orchard",37.892047,-3.266048,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",15,16,NA,NA,NA,NA,"CG_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_30"
"Osmia",NA,"caerulescens",NA,"Spain","Jaén","Olive orchard",37.892047,-3.266048,"GPS; ~400m",2017,NA,NA,NA,NA,"C. Martínez-Núñez","C. Martínez-Núñez",3,2,NA,3,NA,NA,"CG_E","C. Martínez-Núñez, P.J. Rey","Sampled using bee trap nests",NA,"36_Nunez_31"
