"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Rhodanthidium",NA,"siculum ",NA,"Spain","Granada","Alhama",NA,NA,NA,NA,NA,NA,NA,NA,"J. Dusmet","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_1"
"Rhodanthidium",NA,"siculum ",NA,"Spain","Cádiz","Puerto Santa María",NA,NA,NA,NA,NA,NA,NA,NA,"Dusmet","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_2"
"Rhodanthidium",NA,"siculum ",NA,"Spain","Cádiz","Jerez",NA,NA,NA,NA,NA,NA,NA,NA,"Pons","C. Ornosa",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_3"
"Rhodanthidium",NA,"siculum ",NA,"Spain","Cádiz","Cartagena",NA,NA,NA,NA,NA,NA,NA,NA,"Sánchez Gómez","C. Ornosa",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_4"
"Rhodanthidium",NA,"siculum ",NA,"Spain","Cádiz","Jerez",NA,NA,NA,NA,NA,NA,NA,NA,"Pons ?","C. Ornosa",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_5"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain",NA,"Porto Pi",NA,NA,NA,1951,"06","10",NA,NA,"A. Compte","A. Compte",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_6"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Esporlas",NA,NA,NA,1958,"06","05",NA,NA,"A. Compte","A. Compte",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_7"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Valencia","Rocafort",NA,NA,NA,1960,"08","01",NA,NA,"S.V. Peris","E. Mingo",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_8"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Coll d´en Rebassa",NA,NA,NA,1956,"05","31",NA,NA,"A. Compte","A. Compte",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_9"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Mallorca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_10"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Son Suñer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_11"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Son Suñer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_12"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Baleares","Mallorca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_13"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain",NA,"Ruinas de Herculiano",NA,NA,NA,1965,"09","07",NA,NA,"J. Alvarez","C.P. Iñigo",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_14"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Artana",NA,NA,NA,1945,"03","14",NA,NA,"C. Marin","C. Ornosa",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_15"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Artana",NA,NA,NA,1947,"05","20",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_16"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","24",NA,NA,"C. Marin","C. Ornosa",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_17"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","27",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_18"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Artana",NA,NA,NA,1945,"05","07",NA,NA,"C. Marin","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_19"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Artana",NA,NA,NA,1947,"05","20",NA,NA,"C. Marin","C. Ornosa",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_20"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Alicante","Agres",NA,NA,NA,1951,"08","01",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_21"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Desierto Las Palmas",NA,NA,NA,1951,"06","10",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_22"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Artana",NA,NA,NA,1947,"05","20",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_23"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","27",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_24"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","27",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_25"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","23",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_26"
"Rhodanthidium",NA,"septemdentatum",NA,"Spain","Castellón","Peñagolosa",NA,NA,NA,1946,"07","23",NA,NA,"C. Marin","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_27"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Valencia","Cañada",NA,NA,NA,NA,NA,NA,NA,NA,"Giner Mari","E. Mingo",NA,"1",NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_28"
"Rhodanthidium",NA,"sticticum",NA,"Spain","Huesca","S.J. de la Peña ",NA,NA,NA,1977,"04","09",NA,NA,"C. Gavete","C. Ornosa",NA,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"49_Ornosa_etal_29"
