"Megachile",NA,"apicalis",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"06","17",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_1"
"Megachile",NA,"apicalis",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","07",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",NA,1,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_2"
"Megachile",NA,"retundata",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"06","15",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",NA,1,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_3"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"06","21",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_4"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","11",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_5"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","07",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_6"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","05",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_7"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","11",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_8"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","11",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_9"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","05",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_10"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","01",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_11"
"Megachile",NA,"leachella",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"07","07",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_12"
"Stelis",NA,"phaeoptera",NA,"Spain","Madrid",NA,NA,NA,NA,1994,"06","29",NA,NA,"F.G. Gonzalez","F. G. Gonzalez",1,NA,NA,NA,NA,NA,NA,"C. Ornosa",NA,NA,"40_Gonzalez_13"
