"Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid"
"Amegilla",NA,"albifrons",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Erysimum bicolor",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_1"
"Amegilla",NA,"albifrons",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Erysimum bicolor",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_2"
"Amegilla",NA,"canifrons",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Erysimum bicolor",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_3"
"Amegilla",NA,"canifrons",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Erysimum bicolor",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_4"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Canary Islands","Esco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,"Erysimum scoparium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_5"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Cakile maritima",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_6"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Hirschfeldia incana",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_7"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Balearic Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Matthiola sinuata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_8"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Canary Islands","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Raphanus sativus",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_9"
"Amegilla",NA,"quadrifasciata",NA,"Spain","Canary Island","",NA,NA,NA,"2007","5",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Erysimum scoparium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_10"
"Amegilla",NA,"canifrons",NA,"Spain","Canary Island","",NA,NA,NA,"2007","5",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Parolinia intermedia",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_11"
"Andrena",NA,"afrensis",NA,"Spain","Cádiz","Cortijo de Guerra",NA,NA,NA,"2012","4","4",NA,NA,NA,NA,NA,NA,NA,15,NA,"Diplotaxis catholica",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_12"
"Andrena",NA,"afrensis",NA,"Spain","Cádiz","Pedredera La Loca, Puerta Real.",NA,NA,NA,"2012","2","26",NA,NA,NA,NA,NA,NA,NA,55,NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_13"
"Andrena",NA,"nigroaenea",NA,"Spain","Granada","Bco San Juan. Vereda Estrella. Guejar Sierra.",NA,NA,NA,"2014","4","28",NA,NA,NA,NA,NA,NA,NA,15,NA,"Barbarea verna",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_14"
"Andrena",NA,"nigroaenea",NA,"Spain","Almería","Paulenca",NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Diplotaxis viminea",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_15"
"Andrena",NA,"nigroaenea",NA,"Spain","Huelva","El Acebuche",NA,NA,NA,"2015","3","6",NA,NA,NA,NA,NA,NA,NA,10,NA,"Brassica oxyrrhina",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_16"
"Andrena",NA,"nigroaenea",NA,"Spain","Granada","Hernan Valle",NA,NA,NA,"2015","4","29",NA,NA,NA,NA,NA,NA,NA,1,NA,"Strigosella africana",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_17"
"Andrena",NA,"nigroaenea",NA,"Spain","Huesca","Formigal",NA,NA,NA,"2015","6","22",NA,NA,NA,NA,NA,NA,NA,45,NA,"Erucastrum nasturtiifolium nasturtiifolium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_18"
"Andrena",NA,"flavipes",NA,"Spain","Granada","Acula",NA,NA,NA,"2014","3","25",NA,NA,NA,NA,NA,NA,NA,15,NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_19"
"Andrena",NA,NA,NA,"Spain","Granada","Noalejo en Alto de los aerogeneradores",NA,NA,NA,"2013","5","13",NA,NA,NA,NA,NA,NA,NA,5,NA,"Biscutella variegata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_20"
"Andrena",NA,"afrensis",NA,"Spain","Granada","Sierra Nevada",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,"Hormathophylla spinosa",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_21"
"Andrena",NA,"afrensis",NA,"Spain","Cádiz","Trocadero",NA,NA,NA,"2012","4","8",NA,NA,NA,NA,NA,NA,NA,8,NA,"Brassica nigra",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_22"
"Andrena",NA,"afrensis",NA,"Spain","Granada","Venta Micena",NA,NA,NA,"2014","4","27",NA,NA,NA,NA,NA,NA,NA,2,NA,"Vella pseudocytisus orcensis",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_23"
"Andrena",NA,"afrensis",NA,"Spain","Cádiz","Dehesa Yeguas",NA,NA,NA,"2014","3","10",NA,NA,NA,NA,NA,NA,NA,25,NA,"Brassica oxyrrhina",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_24"
"Andrena",NA,"afrensis",NA,"Spain","Granada","Agrón",NA,NA,NA,"2014","3","31",NA,NA,NA,NA,NA,NA,NA,20,NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_25"
"Andrena",NA,"afrensis",NA,"Spain","Granada","Agrón",NA,NA,NA,"2014","4","6",NA,NA,NA,NA,NA,NA,NA,3,NA,"Sisymbrium orientale",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_26"
"Andrena",NA,"afrensis",NA,"Spain","Cádiz","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Brassica nigra",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_27"
